The Scene,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,Alone with You,3jLj7HQNl4LXc9vNuwcFyw,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,49,https://p.scdn.co/mp3-preview/4a50be3081d68d44e5da019efb4938309ec49bbf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Moving Boxes,7lSqt09mk5hlzVWLzYIuWI,With Confidence,2PWXHVDEtObSmUrNhfPRav,Love and Loathing,07aGx2IErugtk4d7clL03j,57,https://p.scdn.co/mp3-preview/fbc4398a2a283516abdf7bfdad5cf753945280c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,King of Nothing,6sPXo5wTA3IKBK2mOJbUbY,Broadside,7EGdqeEDe7WMqOVyDFUYyo,King of Nothing / Empty,4jJzaQ6ovtPPqnMErF6xfR,40,https://p.scdn.co/mp3-preview/99adce9508287a6ada418b053ddf079d0b9945ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,She's A God,2RSWXsgLoiGfuHHJk5ykxr,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,She's A God,4xxdLKcI0SaURrkrqt5LAu,61,https://p.scdn.co/mp3-preview/fdce2e2f0c2712de729a25fa22acc34337e2ee01?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,"Heaven, We're Already Here",48Kt0Zugeset3zlvhLPJmz,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,28,not available
15,Apt. 438,1NdtS7tLnCPWm84r7tlF7T,Go For Gold,0uTm0qJYe4kohhpRAFbILZ,Daydreamer,4rWQEhE0VdEbwniGwhaazp,17,https://p.scdn.co/mp3-preview/83ec0f5d7ffb588bac8a6b571cc1fdd789e5611b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Paul Rutt,2FOze8JMbqxeJa8JHUCTvv,Wilmette,5LGLYHhrW7yPr4ubyBEJBq,Anxious Body,4wDSqJVJEVHlIWtz9U03rP,23,https://p.scdn.co/mp3-preview/e4ff9ed91825c577154e37534f6923edf033a647?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Growing Up,3nyEVo6eJRxet7kJvgNZje,Highland,0bV0JJIE52E0lb6RpOgP1k,Growing Up,6ndQgAOKTszFtmSoqs5Nsw,18,https://p.scdn.co/mp3-preview/4afa83d0e999b41af64bd1406e5fed5003920a43?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Gig Love,1VgYvMoixP9B80RAh2kMg0,Better Off,14LOHiPLjJKiOzjFilTkWh,Reap What You Sow,6MzU6f2qYf2wkHpxgVqBzh,29,https://p.scdn.co/mp3-preview/3703f3fbc0455fe2289c8a63f3baf71a1a6cec57?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Adrenaline,5vxX2POnp7NBbaCAIVQix7,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,Strange Love,1j6QSpMFpwtR9SEZvGgR4L,57,https://p.scdn.co/mp3-preview/0f803f1f2499ae464c6f20d2e2c3e8d6e7dff1be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Numb Without You,22aSl53GhZ1y0R4neQ11pd,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,30,not available
21,Degenerates,77Ht6FFAeyHgKl6X87mnTk,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,Degenerates,3G3EHIjrfZAcy6w5zIOggZ,68,https://p.scdn.co/mp3-preview/6c137edb6ebe31af1fe00d053cc7b4588bc6178a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,The Extinction of Unicorns,0DUXij7CWyM2HQSk6RiwVK,39,https://p.scdn.co/mp3-preview/362d3e90e5614bd4586793be1d6b711945f08297?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Darkside,39n1y2JqVOPIdfUeLqzgfl,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/1e5f5e74dbf0595887a3258ff58bf3dcc98e171f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,How It Feels to Be Lost,3A1jkLwsYjaH30J0v6oZCF,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,61,https://p.scdn.co/mp3-preview/4700f7b9662315a664f113a4094ee49ad1ab8cde?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,After Tonight,2hf23pG2ylOyhua5jUH5vz,Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,After Tonight,56KAUCXd4WzhH6h2tAHpwn,36,https://p.scdn.co/mp3-preview/ab488c5ea8739e0321a679578dbc13fb31227b10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Fragile,6D9jdwoRaYmrpvlmogRSCX,Capsize,3Nt2h0gWNi9cxuLeNjOsET,Fragile,3YelCerflr0Tf0Qu2cGehb,31,https://p.scdn.co/mp3-preview/4eeb5517178c399e5891cd6f79ee2b05245a254b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Leave A Light On,3u2ivcqU7mN2JUMqyQfR1V,All Wrong,7C1vk9cz8yDLZdwCQzYxHO,Leave A Light On,6Juv4i05iXyKSJoZ6l3NQJ,22,https://p.scdn.co/mp3-preview/5d051254dc0394d8491753e8af18c5e566954510?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Playing the Part,0f1mFpPDAQHpGpK0HN5chu,Junior,1XMnNBkyhE4NwqQuSM4jzm,Playing the Part,5cXZN42GEdr2HDt7PWWJGW,22,https://p.scdn.co/mp3-preview/5ad105f768e3b013a6153c3637c9026599ac100a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,The Stages of Grief,41Whh7hrQjZ11hkxCT3obF,Awaken I Am,3BwbgahlwovSpRfctWi8zY,The Beauty in Tragedy,4HvRbhqkXOqFEbFfxrKD2B,46,https://p.scdn.co/mp3-preview/610c5932e5d0c8734fb511891a589846f9c644cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Burn It Down,21iym8UpADqnG2p5GrzHrb,Silverstein,1Tsag5J854qxeOo2apszug,Burn It Down,4CAwR5GCqpfDAHE85WsAqK,60,https://p.scdn.co/mp3-preview/4ac3eca068922dc6ba41072f2e92270f62e7f797?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,October,718NQ0aAc4sJJBcdrhhvgv,Magnolia Park,7B76SsfzG0wWk1WEvGzCmY,October,0KO8PVGBaOqq4xTSmGOUxK,33,https://p.scdn.co/mp3-preview/47935fc5462d0dbff4107aab54f903d075c9678a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,I Really Wish I Hated You,6KWcq5p0wsz97N3eoRUSH6,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,72,https://p.scdn.co/mp3-preview/f876886c32a48c1646a532591e4c17e5d684642b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Pleasures,5ekE0YObbldEeDivc3fxy7,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,27,https://p.scdn.co/mp3-preview/77fa2927957b67ae2fd967c7853063e9589a45c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Runaway,7qDdE2EzbaGpUuVxToG69w,CommonWealth,1S0S2IdKlBl7gv9x8X7xpr,Everyone Around Me,11uPSFTfXi65EWMtjTNOEZ,16,https://p.scdn.co/mp3-preview/15cf0ab69b7914164b649fa728072c5d4652b821?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Blue In the Dark,178W1K11wWHLzuRM0aaKTh,Bearings,0qpDBxRgLp6g0k2esJlUDn,Blue In the Dark,0bK34PAk9qgpVvZMbct5Wz,14,https://p.scdn.co/mp3-preview/c78d24cc3790ca168aa1cbaee9adf67fd10ff12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Ave Maria,7IinPt4vvhVk1UzvTq32Ov,The Early November,2rxtSTPBJawYhQAXIpgEAi,Ave Maria,1CEYuQJHqjqNPYX9v1SjRz,42,https://p.scdn.co/mp3-preview/d3610b3bf26e9275694376a434d94b54cb290d6c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Skinny Dipping,7s7xOgct7HWsNjGO3YOtqt,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Skinny Dipping,4xtHySb6XaNo8SLRgfpUSu,52,https://p.scdn.co/mp3-preview/fcbc0dbedff8e8b912ca6893fb25d6c0d3cfcdeb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Clair,7hPogwNcXHMPrasiZ5Q9x3,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Clair,2StVchzr8RK5EEYwd1tn0n,38,https://p.scdn.co/mp3-preview/4f5667f1b2d3734126974038b43702f1ee8239b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,In Violet,3L1n27XI8WzYZJIcXvsw5Z,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
40,Emotion,6nUSBSf0IxajomBZxuSD5h,bloom.,2pe5XkD5nb5nTQeVsPn4uD,Withered,0FjBK3l1bTQUfTBb0N1d8Q,20,https://p.scdn.co/mp3-preview/773d5f46a86bad77ec54523388d784cbc35b56d1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Replace Me,2bBO8oYoQth3Uqcdsi6y3Y,Reside,2TJvqWePrnkU9Np6TlOMA4,Replace Me,1c9DbryCixKQPlCDH5FnIY,29,https://p.scdn.co/mp3-preview/27422fd37c4056bf6a535c8aeada2ed1a109b8da?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Birthday,6YnzuikUWRlZbWr2jzMX6h,All Time Low,46gyXjRIvN1NL1eCB8GBxo,Everything Is Fine On Your Birthday,0qoAs8GrXH5rfFN2EbUQ81,53,https://p.scdn.co/mp3-preview/bb3237449a93fc8ed992def2611cb5584976bf90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6iGIjsBt4RJQFYlBBiNk39,62,not available
44,Baby Blue,3W8kkKICWGoH413PLYUcGh,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
45,Carousel,12q0i0bpDwti8pIPtqO4yQ,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Carousel,6jkeginjmIxiNCDts3bltL,4,not available
46,It's Okay to Be Me,1FSUopwsAbEf7GMmGcI3HR,"Sincerely, Me",1zzb0p4HHnAI0MsOWFMdR8,Half Empty,1yMVC1lUAGlniJkmyMyWex,31,https://p.scdn.co/mp3-preview/2b9e829ff78128167ea0307f048275a561521f86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Give Me a Sign,0RrrXUc7MHNHlVs84LslX3,"Gold, Frankincense, & Myrrh",2NzvxoOoIshAvoQ2wYbZhj,Give Me a Sign,3Curf9iBiPzDMTBdVDieAm,35,https://p.scdn.co/mp3-preview/1b9d32dee6c7d55bef3fb314ae09d5ee21d5a83b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Medicine,7EjQmae7fFXTXfQszaEewb,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,50,https://p.scdn.co/mp3-preview/126147df66fc03ed17c60c5bc5331b8181ef4358?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Rosé by the Ocean,3nLbF7vHZtxJ8q31srhigl,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,45,https://p.scdn.co/mp3-preview/bf597d76b9741ea752d323e489a8957834f1a7c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Young Ones,3KsfS2L6Li9S10ofZD37Yq,PLTS,0u0UpxbGCOvx73fRjlVrkg,Young Ones,2tZ6NJwMFJGQaMTGglrpIl,29,https://p.scdn.co/mp3-preview/1436dd1b2132ce632694ae48d0bd6b745519b2db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Liquid (feat. John Floreani),4mTnrDYJsLnIiuR4RVAclQ,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,Liquid,3v7gPd16D6HvzKYyctLhqO,32,https://p.scdn.co/mp3-preview/010104aaae29e1ec975aa7f3159dd00718fa2638?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Turn My Back,7xgjwuqkYgAvLpBqeW4atb,Mayday Parade,3WfJ1OtrWI7RViX9DMyEGy,Sunnyland B-Sides,5KuXgQmtrqgLj1OE7rAbl3,56,https://p.scdn.co/mp3-preview/e455a6fc00fa4cc68e6d41f8eda810e045588178?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Fairytale,1idRNmfKufjZPlCic15EsI,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,29,https://p.scdn.co/mp3-preview/6ec51f1711288d73b3419c1edda47ea0ea16c61e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Piranha,0hOsHZGwjoVZmdVUV9P1Ge,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,36,https://p.scdn.co/mp3-preview/5f9fbfe9350c53dead5a275bec259c6d2410836c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Cave In,7foB3FgACotzkH5hkWOOAS,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,Cave In,62qer7kVON5XSwZ3wd8W7B,47,https://p.scdn.co/mp3-preview/1196d9ab426c031898b86889efcb30def1639b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Why 6 Is Afraid of 7,21eBxZvWrhMPAqnw5Dzgi0,Before Their Eyes,7BewtLSaxtzJjRzPUPnSxp,Why 6 Is Afraid of 7,5UIkqKF72qLmM3GZKEJiDc,33,https://p.scdn.co/mp3-preview/4ffbc377eb5434663f790460da948580b81be970?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Bloody Nose,0mG20jgAJkaFEMZoWm0mOU,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,47,https://p.scdn.co/mp3-preview/aeb8be7cd9bd07b22576f63d87ba8e9870599ae8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Send Her To Heaven,3HbablKHLbUEpn04GZiOWU,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,Send Her To Heaven,4kN0SVgy0MShWKWpurdkBi,58,https://p.scdn.co/mp3-preview/2c5ff4a36196fe3e0026c86bbad1f43397644354?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,From The Outside,7fHfn8mvEYI57Pz9bMT3PG,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,From The Outside,0kyY01XQw8dhBFFVIgGbUX,0,not available
60,Steady Glow,7z0BWWSUAfK2nq59IAHAyf,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,43,https://p.scdn.co/mp3-preview/445202f9156e45d41ba81a76b196d7186c5e7eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Let You Down,69sVB8jRMpFaxEbiVFE1bu,Divided Minds,4zq1xzOD2RDkK3xaEZBBD5,Let You Down,5rDxPjoUTOo4XcD1SLfgYr,40,https://p.scdn.co/mp3-preview/c0ff9e70625fa8a4246e17600690323f41a94207?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,California,4GgYQ04m0nhgN2h1fYQ7pE,Windup Space,4H2g3KaJp1Pxfy7wHmEtOb,Shelter,7gopBwDmdk8VAwuJrlxhvK,17,https://p.scdn.co/mp3-preview/d0efadaec8ee5e635a57e151cb6ef66ff694c510?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Today is Especially Delicious,1OYyQkR5c0bmiw07YHXoFl,Free Throw,49b68DLRK5eCbtJf7Xx4Cc,What's Past is Prologue,2zex7QIGoAu2htViMPl8r2,37,https://p.scdn.co/mp3-preview/82825a1661acb3dca7e03621c0abb44027165be5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Goddamn,5cY279FAGSoxdv4hXS9rcL,Never Loved,1UeJU7BqnukonK998GtqBb,Goddamn,5sMtDt5VelI2X0IWY3PBuF,33,https://p.scdn.co/mp3-preview/c11504b234325eef9a8650d07301d605aa1e61c1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,White Lies,0RD64cNQpnGwRcEj5QQ2BF,Conversation Piece,3luOf9oYCfZYbAa42TMA3j,White Lies,6FU1NuMqeIWqoCFKdI6Usp,19,https://p.scdn.co/mp3-preview/de52d317c691d264adde9a35ed1abfd7a16a34aa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,I Don't Think I Live There Anymore,73HiWcZxgR2JKthCPdc8ur,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,41,https://p.scdn.co/mp3-preview/c41c38e842796baa132f604347d12559760199ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,The Earth Will Swallow Me Whole,7BE5fMou61X6PH4xY0nvXY,Overgrow,0JF3phIHeUwu0WwMBGvegA,The Name We Share,6vW7iTJmX0pWVusTt7bOMk,23,https://p.scdn.co/mp3-preview/5ff8af8ff9e66ca7170942e79717de46b6ad5e1e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Tokyo,49DxDMEH8w7PZkHgiRiySs,Prey Drive,4uzpqg3EzVZBYRybcBLanD,Once More with Feeling,41QrjV2C1jmXESAmxOKmwc,0,not available
69,Drag Me Down,5qI3yLcaH8Lg1WboxmkA9n,Headspace,1gpl5yvo2wkMbSzFrvS4Uu,Drag Me Down,6XObOVz2UAVwuQi4ZlBc6k,21,https://p.scdn.co/mp3-preview/566002fbc970b044fc9b746faab67668ebff72ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Leave It All Behind,5J1tThACf3JLPc3cC1neEH,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,58,https://p.scdn.co/mp3-preview/589268fc4467e79c9e969f428d5ff1ded7b28065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Gold Standard,6XzejjmzSysymGjiJ9bQfw,Subtleties,48oGLu8CkyXXZxm81JnZfB,Gold Standard,0T1OjhRXVd04aQgSsp1uaZ,16,https://p.scdn.co/mp3-preview/f8299e30b14e6d11cf6025801c6ea7f57eae2066?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Echoes,4b6fFrGqGEzE5vhrcUtjTJ,John Floreani,6melTVZFYp3m5UU72sIhdY,Echoes,0ENjKdafhEJ6oBZ63xk6Wa,37,https://p.scdn.co/mp3-preview/68817001e6c142c2e179a80ed0b32e9d40fbfaa2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,"""sometimes you meet the right people at the wrong times""",1J5WWo4zSTWIKD7VFr6wn4,Can't Swim,62elZbH5Iop8UPcChp7OrU,This Too Won't Pass,2CQK9vC9ic6f9wECBlhhgk,48,https://p.scdn.co/mp3-preview/8703172c8a7ed8bd752a2d3962e7c2c59395ee88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Kiss & Tell,2YZrjrLRMfGdyue73N6BLY,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,Kiss & Tell,1ACakLGeWspQA1SROEtr9X,63,https://p.scdn.co/mp3-preview/2f291dcb81074e3b8b25e9140bdeb7d73fc3d3c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Devil’s Callin',3S6nCKyCS7lBM5FHyKxQ68,dying in designer,3QZxOYl5zlZtfigtXOZsfT,Devil’s Callin',2qnEdFCQnmgB5gAoJ4BwyZ,40,https://p.scdn.co/mp3-preview/4fe1b9a5861417b59ebb4dccdba3a53bfc78cfd8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Back To You,5cA5uzhbAQ3P8ZRnyeCnGV,Our Last Night,00YTqRClk82aMchQQpYMd5,Back To You,1MWhybKgZUjJbarvNSBIim,57,https://p.scdn.co/mp3-preview/77519f75bf7e382804fe7350cd01b7d23ffdf02e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,"Thanks, I Hate It",1DVPl37UU468V6RK8fMJPX,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,"Thanks, I Hate It",5maB3BSB7Lo0ykXq0ihbSR,57,https://p.scdn.co/mp3-preview/be22306dab3f2ed53bb46f3cbf537486c2dd76cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,Criminal,0CXQ2LNOcb6oJTWYEWKtyK,State Champs,1qqdO7xMptucPDMopsOdkr,Living Proof,1Qb73C8hC76e3R8udyit5I,52,https://p.scdn.co/mp3-preview/9a21a40546597395514be30caff8e31b02913dc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Surrender,4EkI2iujq3AiwgmyGuP2xn,From First To Last,5n71fmAB8Un2IfAPn64erN,Surrender,65XwIvA8vCbzSsdmgoAqlP,49,https://p.scdn.co/mp3-preview/a1086e34d9b5808b8b2ab13d28273e77cbfdc65f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Sleepwalker,1lC5rRa2ivaqAbK2i1tUHG,Locket,6h0cRpTv4GFq0zYbCbsDXy,Disappear,3CH5aysv7LcybjuywWJNv1,21,not available
