Deutschrap Royal,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
17,Diamonds (feat. Capital Bra),2QpxC2yag7Ec7Ut1dovXKb,Summer Cem,3drqpTL4sQOckmAfF9i1wg,Diamonds (feat. Capital Bra),178ijvdr9h0bZSioIxRFKv,77,https://p.scdn.co/mp3-preview/7f15579652b84812ddf03606106fdf5c77051fdd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Melatonin,6MGeF4nX2Ty408EjLGNtqc,Sido,4Yttlv9ndGjCDCVLqM7ACq,Melatonin,1nw49bKK2uCphW6nw8YqLg,67,not available
19,Blei (feat. Veysel),0Cy2x4vkNHiZ2Z3XiZE5Yu,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Sie wollten Wasser doch kriegen Benzin,0sVQrIwythyuM0G6uLcqiy,71,https://p.scdn.co/mp3-preview/8d7c2d66b045aba8b55da7579af93f26b3cf1922?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Hi Babe,6erIvryBSsAdebNU4a7Mrs,Juju,4sg4no0TXdsrM1s4SVUwNF,Bling Bling,7FUJDqWr0PvHJyIJeCsswA,74,not available
21,La Haine,2AHJLtc81zIfj9EKcVEzmJ,Luciano,3CJKkU0XuElRT1z8rEtIYg,La Haine,1sSEjB1cw5aogoyZrZc2H4,71,not available
22,Prinzessa,7r55d7IhAj5UGKiYbXBwRP,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,Prinzessa,0065dqIv0oHpm5UWFLI6wx,68,not available
23,Yallah Goodbye (feat. Gringo),70zRDnEkOhVb51fZA13khd,Summer Cem,3drqpTL4sQOckmAfF9i1wg,Yallah Goodbye (feat. Gringo),7tWDEXNaCfAlbOEb1Ky0oF,74,https://p.scdn.co/mp3-preview/6368be6fdedde204abe235e974f4c12b610f4597?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Du weißt,2e5o25udr5nhMuklOTZUME,Trettmann,6QzzeKV0VcnT2vJMYDPuL4,Du weißt,2wYg9CCGsBpMs4LARk8Fi8,66,not available
25,Brot nach Hause,5e0bzcsI1khimLSJhddHdS,Apache 207,1qQLhymHXFPtP5U8KNKsm6,Brot nach Hause,7z0WAiwWNGBFxqSJ18FSXK,75,https://p.scdn.co/mp3-preview/b13e09da6c422f7e9eb491601e0f57651ccaaf7e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Energie,13d0lM7B8ermJVn9C1rOTD,Sido,4Yttlv9ndGjCDCVLqM7ACq,Energie,3klFyS3JecQW1eE15fqKjh,70,not available
27,Viva la Dealer,2vuFdbSOLje3khV4rLSEpm,SDP,1EfwyuCzDQpCslZc8C9gkG,Die Unendlichste Geschichte,1V4bwat6ipZpvoJcfu0faD,72,not available
28,Alles was sie will,6kmpeu6dXy6DPjOHv3NAeT,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Sie wollten Wasser doch kriegen Benzin,0sVQrIwythyuM0G6uLcqiy,68,https://p.scdn.co/mp3-preview/09b7b3e2c469153e7ecb267668b609948de748d7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Run Run Run,65NX0qTlnZTDYzTypKfOWD,Capo,5y9wg9qkGBl0n9v9RzaPKu,Run Run Run,7uq7CHKIM2QXQRD1IHo5YD,78,https://p.scdn.co/mp3-preview/fee938c25e21a662986f1bfb2698757df7449e10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Deine Mutter (feat. Nessi),4y8xXLG9O3Rbl6e1KaNRTG,Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,KKS,04TM4lYgmoNMKpJ7Tgy52K,68,https://p.scdn.co/mp3-preview/ae7c669b22fd50d2b2086f0354bd55da4e501c09?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Neptun,3GmfHF5RUe6r5C9UbvIXQp,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,Neptun,2T49yncesC5BoZ7wEyZ4tu,74,not available
32,Huracan,6AFIVhbJLR7YVvW9fLFMu1,Samra,6h1s4i4XKIYv4ErDelLDN0,Huracan,33SXk8W4aUohvpdRLCIXq4,82,not available
33,2 Minuten,1u5jYTx2WdptYWYpwqcE9n,Apache 207,1qQLhymHXFPtP5U8KNKsm6,2 Minuten,4xdyGrY8SLDeMdsTxRaxfx,76,https://p.scdn.co/mp3-preview/806efa377f177b798e0b3fab65723c713ed10fbc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,gENAuSo,5nmVf5dSgH4A25qsev28Mi,Dardan,3pjq2pDV9RR6VY55wBjVnp,SORRY...,24hHNi75352fzhqiorank2,79,not available
35,Nautilus,7IkZpSOJKGXCGhqAvHs7FG,Shindy,5j21TGkrNEAJe3gG9VlS34,Nautilus,4241ujVBEoKy1aWRWFyV5z,68,https://p.scdn.co/mp3-preview/6e3f8560058213ada5babe2588146312e1e51a31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Vermissen,07f2b3CTdgKKlhv0mqUksz,Juju,4sg4no0TXdsrM1s4SVUwNF,Bling Bling,7FUJDqWr0PvHJyIJeCsswA,73,not available
37,DNA,4BD9yUEFI07WaDJ381DDMq,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,DNA,0vH3On6OIWronQ04dLbsBz,69,not available
38,500 PS,641R77CBy4bOLGRcA9sgHy,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,500 PS,5fqNFmrbjOmQCWPpgZ7oyc,12,not available
39,Kein Plan,1skUhc3JS3jLCfugI3gm41,Loredana,2Im8m4STDBosjfmb5hmP80,Kein Plan,0a4KL551wKL7l8O6xU0nlB,82,https://p.scdn.co/mp3-preview/b19d69a058bd8ab5fa42b794148b1bf7959ad2bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Harami,5xIODxqlpUnRVA9ewZUCug,Samra,6h1s4i4XKIYv4ErDelLDN0,Harami,1Co5X5Scq3o8pImvrsBp5T,69,not available
41,Hardcore High,4qX18Am6dJZg0ovgddL7w6,Juju,4sg4no0TXdsrM1s4SVUwNF,Bling Bling,7FUJDqWr0PvHJyIJeCsswA,67,not available
42,Rolex,38lQ7lYhN3eSWepnZHaiBF,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,CB6,0HSskTof4Pr4FZ5vVMY1Io,72,not available
43,Adriana,4G3gFk4oyvt8klQEVJBzea,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,Adriana,1BLoY0XQ3Yywsbk2Xkl6aT,80,https://p.scdn.co/mp3-preview/d226e48803dc42f4f264a6d9327fec44a944b50b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Nur ein Grund (feat. Jah Khalib),1t7cJh7t5O5pgwkjZJv8pq,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,Nur ein Grund (feat. Jah Khalib),7qcEskQXNPIdG7kYPOKJg5,20,not available
45,Marlboro Rot,4e6l3QGj4RZesjDLVqYk3H,Samra,6h1s4i4XKIYv4ErDelLDN0,Marlboro Rot,1CpbyS9rDSGFSvhSymcXip,70,not available
46,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",4Nip6oiJU24LqcUEi7u19S,KitschKrieg,5tHiL8SKSaZGMBUPIiSmX4,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",0IMYs1QnMk4KiNktHDsOEn,72,https://p.scdn.co/mp3-preview/6e71a6259f00baa4ac4ec9587bdc0c9bed4d22ff?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Cherry Lady,3r1cV21xPMkgCmxk8VqWOB,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,Cherry Lady,5TJHYApAQ36K9GaLsG8ZSz,32,not available
48,Summer Cem (feat. Luciano),3QIrkRSTz3yPd44HzN6qJr,Summer Cem,3drqpTL4sQOckmAfF9i1wg,Summer Cem (feat. Luciano),4dJJ3XCSgKkGqpe1OfQcwg,82,https://p.scdn.co/mp3-preview/d31dc9bf978bdd8f4237b91bbb000950e6e5c11f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Wie im Traum,3ld409h4DdrdPJzEdeU1WS,Ardian Bujupi,0pOruKWwgyqSLZhn4Xovs9,Wie im Traum,30GCBq8XDEQJu0rorVaR58,68,https://p.scdn.co/mp3-preview/3c14d2529076a6d475ac50f2a170691d14e46bc0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Cataleya,3MrTi2XjvQCZm8V1P1ryuR,Samra,6h1s4i4XKIYv4ErDelLDN0,Cataleya,4Wz5OTtTOHJLa3ZTH5aNLX,68,https://p.scdn.co/mp3-preview/1e0dae6297fe5eee51d714e635736c82e81672c4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
