The Scene,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
19,Steady Glow,7z0BWWSUAfK2nq59IAHAyf,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,43,https://p.scdn.co/mp3-preview/445202f9156e45d41ba81a76b196d7186c5e7eed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,In Violet,3L1n27XI8WzYZJIcXvsw5Z,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,53,not available
21,Clair,7hPogwNcXHMPrasiZ5Q9x3,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Clair,2StVchzr8RK5EEYwd1tn0n,38,https://p.scdn.co/mp3-preview/4f5667f1b2d3734126974038b43702f1ee8239b2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,I Really Wish I Hated You,6KWcq5p0wsz97N3eoRUSH6,blink-182,6FBDaR13swtiWwGhX1WQsP,NINE,4gARZz9eV7zbGbtOjhVTPF,73,https://p.scdn.co/mp3-preview/f876886c32a48c1646a532591e4c17e5d684642b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Pleasures,5ekE0YObbldEeDivc3fxy7,Seaway,0JXDwBs1sEp6UKoAP58UdF,Fresh Produce,4WWoHnK6aJKPPUiVrS9cnk,27,https://p.scdn.co/mp3-preview/77fa2927957b67ae2fd967c7853063e9589a45c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Paul Rutt,2FOze8JMbqxeJa8JHUCTvv,Wilmette,5LGLYHhrW7yPr4ubyBEJBq,Anxious Body,4wDSqJVJEVHlIWtz9U03rP,23,https://p.scdn.co/mp3-preview/e4ff9ed91825c577154e37534f6923edf033a647?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,"Heaven, We're Already Here",48Kt0Zugeset3zlvhLPJmz,The Maine,4o0pNHbyj36LPvukNqEug0,You Are OK,0DRUOQBsax8QLUVctbEIAT,26,not available
26,Satellite,0HvMOlz6XzIk8N8HB0Adq8,The Get Up Kids,54Bjxn26WsjfslQbNVtSCm,Problems,73ThcGjqsQuiNbzQuiEc70,18,https://p.scdn.co/mp3-preview/ce3522fcc0b8be02091f97e29bb53c77637cfeb2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,From The Outside,7fHfn8mvEYI57Pz9bMT3PG,Real Friends,6dEtLwgmSI0hmfwTSjy8cw,From The Outside,0kyY01XQw8dhBFFVIgGbUX,0,not available
28,Way Down,3yTMJDbmXKfZi0OW2g4193,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,47,https://p.scdn.co/mp3-preview/4bc965a8b0932b01cc9569c41b40972a3da72398?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Baby Blue,3W8kkKICWGoH413PLYUcGh,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,54,not available
30,Plus Ultra,5WLvGmjfyAEYCvFNsLon0i,Carousel Kings,2Dr2zHoPEuASW1kOODc5I2,Plus Ultra,4eKXJrrx1JkMeyv3b0YDfM,45,https://p.scdn.co/mp3-preview/a62b308a95862646703a7cbf96a3940f81cf66cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Back To You,5cA5uzhbAQ3P8ZRnyeCnGV,Our Last Night,00YTqRClk82aMchQQpYMd5,Back To You,1MWhybKgZUjJbarvNSBIim,57,https://p.scdn.co/mp3-preview/77519f75bf7e382804fe7350cd01b7d23ffdf02e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Artorias,2Wtxf69QyhLU9fswgoD6Hd,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,31,https://p.scdn.co/mp3-preview/48628c998feec50387a48e26b0f46dacd3db9102?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Moving Boxes,7lSqt09mk5hlzVWLzYIuWI,With Confidence,2PWXHVDEtObSmUrNhfPRav,Love and Loathing,07aGx2IErugtk4d7clL03j,58,https://p.scdn.co/mp3-preview/fbc4398a2a283516abdf7bfdad5cf753945280c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Carousel,12q0i0bpDwti8pIPtqO4yQ,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Carousel,6jkeginjmIxiNCDts3bltL,4,not available
35,Midnight Thoughts,0rJzsc89WVFLnFEeksmOZO,Set It Off,06bDwgCHeMAwhgI8il4Y5k,Midnight Thoughts,4ArNx4hVW0qUGlLORpmnnE,2,not available
36,Young & Dysfunctional,7srElKoNaMc56k1OdSIdUW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,The Extinction of Unicorns,0DUXij7CWyM2HQSk6RiwVK,39,https://p.scdn.co/mp3-preview/362d3e90e5614bd4586793be1d6b711945f08297?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Pillbox Hill,6fF8MC0N5q8bpcXnsj45Wy,Big Smile,6aRUlxUt0AIBeAkMVykgbM,Dependent,5Xxw0o24d4VYOwHmDovXmp,28,https://p.scdn.co/mp3-preview/428f8d3d0e269460f7125167f392d81c8ccd872c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Liquid (feat. John Floreani),4mTnrDYJsLnIiuR4RVAclQ,Boston Manor,4WjeQi9wm84lYTIWZ95QoM,Liquid,3v7gPd16D6HvzKYyctLhqO,32,https://p.scdn.co/mp3-preview/010104aaae29e1ec975aa7f3159dd00718fa2638?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Wish You the Best,2LF2RhjYE7ZfIaSvgWHNdo,Postcards from the Moon,6K53uT4BxL5zdWkvGVEEuL,Me Without You,0A05xHtZTusHAKHlw0pQCl,21,https://p.scdn.co/mp3-preview/553dda4bb1d09712e34d2d41d96a361644756bcd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Rosé by the Ocean,3nLbF7vHZtxJ8q31srhigl,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,46,https://p.scdn.co/mp3-preview/bf597d76b9741ea752d323e489a8957834f1a7c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,"House's Head, Wilson's Heart",0xdXYsxcvpcgkSwy8wGWMS,Stickup Kid,54ePTSLN5k7BMWG3SKEw1n,Soul Drive,0ewm87FpviLq8YWQdRSEVO,16,https://p.scdn.co/mp3-preview/b647673dd643d1181c46d213462c82fae4b72c90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Rust,0Nbu0dyCkrACyYjvNBAQZ2,Eat Your Heart Out,1Zj2DULoJ6vo0FZ2R8HM3i,Mind Games,3JxlzSM2oCtJtMYfEIB2Or,34,not available
43,Criminal,0CXQ2LNOcb6oJTWYEWKtyK,State Champs,1qqdO7xMptucPDMopsOdkr,Living Proof,1Qb73C8hC76e3R8udyit5I,52,https://p.scdn.co/mp3-preview/9a21a40546597395514be30caff8e31b02913dc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Dream Boy,2D9g5ehdnHMnnzO2npi9PG,Waterparks,3QaxveoTiMetZCMp1sftiu,Dream Boy,3DKbtLyzu1kGFSiaRWD9dC,59,https://p.scdn.co/mp3-preview/7d72b6af3e62724d2560e946d15c902b567ca3ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Alone with You,3jLj7HQNl4LXc9vNuwcFyw,In Her Own Words,3NBHNlkwYabSLvnisILPSI,Steady Glow,7xXGabh3KEE6qt7pk9iro3,50,https://p.scdn.co/mp3-preview/4a50be3081d68d44e5da019efb4938309ec49bbf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Stranger,66aathctmCH7jJ2BbDg4Fm,WVNDER,56LuTyFDFBgcq4hkc4XMu5,Nothing Stays,2yP06M3lbojJ7ihnjlSdX5,36,https://p.scdn.co/mp3-preview/fafc0e5030c4eea45de8d1cb58460ca1ba97a69b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Selfish,3oXmtjqeuOXl2YEOIWyOVV,My Body Sings Electric,54PmfP84VjNAyJTWX7OSMM,Selfish,5rZ4HiqySK7ozwWMdaao1o,19,https://p.scdn.co/mp3-preview/e3f52ccd4de8e6bc9a160c75e600b9e1d98d4296?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Young Ones,3KsfS2L6Li9S10ofZD37Yq,PLTS,0u0UpxbGCOvx73fRjlVrkg,Young Ones,2tZ6NJwMFJGQaMTGglrpIl,30,https://p.scdn.co/mp3-preview/1436dd1b2132ce632694ae48d0bd6b745519b2db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Games,4ZqMSKNyqpCphwABxY0Rz7,Lizzy Farrall,6ifpb96yDqUFuSIpM62FTa,Barbados - EP,6pkOxw5Oomob272mLqBnd8,10,https://p.scdn.co/mp3-preview/022de7725e142d6f203ca6bee34b263d60d3b78e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Cave In,7foB3FgACotzkH5hkWOOAS,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,Cave In,62qer7kVON5XSwZ3wd8W7B,48,https://p.scdn.co/mp3-preview/1196d9ab426c031898b86889efcb30def1639b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Skinny Dipping,7s7xOgct7HWsNjGO3YOtqt,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,Skinny Dipping,4xtHySb6XaNo8SLRgfpUSu,52,https://p.scdn.co/mp3-preview/fcbc0dbedff8e8b912ca6893fb25d6c0d3cfcdeb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,It's Okay to Be Me,1FSUopwsAbEf7GMmGcI3HR,"Sincerely, Me",1zzb0p4HHnAI0MsOWFMdR8,Half Empty,1yMVC1lUAGlniJkmyMyWex,32,https://p.scdn.co/mp3-preview/2b9e829ff78128167ea0307f048275a561521f86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,"Thanks, I Hate It",1DVPl37UU468V6RK8fMJPX,Simple Creatures,4svozL97Y6aqWeZNJPqvsL,"Thanks, I Hate It",5maB3BSB7Lo0ykXq0ihbSR,57,https://p.scdn.co/mp3-preview/be22306dab3f2ed53bb46f3cbf537486c2dd76cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Bad Heart,57Ky2Y8zqApk6Wz29Rt05c,Overgrow,0JF3phIHeUwu0WwMBGvegA,The Name We Share,6vW7iTJmX0pWVusTt7bOMk,21,https://p.scdn.co/mp3-preview/6b79bfe0013aa5e015c5d7360be40c85568008bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,YOUNG,2UDeohFStEDL4GAXm2Eqpn,Grayscale,6Xq9CIMYWK4RCrMVtfEOM0,Nella Vita,5j86yI68MjgZLKaYsL6Sd7,50,not available
56,The Stages of Grief,41Whh7hrQjZ11hkxCT3obF,Awaken I Am,3BwbgahlwovSpRfctWi8zY,The Beauty in Tragedy,4HvRbhqkXOqFEbFfxrKD2B,47,https://p.scdn.co/mp3-preview/610c5932e5d0c8734fb511891a589846f9c644cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Echoes,4b6fFrGqGEzE5vhrcUtjTJ,John Floreani,6melTVZFYp3m5UU72sIhdY,Echoes,0ENjKdafhEJ6oBZ63xk6Wa,37,https://p.scdn.co/mp3-preview/68817001e6c142c2e179a80ed0b32e9d40fbfaa2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Blue In the Dark,178W1K11wWHLzuRM0aaKTh,Bearings,0qpDBxRgLp6g0k2esJlUDn,Blue In the Dark,0bK34PAk9qgpVvZMbct5Wz,14,https://p.scdn.co/mp3-preview/c78d24cc3790ca168aa1cbaee9adf67fd10ff12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,No Cure,4X9zfw0vC8npHy6rlRWiWd,Sunsleeper,3KHHh4WVfyUa9ZwE63jdir,No Cure,2f8PtESjnAVCnIohsbYQcj,20,https://p.scdn.co/mp3-preview/491ea294dc996c7320db6951c9f3ae7a1c6b4f88?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Goddamn,5cY279FAGSoxdv4hXS9rcL,Never Loved,1UeJU7BqnukonK998GtqBb,Goddamn,5sMtDt5VelI2X0IWY3PBuF,34,https://p.scdn.co/mp3-preview/c11504b234325eef9a8650d07301d605aa1e61c1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Medicine,7EjQmae7fFXTXfQszaEewb,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,51,https://p.scdn.co/mp3-preview/126147df66fc03ed17c60c5bc5331b8181ef4358?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Kiss & Tell,2YZrjrLRMfGdyue73N6BLY,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,Kiss & Tell,1ACakLGeWspQA1SROEtr9X,63,https://p.scdn.co/mp3-preview/2f291dcb81074e3b8b25e9140bdeb7d73fc3d3c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Awful Truth,6f5XzjOhGFDILR4O65Uw6E,Woes,75l6n3i5Hmn8vCUZeMIM6F,Awful Truth,1MDn09AnqSFyuecD4MUn4L,30,https://p.scdn.co/mp3-preview/cee8067292306b03a1039b2a2c2413c5bf2365f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Gone,2c2E2N8xPNAVt5cXJvo4Ak,With Friends Like These,4nuaL8z7WtwpHxY48Lcfcz,Pop Culture,03EcmdV2NlxgtVrAOqmTxx,15,https://p.scdn.co/mp3-preview/9bd3fa3e90fccd4c88ee308c8527aa865aed74ca?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Burn It Down,21iym8UpADqnG2p5GrzHrb,Silverstein,1Tsag5J854qxeOo2apszug,Burn It Down,4CAwR5GCqpfDAHE85WsAqK,60,https://p.scdn.co/mp3-preview/4ac3eca068922dc6ba41072f2e92270f62e7f797?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Leave It All Behind,5J1tThACf3JLPc3cC1neEH,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,58,https://p.scdn.co/mp3-preview/589268fc4467e79c9e969f428d5ff1ded7b28065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6bWBLZLBRQEJ5KsLicouNB,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,I Think I'm OKAY (with YUNGBLUD & Travis Barker),6iGIjsBt4RJQFYlBBiNk39,60,not available
68,Upside Down,6trJelO46qKNUso5FtqgzG,The Story So Far,6meTcQ79DrfkIuSLPZkpBg,Upside Down,7HFSSWViGV3f6FvIY8evex,41,https://p.scdn.co/mp3-preview/346a351727071776eb0dbb21c1781591289771b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,I Don't Think I Live There Anymore,73HiWcZxgR2JKthCPdc8ur,ROAM,0q74f5UdR3j14Lis4AKKxq,Smile Wide,4cadqhi42JfMXBN8E8mBL5,42,https://p.scdn.co/mp3-preview/c41c38e842796baa132f604347d12559760199ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Heartbeat,0GTN1pUhCHBBC2nOKCtxFt,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,Heartbeat,58Jj06chZroknlToUAFtwp,31,https://p.scdn.co/mp3-preview/671ab94c09a84e27452c24467f6bd522d4377b75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Slow Decline,5cp8mYB5hLuObilaSEaaZ3,Decay,3ifyzut7ukOaKd3oQZS7S8,Slow Decline,0CuAfP45RJ9ILpt1nqSYW5,23,https://p.scdn.co/mp3-preview/441b9f8665ffdbecd3b49faa7a27cb2d7c0f9b65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Turbulent,2ZD4ORPQl85o5QPU3EsSXQ,Waterparks,3QaxveoTiMetZCMp1sftiu,Turbulent,7aF36Rk20Uk2UDbJJ0zY33,61,https://p.scdn.co/mp3-preview/75d8f5efe9cc98635ad0648b331a268457ea4ae4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,How It Feels to Be Lost,3A1jkLwsYjaH30J0v6oZCF,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,How It Feels to Be Lost,19BZXyyyJmxcCys5VDFOOB,61,https://p.scdn.co/mp3-preview/4700f7b9662315a664f113a4094ee49ad1ab8cde?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Vertebrae,5VKFzJzOInbZJnB8Pnxj1g,Tiny Moving Parts,5rJVTTK0ucAxQhkUc0nXbH,breathe,2F2RkJb7kGZitRS6C8O2XT,49,https://p.scdn.co/mp3-preview/799c246ba1bef412fb3417b4583e394629636161?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Send Her To Heaven,3HbablKHLbUEpn04GZiOWU,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,Send Her To Heaven,4kN0SVgy0MShWKWpurdkBi,58,https://p.scdn.co/mp3-preview/2c5ff4a36196fe3e0026c86bbad1f43397644354?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Hard to Breathe,5FSflvUaIY9F108oIFNg1e,Hawthorne Heights,126FigDBtqwS2YsOYMTPQe,Hard to Breathe,0CeoYDY9Pw0mGIePXZXQrA,23,https://p.scdn.co/mp3-preview/0cc599a76562409eacf7dbb4263123edcb4ee5a2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Rebel Girl,1EEt3kxO1yZSZd13DqvT8f,Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp,Rebel Girl,7lKVIu2Sl941CXlpzG5ibO,60,https://p.scdn.co/mp3-preview/2bea6183b409986f0e629be214fe8809741cf137?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,Bring Me Back To Life,3WfRxX5uM7RfgqLnzftK0g,The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,Mother Nature,5Mh4kAFfP8BXkhS6PAfx6H,44,https://p.scdn.co/mp3-preview/fc4d5520fe5eb347df6e3694ca0d04080d1488ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,These Streets,08Aw51tvt6ZXNiKACB9yGH,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,The Love Life,2rRq896YwSkRE72jHZMxDd,35,https://p.scdn.co/mp3-preview/b085cc75c461aaa5e978b86a6146eb940dc56f8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Try My Best,5oQZir2r4j8U9zAA57iMY5,Alone I Walk,15KhAhIzQCzIDNDq1QXAGc,The Hardest Years Yet,5E7poYFGzid178kNqDAuRW,15,https://p.scdn.co/mp3-preview/78fa01561803f7da8f8237455fef70cb665ad512?cid=fa83a2fec7c440b7a2795d600d6b2c7e
