All Out 90s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
12,Kiss Me,4pZ2aqPV39Gw3FuHrWKWnM,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Greatest Hits,3URghLWYuHoUwnzvfNnNn5,21,not available
13,"Baby, I Love Your Way",1Rvl8qsKJurfFTyWLBI9ib,Big Mountain,0Jeckitay8SbvKwqAzWuYH,The Best Of Big Mountain,4QHFXQLRwZx5122InHluo5,72,https://p.scdn.co/mp3-preview/2088ffea2a54124e1e4e5e195303251f401c796f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Hold On,4VZDv8sASBS8UruUBGTFdk,Wilson Phillips,1yMYjh77WgOVafRkI50mim,Wilson Phillips,1Xi55xFMaymXdSWshmxhw2,69,not available
15,No Matter What,6SLLoLPDg6XALqgCs9rBX3,Boyzone,6X9aYHnQ75YI8o08aoa0iS,Where We Belong,0tjhK9DQNlv4WdqBSb3Iri,18,not available
16,Bye Bye Bye,4r8lRYnoOGdEi6YyI5OC1o,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,No Strings Attached,5hMd4vAfSUT1cbYCnRUako,69,https://p.scdn.co/mp3-preview/9a712112b9a333e326ff46c93e83c4c9e17b8e80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Back for Good - Radio Mix,24fQpRwKFkC3Fe8QtvvrNw,Take That,1XgFuvRd7r5g0h844A5ZUQ,Nobody Else (Deluxe),5QnHvl0ne6yEhRGw3ajvFF,70,https://p.scdn.co/mp3-preview/8f9085faa29895e3eb68da902f2ba0d6ad180ddc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,Céline Dion,4S9EykWXhStSc15wEx8QFK,Falling Into You,55UPmpHLvZKGgTPUD1woES,47,not available
19,(I Can't Help) Falling In Love With You,7ojJ4XvqBhBcteM0zjMebT,UB40,69MEO1AADKg1IZrq2XLzo5,Promises And Lies,0B0RuH2PSWoEkIvi75xY5d,69,not available
20,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,Daydream,1ibYM4abQtSVQFQWvDSo4J,74,https://p.scdn.co/mp3-preview/b1e31095de6722f08830226adaeaf91d54654bc5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,Waking Up The Neighbours,6Rk2VghhfqeYrgKxS21eBh,75,not available
22,Quit Playing Games (With My Heart),10TwZnDyL3tfpwBV85Wevs,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,The New Best Of (All Hits & Remixes) 2016,39gSR80KryAcX955TARfGg,12,not available
23,I Swear,4WUnM4KNZ0kjp0CUeoyOnS,All-4-One,1B8ySGDAiXTCvnJNH4HSCG,All-4-One,4L5ZA0GukWNWjsk9b7HHDy,67,https://p.scdn.co/mp3-preview/4bbcac2464fbcb629b62186a9884e9caa402735f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,Annie Lennox,5MspMQqdVbdwP6ax3GXqum,Diva,33ImEB9taJ3Tie4APfTL7B,71,https://p.scdn.co/mp3-preview/5fd862611e0a7a205759183238c21f37b96ea4c5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,There She Goes,4c6vZqYHFur11FbWATIJ9P,The La's,47Z8LEl3LnQkcpva0xSthT,The La's,1djwiQ802xeU8Q45jv1b0x,69,not available
26,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD,Donna Lewis,2EfG2EoT8GFJrMiilbTVl2,Now In A Minute,1VzYTrtId9CgUTo7VQBFbL,71,https://p.scdn.co/mp3-preview/17a0534bdeee4390ec17bb17efcd1483780c82da?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Angels,1M2nd8jNUkkwrc1dgBPTJz,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,Life Thru A Lens,31Sx9uz9KqlvmX07Pvp0wN,74,not available
28,Sometimes,1UI0l2L66HJ9AtoEOlHzv4,Britney Spears,26dSoYclwsYLMAKD3tpOr4,...Baby One More Time (Digital Deluxe Version),3WNxdumkSMGMJRhEgK80qx,70,https://p.scdn.co/mp3-preview/66534231ccdd99619485b6ea4fa90987322dd812?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,MMMBop - Single Version,4PgPnzbAgjCQ2eA6YAWcUw,Hanson,0SdiiPkr02EUdekHZJkt58,Guilty Pleasures (International Version),2F3jGeVC9Oua9omnR6Uoi8,18,not available
30,Iris,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,Dizzy up the Girl,4UMjBXcRqIgMZ1XumU2x5T,78,https://p.scdn.co/mp3-preview/0e87ade9fa869e31b3c32115c2c10ee8fa522c81?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,"It Must Have Been Love - From ""Pretty Woman""",6kvoHl80mfCVTv7XnZkjQn,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,It Must Have Been Love,3dWX1xFUaalRlaaVpe4EPF,72,https://p.scdn.co/mp3-preview/a76b97080dee3bd95b1fb99b592910c976fd55f3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Out Of Reach,0HKD13PLq2WicViBBhSrOl,Gabrielle,7rftfGIYEeZ79sLb58ZBDi,Rise,2KOwfgyufhsAO3Qaycw7sX,67,not available
33,Truly Madly Deeply,69hwHdKl4Y1HusAutt3W6q,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,Savage Garden,73I6LRyJDx4scO2zlMqR8m,22,not available
34,To Be With You,0Yi128S6QgQDnAKg5A0OZw,Mr. Big,5OfhOoKunSnuubxxRML8J3,Deep Cuts: The Best Of The Ballads,0DYLNt604AgwFMQhK3HNLR,25,not available
35,Friday I'm In Love,1Ab3miDy9TBJskMFlkiB5Z,The Cure,7bu3H8JO7d0UbMoVzbo70s,Greatest Hits,205LG0IrbaOolKboMwffiV,44,not available
36,No Scrubs,1KGi9sZVMeszgZOWivFpxs,TLC,0TImkz4nPqjegtVSMZnMRq,Fanmail,1CvjjpvqVMoyprsf74bpYW,81,https://p.scdn.co/mp3-preview/69daa711bddd8fe7aa9acf17106ca85cf1ccfa14?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Torn,3APayTEWiUl9Ssep4BOXR2,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,Glorious: The Singles 97-07,5snQakFpbHsJmrAvhgeuHX,69,https://p.scdn.co/mp3-preview/79a104cf03840992b9de684636ef0cc0ef98b018?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,I'll Be There (feat. Trey Lorenz),2fXNIyzcOjc5Otknzsfi2O,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,#1 to Infinity,3FSCbVL6dGzqkHwn7LYqxK,48,https://p.scdn.co/mp3-preview/641fc8174dbf57bf2d542e6b55d987fe95f7c5d5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,I Knew I Loved You,68K0qD0VDqdm0eWXsGqnvM,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,Truly Madly Completely - The Best of Savage Garden,5S4ycMpNlcTpLaO7u6mkkb,65,https://p.scdn.co/mp3-preview/965b8f7cc527e004ef663b3d55a63d3bba052ebc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,A Whole New World (Aladdin's Theme),7fLkHVJAJLENmSvhrEHZxV,Peabo Bryson,49iKbKGqgn8OESkW5WduX0,Aladdin (Original Motion Picture Soundtrack),29EiOQJnxWlX5nVOWQpu3u,52,not available
41,Breakfast At Tiffany's,3GpdNg7Krt9vjc6tgDoKe1,Deep Blue Something,5N5RfI8FFXk4WQ8kkjE407,Home,0f3MAWN7G0RtC7UT6lj6x9,69,not available
42,"Baby, Baby",3IDsegNBHC4pjGCOMTQYlU,Amy Grant,72Nhcx7prNk2ZCxhx0Y5es,Heart In Motion,6YbWlg2x8aIHASDTunWF8H,63,not available
43,Wonderwall - Remastered,5wj4E6IsrVtn8IBJQOd0Cl,Oasis,2DaxqgrOhkeH0fpeiQq2f4,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],6ozp33PI3p9AdddB6ZL3xQ,74,https://p.scdn.co/mp3-preview/658627c1c2fb5f9a89ce556ead028b7cebd297c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Sweetest Thing - The Single Mix,4AOuWMwBYlZ96c07ye2w27,U2,51Blml2LZPmy7TTiAg47vQ,The Best Of 1980 - 1990,63H9TkIAOEmgFAIlhLcBHb,14,not available
45,"Love Is All Around - From ""Four Weddings And A Funeral""",2DZ0asZUifcas2aTEi3SrZ,Wet Wet Wet,2u0gw0uCWBMiqV7h0N8kai,End Of Part One (Their Greatest Hits),05V9FJZOsE498ehrRqt0qk,45,not available
46,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,Hootie & The Blowfish,08ct2eZF5lUPdJpHwNKWof,Cracked Rear View,5AYmpTfdv1OoASUJ5rZB7K,70,https://p.scdn.co/mp3-preview/26646342adf596713462ac6eba52a61340df467c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Come on over Baby (All I Want Is You) - Radio Version,7A0apkTSTvMbSI7yplcmlh,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera (Expanded Edition),6fpPZS13ImRVpr7Tqs6yP9,65,https://p.scdn.co/mp3-preview/3e157a2bc80b66474fe111ded3a7dec6a68a0160?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Don't Look Back in Anger,698mT3CTx8JEnp7twwJrGG,Oasis,2DaxqgrOhkeH0fpeiQq2f4,(What's the Story) Morning Glory,5NCJ52G67LVp5elc367Sjs,57,https://p.scdn.co/mp3-preview/8d5ecd081b86c19a0189462c2222687088a15ed1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Hero,4FCb4CUbFCMNRkI6lYc1zI,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,Music Box,2NKxb7pk04CuZab5udkGUl,73,https://p.scdn.co/mp3-preview/cc03494b6954237706d6f2ac7b9ce189014f840a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Never Ever,7ziHnshbknkpFLDW5yGBjO,All Saints,5TDVKqW9uhqGjwwwKGuma4,All Saints,73aw7T2ZpoDvcPe2uSlWxF,62,https://p.scdn.co/mp3-preview/a07f748e73d7d37cc364713747fb9c004e33778b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,It's Gonna Be Me,35zGjsxI020C2NPKp2fzS7,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,No Strings Attached,5hMd4vAfSUT1cbYCnRUako,65,https://p.scdn.co/mp3-preview/8d77d3139230f7aa3f9d1250d3c2290af35ad73b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,All My Life,5GorFaKkP2mLREQvhSblIg,K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,Love Always,5cmtcMzuUZq8vxS5T7NVPu,73,not available
53,Bed Of Roses,1zng9uqqXoPkmU05nsAlsw,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Keep The Faith,2FbviTPUjgJJUxsGM1sGDq,74,not available
54,Amazed,5oQx6XZyrOOkGbme8DA9GO,Lonestar,3qbnxnvUqR14MJ9g8QwZJK,16 Biggest Hits,2JZvVC4RftWDbyhEFfpATZ,61,https://p.scdn.co/mp3-preview/2aa5edf85faa02576576b5d2464fee5c4480ec25?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Armageddon - The Album,4f7HKjBnjpMsDBDTHYV890,77,https://p.scdn.co/mp3-preview/cb807aca1786ce663e5b533a17508df7ece2544a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,What Can I Do,4rvT5iZVOCJeXZrDvy6JFK,The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,Talk On Corners,1z8ikMQ0VmMJDPmeiKY3o5,64,https://p.scdn.co/mp3-preview/e7f09f21f29504ef8f3bb2a4fa1617ea0e9710d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Together Again,1GrikfH0jDejDvrxo84n4P,Janet Jackson,4qwGe91Bz9K2T8jXTZ815W,The Velvet Rope,6ZANEjETQ9L9pjBuvOAhCQ,69,not available
58,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,George Michael,19ra5tSw0tWufvUp8GotLo,Ladies And Gentlemen... The Best Of George Michael,3coLNlyStg9h7f8CZ103Rl,61,https://p.scdn.co/mp3-preview/5b030d6dd95a91096f8d5bbe84a9eef1af25a3ee?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Say You'll Be There,1yTQ39my3MoNROlFw3RDNy,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,Spice,3x2jF7blR6bFHtk4MccsyJ,67,not available
60,Say My Name,2gSyc23Hua25fqSFpgAh6W,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,The Writing's On The Wall,78r5vrR1Wf60JPgFQ1drwr,69,https://p.scdn.co/mp3-preview/02ee79550a6b38fc7e9f7df1e521ae639b1e2c23?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,The Shoop Shoop Song (It's In His Kiss),1F93GMRPvmWpVP970SzjpH,Cher,72OaDtakiy6yFqkt4TsiFt,Love Hurts (UK Mid Price),4Zzx7tVCCHj0rufZPXsrhr,18,not available
62,More Than Words,1gVgkQFOKa8Wc1HYsJtPdH,Extreme,6w7j5wQ5AI5OQYlcM15s2L,Extreme II - Pornograffitti,7DKHQxJTI32UyCdDdGwvRC,69,not available
63,I'll Make Love To You,7dfl9X38RhIvB3oSmmneq3,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,II,1DjxZpmeR9Dzu9tF4J44S7,69,not available
64,Dreams,4rV3AYCf4BBBCkIpyLPwUP,Gabrielle,7rftfGIYEeZ79sLb58ZBDi,Find Your Way,3G14jXmb8ul7FmkRnPZooj,65,not available
65,The Power of Love,5kK1Iru9ogP3Iy1zsANU1n,Céline Dion,4S9EykWXhStSc15wEx8QFK,The Colour Of My Love,6Po5zdKMIH5Xk99vjXyQpC,69,https://p.scdn.co/mp3-preview/bce7d1240e267319941f41cf7e260f453d240d39?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears,26dSoYclwsYLMAKD3tpOr4,...Baby One More Time (Digital Deluxe Version),3WNxdumkSMGMJRhEgK80qx,77,https://p.scdn.co/mp3-preview/da2134a161f1cb34d17c2d6d7e77cc93d1c1e6f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,"Show Me Heaven - From ""Days Of Thunder""",7vOhmiURT3Bv8iFeNxw7Oh,Maria McKee,30GIF9g2UJ1ifn45kSMTFf,Ultimate Collection: Maria McKee,5x7nIDj7mL0iyWuDOsZBye,48,not available
68,Ironic,4oGTdOClZUxcM2H3UmXlwL,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,Jagged Little Pill,09AwlP99cHfKVNKv4FC8VW,59,https://p.scdn.co/mp3-preview/457d1a134a7a8174f5fa52f2d2b82c6927acb7aa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Relight My Fire (feat. Lulu) - Radio Version,1EflNuGtIko1YjBAmbZAQr,Take That,1XgFuvRd7r5g0h844A5ZUQ,Everything Changes,602GFhC2XWPK8WeeaTUysX,62,https://p.scdn.co/mp3-preview/5e841de56b0c0edbb7ad38f160dc490c737c7e1c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Mysterious Girl - Radio Edit,3GCpEbJzknVdpvx9WI03x3,Peter Andre,4zVfvSWs6FvSD6B5lQGs2S,The Long Road Back,5SzHkxYKPIK4LcGaJrgnNU,65,https://p.scdn.co/mp3-preview/8e2ca5ef08d7f07ff643b0dc58614201b6627034?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Stars,75CgD6l7K4qMzZrn4CbZqz,Simply Red,1fa0cOhromAZdq2xRA4vv8,Stars Collectors Edition,2WOo1KEogmN7MdDMjVCusC,71,https://p.scdn.co/mp3-preview/3b889a8a0224fdd82021e7226e51fdcaa572413e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,I Love Your Smile,69mFxANpGyq9s69LqH3d9G,Shanice,0Ttph0pOZiPNTD3y2wUUb6,Inner Child,3O1AUjaFcoauFoI10ZZJxi,61,not available
73,I Will Always Love You - Film Version,6XQz4HwNIQZ652JFa7putY,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,I Wish You Love: More From The Bodyguard,3qEUTNGTeDXwYwSl3v2hNV,59,https://p.scdn.co/mp3-preview/683b088d380973cbee3b4034472210d621415a28?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,Cooleyhighharmony (Bonus Tracks Version),3jknvlUSe6D9Oyn2E3JBLO,73,not available
75,When the Heartache Is Over,0coFccPox52uxHy3cdLhBr,Tina Turner,1zuJe6b1roixEKMOtyrEak,Twenty Four Seven,4cJ5qo8hbiK3Tmign9vzUh,59,https://p.scdn.co/mp3-preview/cd7588ac291823b09960f124a70da4b514f5f829?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Freedom! '90 - Remastered,3tyTt5pEWblt96j1HsXiV5,George Michael,19ra5tSw0tWufvUp8GotLo,Listen Without Prejudice / MTV Unplugged (Deluxe),0ZeOyoJHPD6czbTPAT9Qaj,69,https://p.scdn.co/mp3-preview/412a31c96267ab9b92c3903a0662ace4111ea70a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,I'd Do Anything For Love (But I Won't Do That) - Single Edit,391CwgcBxvUHmEKda2b5In,Meat Loaf,7dnB1wSxbYa8CejeVg98hz,Bat Out Of Hell II: Back Into Hell,2frbTcZJoMRuAbeXpuOx0Z,60,not available
78,High,7zB3ZhA5v33pA4rCdKKGqq,Lighthouse Family,6edGSAX5dVpeJVwu1Q0NwJ,Postcards From Heaven,1Pl9C2X0IiwBUyRqAwpbV1,42,not available
79,Have You Ever - Radio Edit,1jisR33Bck5thSyt75iR2c,Brandy,05oH07COxkXKIMt6mIPRee,The Best Of Brandy,2W8fU1wJz9sGDmwMBcQBRX,51,https://p.scdn.co/mp3-preview/b12653a6bf6d72671ac741ccf641d9ab5b15c28c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,She's so High,7mnGQesk1TzQLzQ9bYWZPR,Tal Bachman,3KEb1kbIZN5jumsjFEWgSW,Tal Bachman,3v17hBg9lx5vdJQ8Dfr6OD,73,https://p.scdn.co/mp3-preview/4554c4f666f713acc1508fdd8f24c709f21e5fe8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
81,3AM,5vYA1mW9g2Coh1HUFUSmlb,Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,Yourself Or Someone Like You,4vUXTcKz7tXxrNl84meN6i,70,https://p.scdn.co/mp3-preview/cb68c9ae8925bb3fc45544e5f21de17df18b957d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
82,Let Me Entertain You,0SLtqCrXBRrnkxSOMA3X4W,Robbie Williams,2HcwFjNelS49kFbfvMxQYw,Life Thru A Lens,31Sx9uz9KqlvmX07Pvp0wN,68,not available
83,There She Goes,43z6scIZU2QcEieMQFAJRG,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None the Richer,0PrcwzkQVEy4y6JPvT5bix,66,https://p.scdn.co/mp3-preview/305372e9134c12fb7eb2cbb11995d3df7d655cf7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
84,Please Forgive Me,7fpBtc7p3hFrEbDVc32ltY,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,The Best Of Me,4kbE34G5bxaxwuCqz0NEw4,21,not available
85,Linger,0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,"Everybody Else Is Doing It, So Why Can't We?",0AP5O47kJWlaKVnnybKvQI,76,not available
86,Weather With You,6tXnRSvuNgOq4QcxpIN54r,Crowded House,7ohlPA8dRBtCf92zaZCaaB,Woodface,1QSoW668F9DVj8Rk9azF7h,70,not available
87,Moving on Up,6vGW3d8X48CBaLdU0PQbey,M People,3lcbKPLl0ci2mKRdcP5Etf,The Best Of M People,1AUt6QIAn6HmaNhTCmKQ1D,62,https://p.scdn.co/mp3-preview/def736c0de85efef17079921dea18222c0f9c5fc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
88,Waterfalls,6qspW4YKycviDFjHBOaqUY,TLC,0TImkz4nPqjegtVSMZnMRq,Crazysexycool,5eg56dCpFn32neJak2vk0f,73,https://p.scdn.co/mp3-preview/0d6910587f1e6081f7016d8bc2ec7ab94cf5f0fe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
89,Who Do You Think You Are,1jI1aLmm5HTwiMtvsbwDJw,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,Spice,3x2jF7blR6bFHtk4MccsyJ,64,not available
90,Circle Of Life - Remastered,1t055EdeL1r5DfORFy0UXX,Elton John,3PhoLpVuITZKcymswpck5b,Diamonds (Deluxe),1uzIyRT1QxDx4fMIX0UiAE,45,not available
