All Out 50s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
22,That's Amore,2viNxee3uNcVXrXvwAUVir,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,Forever in Love,5G0DaDS3kbsDulknFND6eo,8,not available
23,Blue Moon - 2004 Remaster,39hE7MMHFjYsqv7zwhR6LD,The Marcels,1JQYskbOoudT9cylam24a3,The Very Best Of The Marcels,3C7NfD2eij939ZtxhoRjLq,46,https://p.scdn.co/mp3-preview/ef8fb09d396efe182a2db27d18aa6b09b0e99b04?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Breaking Up Is Hard to Do,7utoClKnLShFg6u6dZ20gp,Neil Sedaka,5N6GwJzOcOY5kv8p0NjhYL,Collections,7s1t3zA17RfNVhMYv2v52o,54,https://p.scdn.co/mp3-preview/615c303c30f5fc61255d856d316ce955e16bb41c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,61,https://p.scdn.co/mp3-preview/8a379079e4bd03c72cc847ec1ea58f0a332d16ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,The Locomotion,53UXqZaarqFPAFEy7dT1m1,Little Eva,4S76LQXJD6N2uPcLhKejG8,Playlist: The Best Of Little Eva,4hiDQjQltfdWHqAdiQqe7n,55,https://p.scdn.co/mp3-preview/5e27bdc0f5a4cab8f5e75cc9c83f7979c49d651f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Mack the Knife,3E5ndyOfO6vFDEIE42HA8o,Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,That's All,5MsJK0kqiYIJDmd3cjkGMn,61,https://p.scdn.co/mp3-preview/e8b0f9dfca9fd213711a72271025bcb8014e4a13?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,True Love Ways,7KW8zYlJwFieEHMgMresJN,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,The Very Best Of Buddy Holly,4ufhEXGkugwUgZ2fOHx5ts,8,not available
29,One Fine Day,6vcG9EgeqJUSmmF65lxUm6,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,The Chiffons Absolutetly The Best!,1WvYZcG9v3WzzNNkwpreGq,63,not available
30,Do Wah Diddy Diddy - 1997 Remastered Version,5kWobkGc1McvhM4LzWyJO3,Manfred Mann,5670CyWrIOA7702gNjsGMZ,At Abbey Road,4Iizap6rgpM8EWv8FW8b0b,12,not available
31,Crazy - Single Version,5SAQzOl4teRowjStrY3pjw,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,Dreamboats & Petticoats Presents: Petticoat Collection (Warner Version),6vvUqcQ7KAqvet9FQlIgJy,7,not available
32,"Que Sera, Sera (Whatever Will Be, Will Be)",0CozDlSNCJObj8Jqeq71sh,Doris Day,3ESG6pj6a0LvUKklENalT6,Superstar Files (75 Original Recordings),2F9ElsNy5OyR08AJFRITYv,8,not available
33,Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,Fats Domino,09C0xjtosNAIXP36wTnWxd,Fats Domino Swings,3vte37u7rIAmMZJwNyJSjf,57,not available
34,Diana,4chlGZQX5uPYpRLp3NezmX,Paul Anka,7ceUfdWq2t5nbatS6ollHh,Put Your Head On My Shoulder: The Very Best Of Paul Anka,75zBkbUSaFzpyPa1mBDjON,52,https://p.scdn.co/mp3-preview/552f07cb0f0e4c3b61cab6537048ed181361284a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Tennessee Waltz,7t8Tzd9FqVz2asFMCL0HpZ,Patti Page,4nZN9kln8toEzOifhWG2uF,Rockin' Gals Of The 1950's,27lZJLd8V0j7jQdmQ7ZNx4,4,not available
36,Then He Kissed Me,7jeOETwLUP84mPQzxlD5nh,The Crystals,7rewR1TVjhisjI6gauUamf,Da Doo Ron Ron: The Very Best of The Crystals,11ho9FxQbJjMbQn1P1yWpm,59,https://p.scdn.co/mp3-preview/bbfeaeb4d024a9a15366d8c0a39024d0ed7e7f3f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Unchained Melody,0kjR2WOZOUVO33MBrEtKkn,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,The Essential Collection,3JyLurttPB5NgQ0WRnhnkK,33,not available
38,A Teenager In Love,0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,2loYllWFfoWpoxC5YrJKc4,Presenting Dion And The Belmonts,6z1hD32vUCvJZVjVZMv7el,62,not available
39,Rave On,7jPKMlLGZAMnGntHaFeU12,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,The Very Best Of Buddy Holly,4ufhEXGkugwUgZ2fOHx5ts,8,not available
40,Sherry,0NpvdCO506uO58D4AbKzki,Frankie Valli & The Four Seasons,6mcrZQmgzFGRWf7C0SObou,The Very Best of Frankie Valli & The 4 Seasons,0NUEQILaBzavnzcMEs4buZ,59,https://p.scdn.co/mp3-preview/3d1e5ad6cca790e85e25396adc39d5506c2bc2ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,He'll Have to Go,7DH5dXVuQaqcKf9oTy9oUN,Jim Reeves,2Ev0e8GUIX4u7d9etNLTXg,The Essential Jim Reeves,158F4r9awKr4bs7X5E49JA,55,https://p.scdn.co/mp3-preview/c0a9bc3dfd30c45748f7acc2e6f19290f0402abd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Stupid Cupid,71uRTq9mNhaSMbrry5nIC3,Connie Francis,3EY5DxGdy7x4GelivOjS2Q,The Very Best Of Connie Francis - Connie 21 Biggest Hits,4Y0FGsHJJbexHT2LPzUGFU,8,not available
43,Heartbreak Hotel,6xNwKNYZcvgV3XTIwsgNio,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,64,https://p.scdn.co/mp3-preview/f57b3ba45451dabdf48d825a21880525a1c06b30?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,It Doesn't Matter Anymore,7KGbqCYWaXdJxhsuilkcwF,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,20 Golden Greats: Buddy Holly Lives,3oU3OPTKI0JfsVunkeODJE,4,not available
45,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini (Bonus Track),7vxdcpE3MZjoy6YORh5sTD,Brian Hyland,6YROFUbu5zRCHi2xkir5pk,Let Me Belong To You (Expanded Edition),4b8FFA2mCSJvRYgtwizUmy,5,not available
46,Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,The Platters,6KWcxMWVNVIYbdOQyJtsSy,Remember When?,3hf24dCfmmDihusVyBLliZ,62,not available
47,Please Mr. Postman,5Z0Gjyykj0o7qpFrMVBUk2,The Marvelettes,0MponVSpW81oLvJZ53vYZH,Because I Love Him,4KtmpO75zMHm4OGWuYGTzR,5,not available
48,Jambalaya (On The Bayou),1slMt4LizkO9dVcMZItJ1O,Fats Domino,09C0xjtosNAIXP36wTnWxd,The Best Of Fats Domino,0aJTqumjo0IA5saTW58Xzm,8,not available
49,Everyday - Single Version,6qfIne1xNg5GDcmg73x0N8,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,Buddy Holly,5XWRJhJ3Uc5ndutOMtjSkf,10,not available
50,Great Balls Of Fire,3YmELj8vHY6mKIzphgtQlM,Jerry Lee Lewis,2zyz0VJqrDXeFDIyrfVXSo,The Complete 1950's Masters - Jerry Lee Lewis,6msW9XLguF1wBVT0TyroP8,8,not available
51,Big Girls Don't Cry,3VPJVon5HEa2VGZC62RJfW,Frankie Valli & The Four Seasons,6mcrZQmgzFGRWf7C0SObou,The Very Best of Frankie Valli & The 4 Seasons,0NUEQILaBzavnzcMEs4buZ,53,https://p.scdn.co/mp3-preview/f1dcb7e6263928fca20e7b3fca3d4cb041e4b46f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Summertime Blues,1ZWIQXfAquWtLDK5aOUczS,Eddie Cochran,1p0t3JtUTayV2wb1RGN9mO,12 Of His Biggest Hits,4URqXxoj7ZPdqxVxVwiHoe,9,not available
53,Runaround Sue,1DndHckdH9m5rp6gYP086b,Dion,15FyiY3ChN0QRspHIQYq0W,Runaround Sue,20vUqyMzF8fgQhkdLdtzi7,65,not available
54,Oh Boy!,6RTkXVzvqdRRynfQFE3Wwx,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,Not Fade Away: The Complete Studio Recordings And More,38lTdi7js07ez2i7252Uha,5,not available
55,Put Your Head On My Shoulder,2DpJ9T2RVRanZcYFHKOAfA,Paul Anka,7ceUfdWq2t5nbatS6ollHh,Put Your Head On My Shoulder: The Very Best Of Paul Anka,75zBkbUSaFzpyPa1mBDjON,72,https://p.scdn.co/mp3-preview/8e53f4c7323a033e23cc05dd67211c165c0258c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,Songs For Swingin' Lovers! (Remastered),4kca7vXd1Wo5GE2DMafvMc,66,not available
57,You Send Me,7fPOOCejoBt3dIm6UcEdm8,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,2y8HUdUGjoCEVhJtivTPjC,6,not available
58,Hound Dog,64Ny7djQ6rNJspquof2KoX,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,70,https://p.scdn.co/mp3-preview/f683997c027a50649aa3b6c627cd67bd1a9364f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Dream A Little Dream Of Me,3vFVS2WYHDG4KkWCNecvpn,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,Ella & Friends,5PwtIbLxUKAgPU05eqT6ja,8,not available
60,"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",50meIWPMuhYgQSXfSsUvtI,The Spaniels,0EkpTQlDjByRT3m4wOsr4P,The Very Best of the Spaniels,1EmuK9fr4cSt3hys4l1Uha,46,https://p.scdn.co/mp3-preview/9b42b1cc81d9a440a35c0a621827996fb39a6944?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,I've Got You Under My Skin,1hSlBR0fAUCyB7jNtztE1s,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,Ultimate Sinatra,0Cx7IYEdG2T70z9xFknhDT,9,not available
62,Tell Laura I Love Her,3ic8Aie35Q7XuzmODprc0Y,Ray Peterson,7BDI9Iqt24gl4RGdS6hWs9,Goodnight My Love,42FHlMA9rY1J5AVfQ7No14,43,https://p.scdn.co/mp3-preview/35d5061a22e4ae383abecc552983b9435e61e51f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Personality,61V6mV68gSNKaYPx672x4T,Lloyd Price,3iOE5ItEv5xr9fmKi7GNh2,Mr. ''Personality'' (Original Album Plus Bonus Tracks),3k8pcEhRuvejonSRZWXgWj,37,https://p.scdn.co/mp3-preview/aa187ec4e16d0f290e577422dd4e47b22691c9af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Only You (And You Alone),66D7zHfeW0frszhjR9ewZ1,The Platters,6KWcxMWVNVIYbdOQyJtsSy,The Best Of The Platters,48VpGQRP9z2Nhw2iq1uyaN,7,not available
65,Tammy,3S5SBuukng1nPQaKdh0jki,Debbie Reynolds,4Zf0pLGYwNB86Y97kisvkn,True 50's love,1bYAKB9rFvAJNwR7XDyN5Y,3,not available
66,I Left My Heart In San Francisco,3nr6QXimwd9K4hpuFdgr6N,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,The Definitive 60's (sixties),4B5tAsWRbuik1yAOzdZcuX,5,not available
67,"You're Sixteen, You're Beautiful (And You're Mine)",3BS7w8YLPtEgon7Ioujcsz,Johnny Burnette,3PrFCybHMqrcPls31JxoIl,Johnny Burnette's Hits And Other Favorites,0cI6nOxHCXbkbVH9BPcI14,2,not available
68,"Shake, Rattle And Roll - Single Version",2JoXjemDQe0fSmk26CpfrP,Bill Haley & His Comets,3MFp4cYuYtTZe3d3xkLLbr,Bill Haley's Greatest Hits,6dbK5OGjpXh6TxgLLyAtlV,51,not available
69,Da Doo Ron Ron (When He Walked Me Home),0fonScmHUzC0MglSLn9saA,The Crystals,7rewR1TVjhisjI6gauUamf,Da Doo Ron Ron: The Very Best of The Crystals,11ho9FxQbJjMbQn1P1yWpm,56,https://p.scdn.co/mp3-preview/8bb1c8436e969f5eba1d616854b2a3b687c65376?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Unforgettable,5h1mm1R9Jy531CbvptILX7,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,The Unforgettable Nat King Cole (Remastered),4GTwzXDzczrmF67glcuNxt,15,not available
71,Surf City - Remastered 1990 / Stereo Remix,4ZzXPeOfMXk0iKNQGdlzDq,Jan & Dean,0pqGj6vO9YHsXuZmaJaP2Y,Surf City: The Best Of Jan & Dean,1q3jhhU1DSw1zNAoeyhCsE,53,not available
72,Sh-Boom - Single Version,5TiUTAPurormiQX9gE0CAQ,The Chords,3xXSg1WJPGJuNjQV0REAzk,Atlantic 60th: At The Hop,6LFNpN228ffJyxBHQx1a9H,54,https://p.scdn.co/mp3-preview/210e9f44dc36bf6d4e50ea1391cb6c0b40290969?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,(We're Gonna) Rock Around The Clock - Single Version,5PZf7EZr7GfkOAgeEcsqPa,Bill Haley & His Comets,3MFp4cYuYtTZe3d3xkLLbr,Bill Haley's Greatest Hits,6dbK5OGjpXh6TxgLLyAtlV,51,not available
74,Blue Suede Shoes,47gmoUrZV3w20JAnQOZMcO,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,7GXP5OhYyPVLmcVfO9Iqin,63,https://p.scdn.co/mp3-preview/cd57814726943052ca66e279a3fe23cf9cbfbd93?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Volare (Nel Blu Di Pinto Di Blu) - Remastered,5OkKOkdVTKFrYi6GWXkMzR,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,This Is Dean Martin,7dfnxOYh1XR9AKqCcGckGX,64,not available
