Merge 2013,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,5,mergerecordsofficial
1,Jean's Waving,7ctXFNKyav1v3J6EOtPil2,Amor de Días,306Jj9bIEI4L2Pog71TrhB,The House at Sea (Bonus Track Version),4qf2c12XxUy4cZI1LgBQbK,10,https://p.scdn.co/mp3-preview/f49dd265dfaf6b42c363f11f59291572c6dfb758?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,The House at Sea,5vLe2f4nHpJvGGyYOO6nan,Amor de Días,306Jj9bIEI4L2Pog71TrhB,The House at Sea (Bonus Track Version),4qf2c12XxUy4cZI1LgBQbK,4,https://p.scdn.co/mp3-preview/5358a60a8f03ab7488a579f88dfe8a0079968fb1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,Viento del mar,3Mr73g7NTBP6epcNfLLveI,Amor de Días,306Jj9bIEI4L2Pog71TrhB,The House at Sea (Bonus Track Version),4qf2c12XxUy4cZI1LgBQbK,8,https://p.scdn.co/mp3-preview/7467c45aecbe7091828a62ad83e85170f1c06f0c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,Horse Down,5BzahEnlZOVvikczSdkdtp,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,Eight,0zRQtLtJHhxtctQ1t35srB,2,https://p.scdn.co/mp3-preview/c5b215eaebd4ece4993dcb12f9c5dae050189b01?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,If We Were Banished,3K3Vim4CX5lpzbUgxPpkC7,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,Eight,0zRQtLtJHhxtctQ1t35srB,4,https://p.scdn.co/mp3-preview/ac8002ee84c5fc05de18776f4f9746beacce4a1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,House of Mirrors,6dCo4MLZ7c66HUN770yEC0,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,Eight,0zRQtLtJHhxtctQ1t35srB,1,https://p.scdn.co/mp3-preview/46f4243409cfe571c540ddf21643e34ebdd6d165?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,Walking in Your Footsteps,7EGYl1z48Skg7H7QVYdu4w,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Walking in Your Footsteps / W.I.Y.F. (Dust Into Diamonds) - Single,7KZ3aSpsPKH4Dt7ZIapz43,6,https://p.scdn.co/mp3-preview/55fef6041874e8142ad9f7ffef6e7023a346546d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,W.I.Y.F. (Dust Into Diamonds),6VFthGjpfaRaiG9y6X1e2O,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Walking in Your Footsteps / W.I.Y.F. (Dust Into Diamonds) - Single,7KZ3aSpsPKH4Dt7ZIapz43,9,https://p.scdn.co/mp3-preview/5d776fb66fa1a1988781a51a5b65bb43cc65bd98?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,Sugar,4pZ1Bn6mD1TMwkF7L1LN8j,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Optica (Bonus Track Version),1KicDYXZH0j2bPCWCTWQ4O,19,https://p.scdn.co/mp3-preview/2d1c080ec8fafd2f3137a392963c3aa09c61f019?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Illusions,2IWrMpJi3Om3MexLwcNUXf,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Optica (Bonus Track Version),1KicDYXZH0j2bPCWCTWQ4O,19,https://p.scdn.co/mp3-preview/6712601e79ce3c5aa30a5248b5f18fc965607a46?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,14th of July,6odnV4qM5z3xsEvmstsZOv,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Optica (Bonus Track Version),1KicDYXZH0j2bPCWCTWQ4O,16,https://p.scdn.co/mp3-preview/7943382a47e369f213c170d8fccc9322df420b55?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Bright Light,7MgC5cyGvK3SOwZKGi0Vv4,Mount Moriah,0NIClyUOoNPl2GQouxBYH7,Miracle Temple,56815EJbq3bmoYtcoDP695,11,https://p.scdn.co/mp3-preview/2a66acb7cae5683746bfa6b3953ff12d994969f3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Miracle Temple Holiness,51QrvgHhxhXZXd336zX9gB,Mount Moriah,0NIClyUOoNPl2GQouxBYH7,Miracle Temple,56815EJbq3bmoYtcoDP695,12,https://p.scdn.co/mp3-preview/bc737df08003cf4faa3011b3dfb99bb13b3d64ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,White Sands,6irFqZzTjlaIXWEdevhPI2,Mount Moriah,0NIClyUOoNPl2GQouxBYH7,Miracle Temple,56815EJbq3bmoYtcoDP695,7,https://p.scdn.co/mp3-preview/efbb7c9e40080833257974c9761fa6cde0cbc424?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Country of Illusion,34lqJW5cuBoqhG4HjKTEYd,William Tyler,3iexGtoBAyCUbxOKeru5py,Impossible Truth,70k7uiK4ChZKvDWomOwICK,23,https://p.scdn.co/mp3-preview/e2a362e2104b10c15a4a19d9e2ffbce7ee6395ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,The Geography of Nowhere,6HbT5PQU2QAMkZDV2vfsU7,William Tyler,3iexGtoBAyCUbxOKeru5py,Impossible Truth,70k7uiK4ChZKvDWomOwICK,17,https://p.scdn.co/mp3-preview/7575330bfd0b2294c2f71acfc48136bdaf6adfeb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Cadillac Desert,5MmBGpSfp7JqyZwGdD9UP3,William Tyler,3iexGtoBAyCUbxOKeru5py,Impossible Truth,70k7uiK4ChZKvDWomOwICK,18,https://p.scdn.co/mp3-preview/e8dc317957c18ec2cf21ae1972c1001f79e17e85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Power Lines,4ixgBtG5DWafrYjaLMQs9W,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Dormarion,16AiST5wqtyOVTOiVzlFF0,37,https://p.scdn.co/mp3-preview/e98db9161186f2a2c29b579bf17cb6eb3942bd5a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Ghosts and Creatures,090lCdk6kfL54WvNNSDpmc,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Dormarion,16AiST5wqtyOVTOiVzlFF0,27,https://p.scdn.co/mp3-preview/75f2143d86a469cf93cff37b440bf4a81fba1717?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Lean on Me,5i6f9wNSMCalEDgZYWjA7q,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Dormarion,16AiST5wqtyOVTOiVzlFF0,20,https://p.scdn.co/mp3-preview/472d7723f263fe0e0bd21a96f0ab7724dff254ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Deal With the Devil,49frRsa5n3kBmQf1a6xr85,Barren Girls,28NE37qoZKlkPwE17DB4Wy,Hell Hymns,1tn4nKxg4GY174qsqPlaQ8,0,https://p.scdn.co/mp3-preview/92b0a479a0d0dc8c5a01e2c984e8d964cf25ca96?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,She-Devil,6kLE870sFYng0z9hcmtig9,Barren Girls,28NE37qoZKlkPwE17DB4Wy,Hell Hymns,1tn4nKxg4GY174qsqPlaQ8,0,https://p.scdn.co/mp3-preview/87d167698b4a4473b704fb6abd02fe7203af71e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,I Could've Been Your Girl,60Ko8C03njTltyonhj6TFT,She & Him,3CIRif6ZAedT7kZSPvj2A4,Volume 3,7L0jUfO6TEYQmrVQTDp2xA,36,https://p.scdn.co/mp3-preview/34b079d0d0a5a7d1e57182662cfd572c04a32874?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Never Wanted Your Love,1JwBgPymbprnOIPS5wTMWc,She & Him,3CIRif6ZAedT7kZSPvj2A4,Volume 3,7L0jUfO6TEYQmrVQTDp2xA,28,https://p.scdn.co/mp3-preview/f77e27a20ea0e9668600564b369991bc9da9f418?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,"Hold Me, Thrill Me, Kiss Me",6s79kBwD44fMpRl2F7o9pE,She & Him,3CIRif6ZAedT7kZSPvj2A4,Volume 3,7L0jUfO6TEYQmrVQTDp2xA,35,https://p.scdn.co/mp3-preview/d2a9f21f6161fa944c809081883ea6bcbde10b7d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Weight,2h0JffoZxTcCK95cekgyYT,Mikal Cronin,6QobJ3vnalBTlsdOrvQTIt,MCII,2spxrQq50aGqf9Barvc8fg,33,https://p.scdn.co/mp3-preview/d80593bc74903a75a44a1b1fd56aeed5956be3c5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Shout It Out,7lIzE623NJ4LAuPBfY6IeS,Mikal Cronin,6QobJ3vnalBTlsdOrvQTIt,MCII,2spxrQq50aGqf9Barvc8fg,23,https://p.scdn.co/mp3-preview/c8d056a9c12cb34d1d07ba91fe11268b74074df8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Turn Around,51ofYIgHYVUL27QNpttCVU,Mikal Cronin,6QobJ3vnalBTlsdOrvQTIt,MCIII,0Gd8BpEE1vdccvXMllOWGK,19,https://p.scdn.co/mp3-preview/209de8a929aa7c059fd13ea5c1f02aa6ef6c3ff6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Stare at the Sun,07DNevk3R8NZrLA1TewF15,Eleanor Friedberger,42WJFNdxsAgcn9PfjT61Z3,Personal Record,6apFiWfDvTDeRwpGBIY3ih,18,https://p.scdn.co/mp3-preview/c3bc66ad18f5c5bb7aa577d6cc1029f38b92e09c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,I Don't Want to Bother You,5gKhs8xqYzK4gRowOnSJFB,Eleanor Friedberger,42WJFNdxsAgcn9PfjT61Z3,Personal Record,6apFiWfDvTDeRwpGBIY3ih,13,https://p.scdn.co/mp3-preview/5bb27ef714b50a9e242419a11a7c8cf2462009de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,When I Knew,6cg8ne068x3OmcRXnpU3bq,Eleanor Friedberger,42WJFNdxsAgcn9PfjT61Z3,Personal Record,6apFiWfDvTDeRwpGBIY3ih,15,https://p.scdn.co/mp3-preview/695a7d6d153aab41e06f5f2ef28443c51e562183?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Losing Your Affection,3z4WWiMn7nz9vNowGVfO85,Future Bible Heroes,3nHZ0zdyaJPXqpJzZcxiMM,"Memories of Love, Eternal Youth, and Partygoing.",3YX2XsWEPgFIuune1OGasH,10,https://p.scdn.co/mp3-preview/3051e06c97b2787516722cdcec5428bf21b2eccb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,I'm a Vampire,2mHxne9WzjIXFiY6OmEVbm,Future Bible Heroes,3nHZ0zdyaJPXqpJzZcxiMM,"Memories of Love, Eternal Youth, and Partygoing.",3YX2XsWEPgFIuune1OGasH,14,https://p.scdn.co/mp3-preview/cd4b180333c2168751a581ccb96c515cad1fbf7f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
