Merge 2007,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,5,mergerecordsofficial
1,On the Bubble,45BxWdn0VCTbgYsyU2IQHt,The Broken West,1dOALICyzOQ3sR2SKULZFD,"I Can't Go On, I'll Go On",3zsLJWtHqvDiZEbQ1ypwdc,2,https://p.scdn.co/mp3-preview/26f3fc114b8da4c03de49acc3e7ef6f049c8a71b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,So It Goes,2tABVCEde9463qifd3vIkK,The Broken West,1dOALICyzOQ3sR2SKULZFD,"I Can't Go On, I'll Go On",3zsLJWtHqvDiZEbQ1ypwdc,4,https://p.scdn.co/mp3-preview/b3c3e6c357695892f3d13ce0af32ed424c85691e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,Hale Sunrise,2KOGwHNJ1gDrckXfw5OPrq,The Broken West,1dOALICyzOQ3sR2SKULZFD,"I Can't Go On, I'll Go On",3zsLJWtHqvDiZEbQ1ypwdc,3,https://p.scdn.co/mp3-preview/61589c6265e41154907943670205675198fbaa90?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,BBC World,6M1Yb7ruHIGKFUxxBRrOQB,David Kilgour,5S76x1RQk1FgHwX3y4giOO,The Far Now,3nHQU31evExoZ2WuvAmPUq,2,https://p.scdn.co/mp3-preview/9d981b1986dd633145ebd50b116b8d64d9ffc4c1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,Wave of Love,6jCCp5xxsZBy7DGTCxLYW3,David Kilgour,5S76x1RQk1FgHwX3y4giOO,The Far Now,3nHQU31evExoZ2WuvAmPUq,1,https://p.scdn.co/mp3-preview/709a5bc0e31a2092816aa772c7cccfea7a0bdd89?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,On Your Own,63wekbYDMFPNss7Y9fosr3,David Kilgour,5S76x1RQk1FgHwX3y4giOO,The Far Now,3nHQU31evExoZ2WuvAmPUq,1,https://p.scdn.co/mp3-preview/4294d8ab89591109bd458c94b7186f61c59e6f65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,I Love How You Love Me,05mQeUMvbi0UVWSUpy3xix,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,If Looks Could Kill,0IExzLxWEjL904S4jyHxgJ,30,https://p.scdn.co/mp3-preview/dbf7ba27eafdecaf2bacff276f941a34212ba9f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,Cosmopolitan Pap,3o1DTWbkltXbZ3ZvJwW8yj,M. Ward,6nXSnNEdLuKTzAQozRtqiI,To Go Home,3Vu8YczyyPsK0foZJOvtUL,7,https://p.scdn.co/mp3-preview/bad3900843803d50b3abb02536af4494b46824c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,Headed For a Fall,50VsyogRfspDJ2wCB2iYoZ,M. Ward,6nXSnNEdLuKTzAQozRtqiI,To Go Home,3Vu8YczyyPsK0foZJOvtUL,9,https://p.scdn.co/mp3-preview/d57d6395ac5751f2a617423537ad5c8bd1275789?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Keep the Car Running,5nxXFc0uGhii8fY8XzhDw1,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Neon Bible,7D2KOlQm1PFrMatMIBZ0OR,0,not available
11,Intervention,4AfILr9wieDw8CdM4cZ6th,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Neon Bible,7D2KOlQm1PFrMatMIBZ0OR,0,not available
12,No Cars Go,0nev4XL4Y6hrDsRpK4ERcU,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Neon Bible,7D2KOlQm1PFrMatMIBZ0OR,4,not available
13,Get up Get Out,4XmdXu16RcF0ZPl5jjxTqJ,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Night of the Furies,6Z9BCIwHKu1RIFeLJUA04f,9,https://p.scdn.co/mp3-preview/ca7ff86438451772a43d7bab08ab4ca351d607dc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,When the Lights Went Dim,6Iaozo4ts2n9a6e7wHy3fD,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Night of the Furies,6Z9BCIwHKu1RIFeLJUA04f,27,https://p.scdn.co/mp3-preview/9cef91bb97b98886781ea38e24da493cb41b1656?cid=fa83a2fec7c440b7a2795d600d6b2c7e
