Merge 2006,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,5,mergerecordsofficial
1,Rubies,4jCn9Q3mqAm1m4PoCObIE5,Destroyer,22ojy4H4ZVpowC4lRRC8In,Destroyer's Rubies,45xFWdfYE1s7zpenU78U0b,36,https://p.scdn.co/mp3-preview/e53b89699eaa06185a99735dadd7b5e2e30e5718?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,Painter in Your Pocket,2kkJENGuusOzj1vXN3s0xO,Destroyer,22ojy4H4ZVpowC4lRRC8In,Destroyer's Rubies,45xFWdfYE1s7zpenU78U0b,54,https://p.scdn.co/mp3-preview/760840ae4ad5f6303de7a7e642c56bf0e442da86?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,European Oils,2ScW9P1stb5FFSEWQtzvkH,Destroyer,22ojy4H4ZVpowC4lRRC8In,Destroyer's Rubies,45xFWdfYE1s7zpenU78U0b,31,https://p.scdn.co/mp3-preview/50fe22a15e6a6b28103623629c2d7a80a32f2084?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,What Does T.S. Eliot Know About You?,0n3ItPd6qpfd3hRWw2MijI,East River Pipe,0oXeIbxeFdqMtDYxcwwUTN,What Are You On?,5MCCRO87skaxO3MBMEHYxK,3,https://p.scdn.co/mp3-preview/33b87c3b77da245d3b92f87c5b57481389ad8da2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,Druglife,13I0LZvVge8HUpN5Sfzd7S,East River Pipe,0oXeIbxeFdqMtDYxcwwUTN,What Are You On?,5MCCRO87skaxO3MBMEHYxK,8,https://p.scdn.co/mp3-preview/81b92ecdbf3dde159b3fd20063aa6ab07a88d8fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,What Are You On?,4ExuY8MeBoZ6xjism8qRTL,East River Pipe,0oXeIbxeFdqMtDYxcwwUTN,What Are You On?,5MCCRO87skaxO3MBMEHYxK,2,https://p.scdn.co/mp3-preview/a2499d429ce313421846356987b34a5b3b5bab13?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,Love Is Stronger Than Witchcraft,4ixMBBBRffm83YRgKxNgRl,Robert Pollard,0L8gNE8U7v7YvefZenVKo5,From a Compound Eye,0ncmBcgnOIehGylR0GXewv,8,https://p.scdn.co/mp3-preview/438df7690f9fd792d14a90db68e568e7724abf07?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,Gold,5OF6UVorRCezuWGH7fC4jp,Robert Pollard,0L8gNE8U7v7YvefZenVKo5,From a Compound Eye,0ncmBcgnOIehGylR0GXewv,5,https://p.scdn.co/mp3-preview/e20fcaa0ca765cab37edabe3f57034ec20baad78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,U.S. Mustard Company,57j8pk9oe32RFuk3mETsTJ,Robert Pollard,0L8gNE8U7v7YvefZenVKo5,From a Compound Eye,0ncmBcgnOIehGylR0GXewv,8,https://p.scdn.co/mp3-preview/26120fda967066bd2ed50b1537301d83709afdcf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Rue de Lis,65iDnkzib7qVn0k3fx34WR,The Essex Green,2hLQppESVnOV9ntMD3uA4G,Cannibal Sea,2Av6qUBLEPu7GCsnPGMenP,15,https://p.scdn.co/mp3-preview/7466124891d36da5cef6d58ce8d4b305b7829716?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Don't Know Why (You Stay),1RlSGqUgFqPdZTu72RStD3,The Essex Green,2hLQppESVnOV9ntMD3uA4G,Cannibal Sea,2Av6qUBLEPu7GCsnPGMenP,24,https://p.scdn.co/mp3-preview/3edaadab251e0e6a4acdccf376bf824a82d12326?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Sin City,5G8Ahu99PeddA0uKEc73gg,The Essex Green,2hLQppESVnOV9ntMD3uA4G,Cannibal Sea,2Av6qUBLEPu7GCsnPGMenP,6,https://p.scdn.co/mp3-preview/e4b9276f7e4f314d4ac92201c32114776bfbf58e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
