Merge 1994,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,11,mergerecordsofficial
1,Naked Pilseners,4gidYE0ZRk7aQhIZw8vZl3,Portastatic,5YFFss1uTFY0gfMMR1f9FD,I Hope Your Heart Is Not Brittle,7ct59aXX1FO5v0LAgCQ6ql,4,https://p.scdn.co/mp3-preview/c0f7c49334420b3d88034fa2946cab61be1ff62a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,Polaroid,3AKNbNfBdiiTcExq4nmS4O,Portastatic,5YFFss1uTFY0gfMMR1f9FD,I Hope Your Heart Is Not Brittle,7ct59aXX1FO5v0LAgCQ6ql,5,https://p.scdn.co/mp3-preview/9ec4e9c7dcac4d1627626451c2e02a7f75807d4e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,Ditch,03ejQiRXDw5jpKTVhTCDzW,Breadwinner,3UUl93ABT7zywawX0QA7MC,Burner,37r17AuslVoigWwCzLbsyu,7,https://p.scdn.co/mp3-preview/d1683bd37ac19781229fb9c64cfaf6833e0d6c25?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,Tourette's,3mio0qywOcyPvVZjDiPl6A,Breadwinner,3UUl93ABT7zywawX0QA7MC,Burner,37r17AuslVoigWwCzLbsyu,8,https://p.scdn.co/mp3-preview/ae170187a55568936a034a79c966c2a85397730a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,The First Part,5IRuPDGXQp2PheWk2XyB5r,Superchunk,7lmde7T1WJPFwv1eR6melP,The First Part,2gOWxISgdpisSbMbC35eFr,2,https://p.scdn.co/mp3-preview/36161598166d1b166d09e2661bf83f9f2468aaae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,Lonely Highway,5W7f6cAO5omUBfJd4giH2C,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,The Charm of the Highway Strip,2cq9mEApEY5EFb1M7jJblT,24,https://p.scdn.co/mp3-preview/b6db43dbcd42dc721f28ddd61a2f1cc3e40013ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,Born on a Train,2liyzHCv1OyNgfXLV8gOZZ,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,The Charm of the Highway Strip,2cq9mEApEY5EFb1M7jJblT,33,https://p.scdn.co/mp3-preview/11d85c37b9fdb808bd68f6a96666eb6d224c9e4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,Fear of Trains,1nolxcxRLxAnKZW6T9QYDk,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,The Charm of the Highway Strip,2cq9mEApEY5EFb1M7jJblT,24,https://p.scdn.co/mp3-preview/671b03bc6806222e35848b9dcd66e34930b7f521?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,When the Open Road Is Closing In,7oujl9w4BAwpjzK7bbOsjy,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,The Charm of the Highway Strip,2cq9mEApEY5EFb1M7jJblT,21,https://p.scdn.co/mp3-preview/86b02967a822921e6738ba80eacbc3605ab06612?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Like a Fool,471iNhUWJLrbBZueQRBy83,Superchunk,7lmde7T1WJPFwv1eR6melP,Foolish (Remastered),1qmuiYImHKC0qwKQXH1U1O,32,https://p.scdn.co/mp3-preview/8a6d65954fc51ab458b5c78f3c37d5fcd9637f48?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Water Wings,2rcicKt8tqYYPSG595WHJV,Superchunk,7lmde7T1WJPFwv1eR6melP,Foolish (Remastered),1qmuiYImHKC0qwKQXH1U1O,21,https://p.scdn.co/mp3-preview/5921a20bc40bcff543d2ed26cdc9be337ffb4c21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Driveway to Driveway,1C65EMS98C2cnJZA5DEEq8,Superchunk,7lmde7T1WJPFwv1eR6melP,Foolish (Remastered),1qmuiYImHKC0qwKQXH1U1O,40,https://p.scdn.co/mp3-preview/d0e796692a1d8f6f12638372b1c6f425564d33e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Kicked In,3mSN2ZTWzEYS4rxOksk9K7,Superchunk,7lmde7T1WJPFwv1eR6melP,Foolish (Remastered),1qmuiYImHKC0qwKQXH1U1O,19,https://p.scdn.co/mp3-preview/57551cdcb66d67db72ae2ca6183da71116a46543?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Tragic Carpet Ride,1ElhhsuHm6WRFU57tCrdvw,Polvo,0pbIqPTefLfuOcbM2ojXdl,Celebrate the New Dark Age,0m3NJt3EZHP21vx2MQOOA8,19,https://p.scdn.co/mp3-preview/50cb574f1a02e8c1560b315f4cba3fa0c0f5cfe1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Fractured (Like Chandeliers),0yI6UubajbRmJParPz8Ghu,Polvo,0pbIqPTefLfuOcbM2ojXdl,Celebrate the New Dark Age,0m3NJt3EZHP21vx2MQOOA8,18,https://p.scdn.co/mp3-preview/b924b02d64f379d8675d32adce9620d363590534?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Hey Seuss,6uhnwezIRE17o1cbqueWpF,3Ds,1ZwVncciWUroQ1SbaU4Rcg,The Venus Trail,30BCpEI5zuSGMhcqqIR7wL,3,https://p.scdn.co/mp3-preview/38f4de4f2b061d4991b318727a4ada9b48964567?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Beautiful Things,4zNciwldOtNhptbYZkCLqF,3Ds,1ZwVncciWUroQ1SbaU4Rcg,The Venus Trail,30BCpEI5zuSGMhcqqIR7wL,9,https://p.scdn.co/mp3-preview/0c0aeae4bb7e4b0093aeec2f31b9350a6ba334e2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Spooky,3ENpecYWrIeHduU50JNLz1,3Ds,1ZwVncciWUroQ1SbaU4Rcg,The Venus Trail,30BCpEI5zuSGMhcqqIR7wL,4,https://p.scdn.co/mp3-preview/71caf85813fb149de998433ac2e12e75b6f328a9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Sick To Move (acoustic),6WlbLHW9sjVGBjZYD4gcAr,Superchunk,7lmde7T1WJPFwv1eR6melP,Driveway to Driveway,0TwoEosRbw3C7J19UMgcKN,2,https://p.scdn.co/mp3-preview/e7fc642ac39f02271c15244387492f7320bcfb4a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Soaky In the Pooper,6Y5k9eRtMFKDWQP0lwxsgv,Lambchop,2Lhs0asnFQiLuntn3s8p78,I Hope You're Sitting Down,2iHJCrK5DCYYiswME31fXU,6,https://p.scdn.co/mp3-preview/eb2e22dea96bf0bc9f502fe917ba8d9b4476ad00?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Begin,5m5vgk6YegzkqMfSkhFBtR,Lambchop,2Lhs0asnFQiLuntn3s8p78,I Hope You're Sitting Down,2iHJCrK5DCYYiswME31fXU,5,https://p.scdn.co/mp3-preview/8bceae1bd54f72015a100806ed2846c3b4d60861?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,I Will Drive Slowly,4M59kIKW93n5t09r8w2Sah,Lambchop,2Lhs0asnFQiLuntn3s8p78,I Hope You're Sitting Down,2iHJCrK5DCYYiswME31fXU,4,https://p.scdn.co/mp3-preview/906825ae135dbcafbe0c9ac64fb0be376eacca1e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,The Skills of the Star Pilot,4rtuBEc47PlISEhT6cIyiy,Butterglory,1IoLoJPjCK2vxADHfu5OmG,Crumble,0b4OoUEy2lBMzx0A6777Is,10,https://p.scdn.co/mp3-preview/57ccae0808da5631433e5614fbe74a38eb909527?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Waiting on the Guns,1dvSDvpMi6Z4k2gcBoa84s,Butterglory,1IoLoJPjCK2vxADHfu5OmG,Crumble,0b4OoUEy2lBMzx0A6777Is,9,https://p.scdn.co/mp3-preview/f7f07c7951c0bc157a36d3e0d39860d52ff560a6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Cactus,2CdtzLKXkMoir5ujqVkriT,Butterglory,1IoLoJPjCK2vxADHfu5OmG,Crumble,0b4OoUEy2lBMzx0A6777Is,5,https://p.scdn.co/mp3-preview/1f9ed90d8ee25f1eab0d9b5b1ecb057afaf68a44?cid=fa83a2fec7c440b7a2795d600d6b2c7e
