Merge 2014,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
15,Daisychain,5cQmsw8S4INMWnMKBMb2gI,Richard Buckner,6vrwcJbfs2QyRtApdx1hXX,Bloomed (Remastered),4PuqHDNOTUS3IJ9DOSgSQ3,8,https://p.scdn.co/mp3-preview/9e92399e25a3c57efa4348005a3edd29ece4b50e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Whole New Dude,2I0PRPUuJBelyj6ZRVOOgI,William Tyler,3iexGtoBAyCUbxOKeru5py,Lost Colony,1J6yVRZPVUyxjlk2gs1Z8A,13,https://p.scdn.co/mp3-preview/3f448faf8a730b4881598bdb255e4d2bacb39271?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,We Can't Go Home Again - Full Band Version,1vMPpcRZX8xO6ykWPW5NZx,William Tyler,3iexGtoBAyCUbxOKeru5py,Lost Colony,1J6yVRZPVUyxjlk2gs1Z8A,10,https://p.scdn.co/mp3-preview/f79d07e17c6650d30a97ff62f8ead3accf46e376?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Glory,0FfDuyyJJftfw6gBqxcod2,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,Shriek,0otxl4NsvWDdckqTGX8tKn,34,https://p.scdn.co/mp3-preview/8245e7f774ea863e926cac18dab365a5be5d0841?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Shriek,08HrHYlTLCNj7w751aoXB6,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,Shriek,0otxl4NsvWDdckqTGX8tKn,21,https://p.scdn.co/mp3-preview/101256acb441fd6797de3f5f08f4b9d2e3f27cef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Logic of Color,61MwEjshXQmBzmrw7qkhKZ,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,Shriek,0otxl4NsvWDdckqTGX8tKn,23,https://p.scdn.co/mp3-preview/ee64f586d937def7c67c3add7bcf866acf34d741?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Bitter Boy,0km80f1MqM6mZrNEBToyez,Flesh Wounds,2QGY4kkym3ekohL4Kp0Llj,Bitter Boy,6NEO2JShFK0nDebV8JH12n,7,https://p.scdn.co/mp3-preview/4f9b215a619c7e155a8d8392ed4a69620d7273fa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Let Me Be Clear,3sfw439n6cvqBOl6zrorrx,Flesh Wounds,2QGY4kkym3ekohL4Kp0Llj,Bitter Boy,6NEO2JShFK0nDebV8JH12n,4,https://p.scdn.co/mp3-preview/f6b51627bc418847d1ebeb84b6ae632d99be4ca3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Reflections After Jane,2hhGE4ukKuNUsHAX9uqs0G,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Suburban Light (Remastered),11OEcFLn2ljJctJ38XQcnK,43,https://p.scdn.co/mp3-preview/18d75fb3611678e270109d84d9f9a8161d74e907?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,(I Want You) More Than Ever,4EnDmFiURollHq6JO1UXN6,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Suburban Light (Remastered),11OEcFLn2ljJctJ38XQcnK,19,https://p.scdn.co/mp3-preview/72a5c3d318c37164d4c07400b13086220ffc66b7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,"Brother, Do You Know the Road?",6uot32Tttek29kec4Yw5oR,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,"Brother, Do You Know the Road?",3qvauqqdWgUfVsZBc3lMsM,43,https://p.scdn.co/mp3-preview/95e39eea2c2afbce5c4105c3d2ce5f55bf5ca23f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Car and Driver,27A1bbPH2e4yx1pyCGW5KG,The Rock*A*Teens,2jBV0cVwpmmbspM1Txs4XL,Sweet Bird of Youth (Remastered),14fZqkYpEPg1EdlrWkiLXb,3,https://p.scdn.co/mp3-preview/f62494660a648735c537609970837732b27e115c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Hwy R,4VCr5pIpcHpNbIaw5p1Pxg,The Rock*A*Teens,2jBV0cVwpmmbspM1Txs4XL,Sweet Bird of Youth (Remastered),14fZqkYpEPg1EdlrWkiLXb,1,https://p.scdn.co/mp3-preview/133cec1b3a8a9fa6aefc8ff8526db6407d75d910?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Hey Mr. Grey,4MKDViEZqwfZL3Q1Ohe9rx,Bob Mould,0fWvSXbvztkeHEnEuYvU2A,Beauty & Ruin,6mRpcOAReI0n7rVw25KXYP,11,https://p.scdn.co/mp3-preview/3dedf7af9317c835755be36235e29c5cb7d9518e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,I Don't Know You Anymore,72mrNRtJL3kwVJP2WIFbsd,Bob Mould,0fWvSXbvztkeHEnEuYvU2A,Beauty & Ruin,6mRpcOAReI0n7rVw25KXYP,21,https://p.scdn.co/mp3-preview/dad28c19bd6aff455d77ad47cc848a1f41a9ad10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,The War,4StWxcSAFbWQoI290UDUUW,Bob Mould,0fWvSXbvztkeHEnEuYvU2A,Beauty & Ruin,6mRpcOAReI0n7rVw25KXYP,17,https://p.scdn.co/mp3-preview/41976b2b14108a957801784d12a6020c0e8ba04f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Land of the Freak,29f6I4KlKwl8kdS4ZF2O04,King Khan and the Shrines,36cEnU1vYfohStmnt8y3T2,What Is?!,61EdINjmviAMvhHJdNOkRB,35,https://p.scdn.co/mp3-preview/60c615df57ebe49d175d74af71826e7f8286846b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,No Regrets,4weyfsYV7z2Q9cGNTgoJ80,King Khan and the Shrines,36cEnU1vYfohStmnt8y3T2,What Is?!,61EdINjmviAMvhHJdNOkRB,18,https://p.scdn.co/mp3-preview/836e9535b446a978aa99a571e0c0c8ee5ee9e353?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Never Coming Home,7BfcMByUiNKt890X33YElJ,Reigning Sound,1YRBRIN8d5Xa6vU1OKUc4t,Shattered,5SEJxl1hYnNjyNBpPpHTMo,36,https://p.scdn.co/mp3-preview/5dda5cadc8aea0b46dc0ba570ed87b095c464bf2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Falling Rain,4EIV80drM2c86I9C0YfO4o,Reigning Sound,1YRBRIN8d5Xa6vU1OKUc4t,Shattered,5SEJxl1hYnNjyNBpPpHTMo,22,https://p.scdn.co/mp3-preview/5b8ee477604860629cb17d45a50d36d8a431871a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,My My,0fVOIu1OQI6xxEYnY4hDaM,Reigning Sound,1YRBRIN8d5Xa6vU1OKUc4t,Shattered,5SEJxl1hYnNjyNBpPpHTMo,20,https://p.scdn.co/mp3-preview/5db7ed65c948f3e11fcbe19002ef1174f722b812?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Can't Do Without You (Extended Mix),7KQxCJO8yOi8x0PhgRHMZp,Caribou,4aEnNH9PuU1HF3TsZTru54,Can't Do Without You (Extended Mix),7ESSFyxbHF8SggA49hWrVK,18,https://p.scdn.co/mp3-preview/614e6ec7cd0cb2696070bd2574ed178fd6f779f0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,"Drink, Fight, and Fuck",4SNWZGvkftH2v9wIWGK9XG,Volcano Suns,2yGHZnE4gUwNZptQcxDVkC,Old Pain(t): Live at City Gardens,70bHBGdJdWqPnkBMWkZuWn,0,https://p.scdn.co/mp3-preview/4c074cb6d4224738e1825fe4add3e7d3d3d33085?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,It's Stewtime,0qTSqJeUM0JzckvwXFH6aj,Volcano Suns,2yGHZnE4gUwNZptQcxDVkC,Old Pain(t): Live at City Gardens,70bHBGdJdWqPnkBMWkZuWn,0,https://p.scdn.co/mp3-preview/3cd05318a61c612254931e1eabae1cf2a736a2b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Old Paint,7osSPeVrqPYxZqXOklX3yY,Volcano Suns,2yGHZnE4gUwNZptQcxDVkC,Old Pain(t): Live at City Gardens,70bHBGdJdWqPnkBMWkZuWn,0,https://p.scdn.co/mp3-preview/408fcc0b6195f2e4ecbc5cf68a895815abff0f95?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,It's All in My Mind,62eulDgkZ9rqghNoQgcQEj,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Man-Made (Deluxe),2Xxx4Y6DJFji0nMSIA5MdP,11,https://p.scdn.co/mp3-preview/ab25d2c2bc6b55dc382b09ca247d7be06e530c7e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Fallen Leaves,0Ab8bjuFUT7bhnqIfQggjs,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Man-Made (Deluxe),2Xxx4Y6DJFji0nMSIA5MdP,7,https://p.scdn.co/mp3-preview/8192d7d273066f480228e8345a18cc2d1cbcf16e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Baby Lee,1ieOsBYIJJdgOyxcLLq90S,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Shadows (Deluxe),7oFu1IPn9S1QpEjGJrID9B,8,https://p.scdn.co/mp3-preview/7fd87a921faa14c1849156a5722631f8a5201817?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Dark Clouds,6qFdLleUGVuXwbVDnnuOlz,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Shadows (Deluxe),7oFu1IPn9S1QpEjGJrID9B,5,https://p.scdn.co/mp3-preview/b8f388f26e87dbf9a8f49cf83be7e413831c7ce8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Christopher Columbus,2pM9vNXOJURoAfrRgBTuBn,David Kilgour,5S76x1RQk1FgHwX3y4giOO,End Times Undone,3o8IZtVmcTQ3yjVdN0vXDf,9,https://p.scdn.co/mp3-preview/b89a844bbf36ffe2fb0f88e95eb8b4d58925bd6a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Comin' On,4xzyYbjkX2sIdnnH6Jsfct,David Kilgour,5S76x1RQk1FgHwX3y4giOO,End Times Undone,3o8IZtVmcTQ3yjVdN0vXDf,12,https://p.scdn.co/mp3-preview/678e3351b78dc68d58535fb1f29f430f210f2b24?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Some Things You Don't Get Back,0jflOkAglxkzU5RISsXjws,David Kilgour,5S76x1RQk1FgHwX3y4giOO,End Times Undone,3o8IZtVmcTQ3yjVdN0vXDf,8,https://p.scdn.co/mp3-preview/b36ccab856cf9865b35d729cae61128e4dde336d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Back With You Again in the World,5LqFUOoXlf4QdjfWjEP6Vt,Spider Bags,4SDSsw5LyYBgma3VVpFo5U,Frozen Letter,258Vbgmsxhh7YVA2RxHC8w,6,https://p.scdn.co/mp3-preview/b2a0b4f1487d28294c572460f5b0ecec95d9bcbb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Japanese Vacation,5AwOVS1ZhS9u3aLRkNlpFS,Spider Bags,4SDSsw5LyYBgma3VVpFo5U,Frozen Letter,258Vbgmsxhh7YVA2RxHC8w,6,https://p.scdn.co/mp3-preview/11a79af7f31bc00d2e259459058fe0cb32baeeba?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Eyes of Death,5hAxbQcr75XYznmAIlx7aH,Spider Bags,4SDSsw5LyYBgma3VVpFo5U,Frozen Letter,258Vbgmsxhh7YVA2RxHC8w,2,https://p.scdn.co/mp3-preview/73428941f2f4431127d1cf3866c140ccc454fb6e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Heavy Hands,3CowW0o49q9KEpc8v6CJ3d,Twerps,4vkIW79PRnJM8PNylIMTQB,Underlay,5T7ia95LjnKfc1YgMdfhDM,7,https://p.scdn.co/mp3-preview/863c8fb49ac402b6ef62567307fd547038dfa596?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Conditional Report,1P28HFWSSrhGtRZjgPXLcT,Twerps,4vkIW79PRnJM8PNylIMTQB,Underlay,5T7ia95LjnKfc1YgMdfhDM,5,https://p.scdn.co/mp3-preview/0182b691fe30a7e1d0bb834e20046e35fe058a5a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Can't Do Without You (Tale of Us & Mano Le Tough Remix),5OrLHDurip3w6QxnFNWqSw,Caribou,4aEnNH9PuU1HF3TsZTru54,Can't Do Without You (Tale of Us & Mano Le Tough Remix),29CN1DtPA51qUjTv4zBOgC,18,https://p.scdn.co/mp3-preview/5b17f7715b7e65d47adc562856a7ca708a35c6e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,I’m a Raven (Shake Children),0fXMFBprRtdpOhA8fIcxPs,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,Lateness of Dancers,5K7VYgm2UUdIdis8H3zMhA,49,https://p.scdn.co/mp3-preview/6f32449a55897b74dca4a92d678916969f327713?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Saturday’s Song,7tQcDZh1RVtBsRoqBa1ngF,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,Lateness of Dancers,5K7VYgm2UUdIdis8H3zMhA,36,https://p.scdn.co/mp3-preview/ff0f6d5473cdc1012943d4049bfe3a416612c45c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Mahogany Dread,3b7mvxt7uRbfvgZ3B5OUQg,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,Lateness of Dancers,5K7VYgm2UUdIdis8H3zMhA,31,https://p.scdn.co/mp3-preview/418a0c005c37a516765507be9e67dd6a2c873b99?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,All You Little Suckers,0xzb6Qkxde9f7GXI41CSAy,East River Pipe,0oXeIbxeFdqMtDYxcwwUTN,The Gasoline Age (Deluxe Reissue),4Us1sQ4MSCorVKNYnZE54Q,1,https://p.scdn.co/mp3-preview/b6a4590203ec329fac9831a022d9ac8543ec19e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,"Shiny, Shiny Pimpmobile",2g5VT6UJR8oo5Qolz8C69a,East River Pipe,0oXeIbxeFdqMtDYxcwwUTN,The Gasoline Age (Deluxe Reissue),4Us1sQ4MSCorVKNYnZE54Q,2,https://p.scdn.co/mp3-preview/233f4f69ab581b154a89d3dd706e60d8df05e345?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Don’t Wanna Lose,4SDkXXkN3SA9cfIyemqp0P,Ex Hex,2LdMozrLZExZ27oOAnUgkb,Rips,6AiSmBuuVUi2xCIVJsXcQb,34,https://p.scdn.co/mp3-preview/2e33205f30281cf6ae7fafe899ec0f6914bbb02c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Beast,4RS95Y0ZkHIxjVw0IbFlDs,Ex Hex,2LdMozrLZExZ27oOAnUgkb,Rips,6AiSmBuuVUi2xCIVJsXcQb,25,https://p.scdn.co/mp3-preview/22a4551295064a035d1ab5b084254e0939659fc3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Hot and Cold,7y8ybDZDJ3De6HsRk3Uszv,Ex Hex,2LdMozrLZExZ27oOAnUgkb,Rips,6AiSmBuuVUi2xCIVJsXcQb,24,https://p.scdn.co/mp3-preview/cda95f59254e184214f91fbd7953a1a7328dcb8c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Can't Do Without You,3n4M80UmJNHws4ZqdM7KEF,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love,5r4nz5LZHeGUcZCrWbfWkx,54,https://p.scdn.co/mp3-preview/3b134bc40fd32246151adae2a91467e211ba8752?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Silver,5xVZk4Vt12ViVyoircV9iP,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love,5r4nz5LZHeGUcZCrWbfWkx,49,https://p.scdn.co/mp3-preview/bd2c94d0545fff495502a4fbb0b386c9e6796110?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Our Love,2FPhrljMmrp3SdfTOMJcVr,Caribou,4aEnNH9PuU1HF3TsZTru54,Our Love,5r4nz5LZHeGUcZCrWbfWkx,33,https://p.scdn.co/mp3-preview/feab27f371cee7cd85ee6c9d748f2a0895ba39c3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Back to You,2CWr0Vlv4XhAYrvLr7mH5a,Twerps,4vkIW79PRnJM8PNylIMTQB,"""Back to You"" b/w ""Always Waiting""",1JgpR5OCq7q0iw65aLvZxG,19,https://p.scdn.co/mp3-preview/836bf93cf370a0826c329b23b999724a06ce42cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Always Waiting,3snDBPqpLrzGQnFaDkTxiL,Twerps,4vkIW79PRnJM8PNylIMTQB,"""Back to You"" b/w ""Always Waiting""",1JgpR5OCq7q0iw65aLvZxG,3,https://p.scdn.co/mp3-preview/a2ba1299df26c223bc3dca1acbc6ab3abe96b1ca?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Your Love Will Set You Free (c2's Set U Free RMX),0mZxxB2hh27QuvuNKGQilb,Caribou,4aEnNH9PuU1HF3TsZTru54,Your Love Will Set You Free (c2's Set U Free RMX),1DbNyuw1q7Lyk5CjRn7a9q,16,https://p.scdn.co/mp3-preview/309748bdd104fbcbf9996d232f8cc3d0e0baca28?cid=fa83a2fec7c440b7a2795d600d6b2c7e
