Latin Jazz,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
16,Come Fly With Me,6OPXHnJY3NMn5Qr6K1Qqty,¡Oye Frank! Sonata Latina Tribute Orchestra,7zug34wHklQjAqvDHAhqJ3,¡Oye Frank! Sonata Latina Tribute Orchestra,4aulK0TyjbHCKcUPtZBXYF,7,not available
17,River Rises,2cgUuAbgKxogUes21l6BSq,The Gaddabouts,4YKbrs5rlpiUd9YhD2kn1B,Look out Now!,3If8CnWombvLZqUZiN3FI5,41,https://p.scdn.co/mp3-preview/5c8bc876d761f203cc12f1b1a28789d38d2e5e75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Agua De Beber,6B8ckWZ4p80Izvrqbywt0W,Sergio Mendes & Brasil '66,6hCsqVHnBo1BVQWuIjRMkL,The Collection,5dF8zBNO0jEBzv8BngOXC1,40,not available
19,Cuchifrito,3KL71OfzGjSeNeMfPQ4w3V,Carlos Henriquez,7jDk9ohezXq697Zz5X2KPI,The Bronx Pyramid,3tzUc7mPAuBZCWAM28Ithw,39,https://p.scdn.co/mp3-preview/74746a68451368a67874d059a5b6513a8dd3ec22?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Como Traigo La Yuca - Live,4ZMlEw8pXvHuwQwem5kpGF,Chucho Valdés,27mRThsZ9K1BYmz0rioxwp,Live At The Village Vanguard,2S1w7Sc9NukidqKfpylJDX,43,not available
21,Quimbara,7mqqWVpuUHekEdlVOSQjmy,Arturo Sandoval,0MGQZNEMaEICyku3cSDrnJ,Ultimate Duets,28xn3zHQbQHtmAL8dptb4A,37,not available
22,Sunny,2QpwAPgyuRCvL6fBEWvpUN,Negroni's Trio,6clJrNFd1xD5dzc9UzxW7C,Sunny,73Orqh8gNy6wgoCTTEN5Jd,4,not available
23,Sin Tu Cariño,1apn8sck6eZb3zvw6f4vKh,Jazz At Lincoln Center Orchestra,6MnWA8xVW1sEzV9s7wXpQb,Una Noche Con Rubén Blades,3iptT1nxZTR7fX4Cf8KHbJ,38,https://p.scdn.co/mp3-preview/29bfdee9564aa465bf21cedafd1463395a5c3ba5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Só Tinha De Ser Com Você,2MTrACUycdhqhQ9dYpxWJb,Elis Regina,0yFvXd36g5sNKYDi0Kkvl8,Elis & Tom,1xusjxfHer7CzdlQwjuZWx,13,not available
25,Condiciones Que Existen,6rKrh4zGSBCa7aFcyq5Gvo,Eddie Palmieri,2VviFtXYreO6Zn9n8Ibk6C,Salsa-Jazz-Descarga,4DRLWQNSmZ1rnoddSFwPG3,39,https://p.scdn.co/mp3-preview/b8f0d4b1615ea4f0da11a8da57d2e01b5a60e209?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Corazón Partio,2YKpikIUrPvznHwdIimQX2,Arturo Sandoval,0MGQZNEMaEICyku3cSDrnJ,Ultimate Duets,28xn3zHQbQHtmAL8dptb4A,42,not available
27,Tres Palabras,492E26qWIhmnzthZye91v8,Bebo Valdés,3qeECzqe5c7ssusMaDdwbj,Juntos para Siempre,3KqVBTW2XNykZ5r1yRRjo6,40,https://p.scdn.co/mp3-preview/c0b2f27a256dc401bf2a068e59f8c7f4ecc45f55?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Sofrito,727P24JrF2m6tUwVCaQDzq,Mongo Santamaria,2oVwztjpHpJlAvlVVuqVa0,Sofrito,4dqMy1Cc314df6rnSKD9Je,16,not available
29,Batida diferente,6IdTeV8TfNABByZ3bUEUV6,Herbie Mann,6ycoXr0Ayd89vFUT6BOiWo,Latin Fever,5LLQl89oz0vptV3tQefJv2,39,https://p.scdn.co/mp3-preview/153c450700a3f3cdc1fe9db17300c6bce861c3a7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Muñeca,2qXoFz1WkwsIILKJ1Kv6uC,Eddie Palmieri,2VviFtXYreO6Zn9n8Ibk6C,Full Circle,6KARWaySIGqdjCQxAXSBYD,40,https://p.scdn.co/mp3-preview/926af55d985717e0b80fa2adff56d1408f8e8c38?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Mambo in Miami,3LgdE2ElJy94x5qqgJWl7Q,Cal Tjader,3XOVABzceOUTbR3iEz0ImO,Too Late Now,0a4KBsjEsOeqeEFzQW8rhy,38,https://p.scdn.co/mp3-preview/5cc49347983981168528f12efaab6ebb9031ec8b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Bucle,1DQDsPGGlQgVOlY1TKZ32B,Tomás Gubbins,4ZMKJ0qDl9hdPXhsnZk8jM,Proyecto Satélite,77Tb6SEL8rpGI8U0gW4l9x,38,https://p.scdn.co/mp3-preview/9d86392ceba54612a495039a92f9e3eed0f76913?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,2/3's Adventure,3afCxJceMqMAFYOJNFHomm,Jazz At Lincoln Center Orchestra,6MnWA8xVW1sEzV9s7wXpQb,Live in Cuba,2mLRfQqMxdiZSpUHnd0HKy,40,https://p.scdn.co/mp3-preview/b8c3bae28aeb967b184a13f10f9da28bb0dad811?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,People,3g1SiGNM4Rul2vemces7Pp,Arturo Sandoval,0MGQZNEMaEICyku3cSDrnJ,Ultimate Duets,28xn3zHQbQHtmAL8dptb4A,39,not available
35,El Manisero - Mambo Son,00MvNfAAC4O5pSvAZPDnGc,Bebo Valdés,3qeECzqe5c7ssusMaDdwbj,El Manisero,35GjYQu1NvqoJz1uXbtddK,44,https://p.scdn.co/mp3-preview/1e43835964996961b05614cc649cb24b4ffb125b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Africa,54goL1KjbgwruLzJvdkgCn,Alfredo Rodriguez,1dp5YyefJVa9mkiqa3s50O,Africa - Single,7zjOH2EziEf8LP3wgGr519,2,not available
37,La Explosión (Instrumental) - Ao Vivo,1OmzzOmyVL0xf7pCkDyrAj,Irakere,2xbLfmO8N89nCiA55XsSeI,"Ivan Lins, Chucho Valdés e Irakere (Ao Vivo em Cuba)",2kfE5y7Q5cJTC7scuI9Tjw,40,https://p.scdn.co/mp3-preview/dee5c8ad14c39f486f234c57c5edb94b481aa679?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Don't Like Goodbyes - Bonus Track,36GHJdOaMJLh8b5iv4gxhu,Jazz At Lincoln Center Orchestra,6MnWA8xVW1sEzV9s7wXpQb,Una Noche Con Rubén Blades,3iptT1nxZTR7fX4Cf8KHbJ,35,https://p.scdn.co/mp3-preview/5e1bf49b44fcb0150a48d2f827b2cbcd254f8a67?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,La Fiesta,5hGIRMjtrTpdMdTrZv4lh1,Chick Corea,5olDKSsFhhmwh8UCWwKtpq,Selected Recordings,1LS9waBhjOGB9BrQSwkp3b,41,not available
40,Lagrimas Negras,3fxPfBBMeYJQEzGT7oWVEy,Bebo Valdés,3qeECzqe5c7ssusMaDdwbj,Juntos para Siempre,3KqVBTW2XNykZ5r1yRRjo6,39,https://p.scdn.co/mp3-preview/a945056c3c7754845ef6d9132b950913c6d54744?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,"Ay, Mamá Inés",5eeZItvyhs0zNAN17uDnPM,Alfredo Rodriguez,1dp5YyefJVa9mkiqa3s50O,Tocororo,1e2GBOtPyLu7iuNm4EvFKG,40,https://p.scdn.co/mp3-preview/f6bcb907224f744c5835fc43a91d12ff9eaa124b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Con Alma - Live,2BmT47oVarEKfTOyOjiNp1,Carlos Henriquez,7jDk9ohezXq697Zz5X2KPI,Dizzy Con Clave: Live from Dizzy's Club Coca Cola,7bwbHc0k88oDET8KYTRtcm,34,https://p.scdn.co/mp3-preview/82457ec81276d283795dbe325aa1b850e770005c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,El Cantante,62qut4QWc4SptIRYikqvBK,Jazz At Lincoln Center Orchestra,6MnWA8xVW1sEzV9s7wXpQb,Una Noche Con Rubén Blades,3iptT1nxZTR7fX4Cf8KHbJ,41,https://p.scdn.co/mp3-preview/c84a6b2594b99d6bfa1d2094119e33c9c8af5076?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,En Esta Tarde Gris,6QLMwPzna66p3kuJbWQMJ4,Martirio,7r4rviBG63cmxn51zRuMav,Flor De Piel,3thQXVuy3QaPfGgh3wwli6,39,https://p.scdn.co/mp3-preview/b416c8cec1b4a61122b48e2a0bd01e70267d75e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Luces,4fVzIqfRv3VC1doIk9JLnt,Chucho Valdés,27mRThsZ9K1BYmz0rioxwp,Jazz Batá 2,2qNItLdcFnSId2094fNe3A,35,https://p.scdn.co/mp3-preview/99cd27ac00440dd9a58890fa61ac95c6e50badc1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Evil Ways,6LoiJXXZuZejbG6VjmjzA4,Willie Bobo,74Dnr5flGLfLeyV85l0NUr,Talkin' Verve,5tUnjO8Xd6oEhQ0E8Kp6WU,35,not available
47,I'll Call You Later,6s8PZTZXFqIxwnhf1RA1fn,Hilton Ruiz,7uUrPQUnxCoQusOAh5I0D1,Enchantment,3NaX3LlcZvDgsUoscFGOfY,33,https://p.scdn.co/mp3-preview/edfcb9ad97d845ac4137e3041de2b69ed449d06b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Linda Guajira,6LgpmOednaE46TjVgeSFJm,Mongo Santamaria,2oVwztjpHpJlAvlVVuqVa0,"Latin Jazz, Vol. 3",3Frf4Pj6JoecGG62EG8Z8h,37,https://p.scdn.co/mp3-preview/ec53de52a65bb0a557f2bd0ef6fc6942e6351ff5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Mais Que Nada,6Y93sraDY87UwFmGQnRP2D,Sergio Mendes & Brasil '66,6hCsqVHnBo1BVQWuIjRMkL,The Greatest Hits Of Sergio Mendes And Brasil '66,0D1FEIRWIJ6H8SyHLX055P,26,not available
50,Manteca - Live,2uZjbTxjc2n30oyQHMGMha,Carlos Henriquez,7jDk9ohezXq697Zz5X2KPI,Dizzy Con Clave: Live from Dizzy's Club Coca Cola,7bwbHc0k88oDET8KYTRtcm,33,https://p.scdn.co/mp3-preview/9eac9b2395b225cdb1f0794d8f171fa69c78e630?cid=fa83a2fec7c440b7a2795d600d6b2c7e
