Merge 2010,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
23,"No Cease Fires! (Crimes Against the State of Our Love, Baby)",2QIBSvYFX2l1TLljVQidGz,Destroyer,22ojy4H4ZVpowC4lRRC8In,City of Daughters,5t3tFWkra6AALTpSolIX1U,16,https://p.scdn.co/mp3-preview/286437df597caa18cd218c431e391d4ffca8318e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Loves of a Gnostic,1cZLNfmyfbYW8h18vcP9l4,Destroyer,22ojy4H4ZVpowC4lRRC8In,City of Daughters,5t3tFWkra6AALTpSolIX1U,10,https://p.scdn.co/mp3-preview/a957b66e288ccf20ed1a2c5d8b912f16cae0e58f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Destroyer's the Temple,7zett14NaSwamwQJ7og3s4,Destroyer,22ojy4H4ZVpowC4lRRC8In,Thief,6wX2b6YHAN5ojKZDWfEnBe,17,https://p.scdn.co/mp3-preview/dff1c82145b84bf2c38d2343dfd38bfe2d331767?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Canadian Lover / Falcon's Escape,66DjOudEcB83QEBK0z9Buy,Destroyer,22ojy4H4ZVpowC4lRRC8In,Thief,6wX2b6YHAN5ojKZDWfEnBe,11,https://p.scdn.co/mp3-preview/5308086781db57cce135c3e2968088bfc2e9b465?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,The Bad Arts,0Ovyf274zndOidq8QmYPyU,Destroyer,22ojy4H4ZVpowC4lRRC8In,Streethawk: A Seduction,3FcWb4IkALNpE4x9r3Hd41,34,https://p.scdn.co/mp3-preview/e91e5b7e2a3dd16dfa1d7d52e08da8d6377fe368?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,The Sublimation Hour,0x7qxjV9GMhXteiTU3s8nW,Destroyer,22ojy4H4ZVpowC4lRRC8In,Streethawk: A Seduction,3FcWb4IkALNpE4x9r3Hd41,24,https://p.scdn.co/mp3-preview/4a7abec192f844fa337eea22f463e074a0a9579c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Why Does the Wind?,7p0Ji9PzE8YBxUIXIq5KLU,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Love and Its Opposite,34gItjmNIu5VRABCqlrMXR,24,https://p.scdn.co/mp3-preview/f59ebf0befd93a938b73dc69512d03c9f784be96?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,"Oh, The Divorces!",2icTE8tSK4P5lH3eiqG2fj,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Love and Its Opposite,34gItjmNIu5VRABCqlrMXR,12,https://p.scdn.co/mp3-preview/c5190ebd7c2d43debaa72702fe7c1277238861cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,You Are a Lover,6n71XRoPbmDfAun7ukOmPe,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Love and Its Opposite,34gItjmNIu5VRABCqlrMXR,3,https://p.scdn.co/mp3-preview/272de2bcd63f29a374a01a43cf65b4943bed8dcb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,I Hope You Die,4uKyBI1fZAp6G9dyEROQZO,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,My Neighbor / My Creator,6s6rOluQZJFqUBfJK9Yprh,27,https://p.scdn.co/mp3-preview/598f51fc203de32a3963eae4da51b433c55bb61a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,My Neighbor,46WigrWIbvvrx51CslW2ps,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,My Neighbor / My Creator,6s6rOluQZJFqUBfJK9Yprh,9,https://p.scdn.co/mp3-preview/ac75ae9a1d786108f84b5ebf9775477add3b07fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,My Creator,3Zgacj1eN3BhtW7SF2PPB7,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,My Neighbor / My Creator,6s6rOluQZJFqUBfJK9Yprh,8,https://p.scdn.co/mp3-preview/9a57e36db107b8489090181d72ca6133d7c4ced1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Sometimes I Don't Need to Believe in Anything,68AiPAlsUB8P4UszsEChr1,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Shadows (Deluxe),7oFu1IPn9S1QpEjGJrID9B,8,https://p.scdn.co/mp3-preview/498e3df34e46b9ad51e18a3cbd84a9c41f88dd42?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Baby Lee,1ieOsBYIJJdgOyxcLLq90S,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Shadows (Deluxe),7oFu1IPn9S1QpEjGJrID9B,7,https://p.scdn.co/mp3-preview/7fd87a921faa14c1849156a5722631f8a5201817?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,When I Still Have Thee,52biYa8uIe1CrXCAfialiM,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Shadows (Deluxe),7oFu1IPn9S1QpEjGJrID9B,4,https://p.scdn.co/mp3-preview/c56eb8ac65fb7cb93a5cace4f0b4a7e6c2b17fa8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Apologize,7dagnDXGuEfjcnhL9RmqTl,Lou Barlow & the Missingmen,7wWYGO7nxcUlcSLJ5wNb6b,= Sentridoh III,3qXBKUq0At5ZTVleNlfXvt,0,https://p.scdn.co/mp3-preview/7b5f93b3e4a0fd553635874f60fca093d9b6f5a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Gravitate / One Machine,79EZDCBBFKsBQ0v6kwMy14,Lou Barlow & the Missingmen,7wWYGO7nxcUlcSLJ5wNb6b,= Sentridoh III,3qXBKUq0At5ZTVleNlfXvt,0,https://p.scdn.co/mp3-preview/428a89e9b5265e759f1de8212588c941322a1d91?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,I'm So Glad,7mEKMgrcribEZD0tUr1VR5,Lou Barlow & the Missingmen,7wWYGO7nxcUlcSLJ5wNb6b,= Sentridoh III,3qXBKUq0At5ZTVleNlfXvt,0,https://p.scdn.co/mp3-preview/83262d103fb07f24a46b0b8285976b0d6711aa10?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Why Does the Wind? (Ewan Pearson Radio Edit),1E3W34YhfexuqmZ6qcVBMc,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Why Does the Wind?,3lmJQNPClavxlXFFWRLftL,3,https://p.scdn.co/mp3-preview/7c235dcb5f03736275993d29b803e00ea7b95019?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Why Does the Wind? (Morgan Geist Remix),73fq2mdc0jJmcB446fSq00,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Why Does the Wind?,3lmJQNPClavxlXFFWRLftL,7,https://p.scdn.co/mp3-preview/ba5b476d2f7ecbcc3b1c927b68b5e6726f98a81e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Heart to Tell,1KLei8vr5one88ra2XfxK0,The Love Language,44OridJEgBZRRGJXQfOScR,Libraries,2GhtRqqAWewD3iDe5CjiIk,29,https://p.scdn.co/mp3-preview/e009737421f3170dbb82d07cc1806c85be84aadb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Brittany's Back,7MuFmPUE2SHwHvu4lhg5hN,The Love Language,44OridJEgBZRRGJXQfOScR,Libraries,2GhtRqqAWewD3iDe5CjiIk,17,https://p.scdn.co/mp3-preview/6f89442505953a25a363b9133a41f2b186c2b336?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Pedals,7xnFdmlIu6LeXYgVI2crTZ,The Love Language,44OridJEgBZRRGJXQfOScR,Libraries,2GhtRqqAWewD3iDe5CjiIk,12,https://p.scdn.co/mp3-preview/cc72c6ddfd97d6d64ceb97d5b6e74e4af4747e49?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,The Ones and Threes,2CWgiIiimLqEetg7tc1L6O,Versus,4z3gabDVIY1yYKNtOxvIeC,On the Ones and Threes,3laPVF7FTMQRqVe7b4admF,2,https://p.scdn.co/mp3-preview/387b444d08d496f0be75a41d6d0faa96ae8becf8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Gone To Earth,0QMMn6QqJLEHqdTjerwPMh,Versus,4z3gabDVIY1yYKNtOxvIeC,On the Ones and Threes,3laPVF7FTMQRqVe7b4admF,6,https://p.scdn.co/mp3-preview/5f200f522f4b5a9c0dd284f399706d21b60f156f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Invincible Hero,1uONtB0FWbDOtGL8I8sAOX,Versus,4z3gabDVIY1yYKNtOxvIeC,On the Ones and Threes,3laPVF7FTMQRqVe7b4admF,3,https://p.scdn.co/mp3-preview/d22f1a6298a99a014f4ba36564c8d25a3d10757e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,The Suburbs,6EaHDsTWNNJRkCMtptSE6n,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,The Suburbs,7ywq1sBkcgkXsF3MduUPWi,0,not available
50,Sprawl II (Mountains Beyond Mountains),4Ef4ksYK9Yn42rBj0tBer0,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,The Suburbs,7ywq1sBkcgkXsF3MduUPWi,0,not available
51,Ready to Start,6LXqdT2n80uQvmXUM6mJiH,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,The Suburbs,7ywq1sBkcgkXsF3MduUPWi,0,not available
52,Minotaur,4qzHCbimokPRT7iuNjkL6b,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Minotaur,4ppU7Ofj8EZaFM6zq7lCbK,9,https://p.scdn.co/mp3-preview/cfd7ccb10449574f5782f374167ef8c9736157b9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Jerry,06iNmR9vbqL7s6sXrEs6fg,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Minotaur,4ppU7Ofj8EZaFM6zq7lCbK,4,https://p.scdn.co/mp3-preview/c9c6f1b4e4a398c1de1d28f79033d109bb0820f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,As the World Rises and Falls,0BnPk5AW5YXs5b7JyERIz9,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Minotaur,4ppU7Ofj8EZaFM6zq7lCbK,4,https://p.scdn.co/mp3-preview/6c240fcb08e62397bbc262035093e02b7665d7a7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Dirty Thing,0ZL5iEAyEgrNNfjaAZLzdo,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Parallel Seismic Conspiracies,1WwXFkrGHiVoQqJDeupQaO,10,https://p.scdn.co/mp3-preview/a3d2b0ffb50370e57bfcfc09d8b5e35b2c5880a0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,The Drawback,3nMzFV86oBlRLXLRhpFvGa,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Parallel Seismic Conspiracies,1WwXFkrGHiVoQqJDeupQaO,4,https://p.scdn.co/mp3-preview/fe7e50aad86ece4818b3e827e85fa2409babed80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Calling All Doctors,4QGXJbBXtkSg1lZCTs0BSa,Telekinesis,3faZppLa0MVUYBlyp7zDAo,Parallel Seismic Conspiracies,1WwXFkrGHiVoQqJDeupQaO,2,https://p.scdn.co/mp3-preview/2fea2f6c5ec74049b0098141c3afd44740172453?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Swimming (Visionquest Remix),0lK2u5StgUnRnuVsMzhVEu,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Opposites,4fzzFavI5lY6buTVCGe05m,6,https://p.scdn.co/mp3-preview/9108a905651fabf20c8bc59bf912567c70fead9f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Kentish Town (Walls Remix),7vzXtZh3zL6W9ukgXlhAzv,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Opposites,4fzzFavI5lY6buTVCGe05m,0,https://p.scdn.co/mp3-preview/ec2224bdeafc006c2440814b3a5cde6cdc097264?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Late in the Afternoon (Blue Daisy Remix),06qipkUWCrpQbpC62GGrJP,Tracey Thorn,7xFnmid57ZE6iWEXdEXO3b,Opposites,4fzzFavI5lY6buTVCGe05m,0,https://p.scdn.co/mp3-preview/8fec9109ced93e7635a173cb4c8cc48c56d8d161?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Digging for Something,4m80bNaJqbJ0VOqpBHD45P,Superchunk,7lmde7T1WJPFwv1eR6melP,Majesty Shredding,072VzgOsZLEFnbUKh1XhD1,23,https://p.scdn.co/mp3-preview/0be99b35f12760ddb19e004b75cf53d8edfcb419?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Crossed Wires,55bc40CskCGbaFMIGkePtl,Superchunk,7lmde7T1WJPFwv1eR6melP,Majesty Shredding,072VzgOsZLEFnbUKh1XhD1,23,https://p.scdn.co/mp3-preview/b3d0b73cddad819c48c89b3a3dc8b7c3bda2612e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,My Gap Feels Weird,1fKsICMZy7TdTbzqg4plLS,Superchunk,7lmde7T1WJPFwv1eR6melP,Majesty Shredding,072VzgOsZLEFnbUKh1XhD1,21,https://p.scdn.co/mp3-preview/7a1057711e9ba2cbd16a3273a71fca4384758b19?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Year of the Ox,0hxkrFgCyi3mIDURQrMdbd,Fucked Up,05C3EDw4Rf0qMhrdjFKncL,Year of the Ox,0UL1DjmCmKftQIcLSZZJvH,3,https://p.scdn.co/mp3-preview/b72172dbb1c39c0575981b48cf7169351aab4aae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Solomon’s Song,54T9TxS3W6hSh01DDEq2zl,Fucked Up,05C3EDw4Rf0qMhrdjFKncL,Year of the Ox,0UL1DjmCmKftQIcLSZZJvH,1,https://p.scdn.co/mp3-preview/1ac8bdbbceb48fa9ce9ec5fe00446d105fd75325?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Cruiserweights,1N8kPfkOAcKM1Jt4cxR8Gi,The Extra Lens,64WVMQetBLvmJi3OVxjt2G,Undercard,7GTNmrC9hQIBL4tB246pyM,11,https://p.scdn.co/mp3-preview/1f8d8c5f8b9867d41cfefdf8e5d8d94679d852b1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Only Existing Footage,2Iw7og04cZYClOkopQeCho,The Extra Lens,64WVMQetBLvmJi3OVxjt2G,Undercard,7GTNmrC9hQIBL4tB246pyM,10,https://p.scdn.co/mp3-preview/23a1ea1a478f700f8a645a57562e8edcc3f08a07?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Adultery,2OX5hleZ39VMKVyWhmB2dB,The Extra Lens,64WVMQetBLvmJi3OVxjt2G,Undercard,7GTNmrC9hQIBL4tB246pyM,13,https://p.scdn.co/mp3-preview/cfef128b2e6df59c44ee401c59a835fee1867ba1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Odessa - Junior Boys Mix,4KeTGQZt5xSHt7yHnbcKv3,Caribou,4aEnNH9PuU1HF3TsZTru54,Swim Remixes,5dxU8DiuHuyvWop9IxVrH2,0,not available
70,Jamelia - Gold Panda Remix,3vgeWOFRpy9nYTLtwhuxsl,Caribou,4aEnNH9PuU1HF3TsZTru54,Swim Remixes,5dxU8DiuHuyvWop9IxVrH2,0,not available
71,Found Out - DJ Koze Remix,75oEqkjvKAFYnbRJN6gAsX,Caribou,4aEnNH9PuU1HF3TsZTru54,Swim Remixes,5dxU8DiuHuyvWop9IxVrH2,0,not available
72,Archer on the Beach,79vd3dY9D1KBymySdOwtCx,Destroyer,22ojy4H4ZVpowC4lRRC8In,Archer on the Beach,2zkoZ2m1TRonkfNtS5LlJY,6,https://p.scdn.co/mp3-preview/989afad1cd262eb252c479697e72d1a54499556e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Grief Point,4aodcB1p9Q2cS5hmqkzk9F,Destroyer,22ojy4H4ZVpowC4lRRC8In,Archer on the Beach,2zkoZ2m1TRonkfNtS5LlJY,6,https://p.scdn.co/mp3-preview/d3c1accf1d80cddeb1aa091f6d6f00b220bcecea?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,I Put a Spell On You,4kRtEUnEWOH4O98j51Ffnp,She & Him,3CIRif6ZAedT7kZSPvj2A4,I Put a Spell On You / Lingering Still (Live at KCMP),7dtOgiPfITtUk1AWqXaO55,24,https://p.scdn.co/mp3-preview/b9193a85bed69410b9db325abf53891105edd047?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Lingering Still (Live at KCMP The Current),5ZhF53RDPbE5LlzwwLKoX1,She & Him,3CIRif6ZAedT7kZSPvj2A4,I Put a Spell On You / Lingering Still (Live at KCMP),7dtOgiPfITtUk1AWqXaO55,10,https://p.scdn.co/mp3-preview/6381c2fcf2719b759bc68cd07b01ab0816d093c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
