Merge 1997,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
Pos.,Name,ID,Name,ID,Name,ID,9,mergerecordsofficial
1,Rushes of Pure Spring,38ke653pLDN2gB2Lr2DKmZ,The Ladybug Transistor,15qL2oIvXdTLPUiZZypsvi,Beverley Atonale,7fbqO8badShAmwsE4W1PbG,5,https://p.scdn.co/mp3-preview/40ae2a800f8120051746b3c76893db5e8a5c7535?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2,Windy,1qPHm4HjC6HDueJm3j7cFa,The Ladybug Transistor,15qL2oIvXdTLPUiZZypsvi,Beverley Atonale,7fbqO8badShAmwsE4W1PbG,4,https://p.scdn.co/mp3-preview/90515f7705e75a388a6f4fd2a51d757f716c2963?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3,Thoughts of You,6vDPTyUPx8Jnid4TtqEYMa,The Ladybug Transistor,15qL2oIvXdTLPUiZZypsvi,Beverley Atonale,7fbqO8badShAmwsE4W1PbG,1,https://p.scdn.co/mp3-preview/2af7a53ed9531e827e2b985958ca8d3e2cd42b0e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4,Spying on the Spys,4KczcmY38DFdZFtVGLCglQ,Portastatic,5YFFss1uTFY0gfMMR1f9FD,The Nature of Sap,1cEIc7MuZb41Tt3kzybBVL,3,https://p.scdn.co/mp3-preview/dc52162ad52b7589ce8441a07fc5a6bdc5fe594c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5,The Nature of Sap,5Vn1GrEnFYmXpVdJalsVHA,Portastatic,5YFFss1uTFY0gfMMR1f9FD,The Nature of Sap,1cEIc7MuZb41Tt3kzybBVL,0,https://p.scdn.co/mp3-preview/39f6de2526f512e78108e147bbccd6fe963a7946?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6,Flare,4jTigPzl6hS5hVoDYdya2x,Portastatic,5YFFss1uTFY0gfMMR1f9FD,The Nature of Sap,1cEIc7MuZb41Tt3kzybBVL,1,https://p.scdn.co/mp3-preview/5bb818a1249b48f0cd8f4b64b4fde05c1714418f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7,Listening To Sally,6e6vZDETdjPdV07bmrLL8G,Honor Role,0S6D56XwR8wLBcj0QYhvkh,Album,4YH9jXOizTTW6fBeUysK0h,4,https://p.scdn.co/mp3-preview/bdabdd9b87156c919a46e1c4748ee87b08a8d69f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
8,Purgatory,7sMEL7wSPsBBoRvvUTIgcs,Honor Role,0S6D56XwR8wLBcj0QYhvkh,Album,4YH9jXOizTTW6fBeUysK0h,2,https://p.scdn.co/mp3-preview/b18ad414713f4a224d594cb1e1a5b831f5ec455d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
9,My Place,0l0r7Mc4dcFaLhAPZ1H4EE,Honor Role,0S6D56XwR8wLBcj0QYhvkh,Album,4YH9jXOizTTW6fBeUysK0h,1,https://p.scdn.co/mp3-preview/18e749fcc2386c04581e4d27d360e747931c47f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10,Smoke And Mirrors (Mark Robinson remix),3xw7yMaFahefsYj1RnvwnN,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,MRG100,2TgVYyqMp9Kpq5HXkqaLXy,1,https://p.scdn.co/mp3-preview/5db5d2e5d88485426a407cab273d951ed3c04e47?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Eastern Terminal (Mark Robinson remix),21FwalXTS7oyagSpI0WQqn,Superchunk,7lmde7T1WJPFwv1eR6melP,MRG100,2TgVYyqMp9Kpq5HXkqaLXy,0,https://p.scdn.co/mp3-preview/2d63d33afbd37f0a1e08e51459fd6a80a76829ce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,What to Do But Cry?,5R23CIOah64pIAtJ75mELu,The Third Eye Foundation,1C4Ix8pbUGqzAP79elcpcm,Ghost,37Da8VKjeEpE02w6X1juYW,0,not available
13,The Star's Gone Out,5ZpZl26oPukU5iS9PRU0r8,The Third Eye Foundation,1C4Ix8pbUGqzAP79elcpcm,Ghost,37Da8VKjeEpE02w6X1juYW,0,not available
14,Ghosts...,1aKuQvATRbQChCfEDPhBiw,The Third Eye Foundation,1C4Ix8pbUGqzAP79elcpcm,Ghost,37Da8VKjeEpE02w6X1juYW,0,not available
15,Spring Training,1Kf9qQOgrJXhPdk7blK9it,Pipe,0KriewItcHJW9jVR3yD6jJ,Slowboy,1S7O2GvC9YagSywC2Tw5Vt,0,https://p.scdn.co/mp3-preview/53d0b41a8808f8dfe079f393801f4e27b9435699?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,How the West Was Won,58fTAjpPhyYXKtdhELpjTx,Pipe,0KriewItcHJW9jVR3yD6jJ,Slowboy,1S7O2GvC9YagSywC2Tw5Vt,0,https://p.scdn.co/mp3-preview/c3527e935e76f0cfe351c3d8bef3745242ad01f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Chula,4XCwDIyF2aCsr9h48ITTl2,Pipe,0KriewItcHJW9jVR3yD6jJ,Slowboy,1S7O2GvC9YagSywC2Tw5Vt,0,https://p.scdn.co/mp3-preview/f72649afd34e16d27cca3e29d575456ac983b195?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Watery Hands,4XozCWeVbJdG47wERdG2Vn,Superchunk,7lmde7T1WJPFwv1eR6melP,Watery Hands,7DGvC5z2g2NOsfiSJvF5o1,5,https://p.scdn.co/mp3-preview/e126e1f63184fe8b5d8b0068f46685aa9938de49?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Look Up and Be Amazed,0yhKjweWJ9sc9XIoH8HcDO,Beatnik Filmstars,6gwKOw4WCScGGqTkw2bf8d,In Hospitalable,5N3Sfbns7XtWVa28ytWpnR,0,https://p.scdn.co/mp3-preview/0eaae0de34b657b19c770df3e42d2a6c5388db71?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Hep Boys (Into Krautrock),5H4bgLSQX9cyGxGINnjflB,Beatnik Filmstars,6gwKOw4WCScGGqTkw2bf8d,In Hospitalable,5N3Sfbns7XtWVa28ytWpnR,0,https://p.scdn.co/mp3-preview/107660028888db67c17f04690eb0035a4c5e1f6a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Everything Is Relative & This Is a Take,50Yy2R16vI4B3PsKTzo8aH,Beatnik Filmstars,6gwKOw4WCScGGqTkw2bf8d,In Hospitalable,5N3Sfbns7XtWVa28ytWpnR,0,https://p.scdn.co/mp3-preview/bfd2b2b0cddff6266d325bf31541b500c4fef162?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Nu Bruises,3tvME8A2DomNgRkzvGQXgA,Superchunk,7lmde7T1WJPFwv1eR6melP,Indoor Living (Remastered),4NydphOh8w46qpEpD4jOzV,9,https://p.scdn.co/mp3-preview/4dce1cba7daa0a3df3a80da140c6debb4521026b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
