All Out 50s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
18,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,The Man Who Invented Soul,3Seie4YIVLWtPw2hQrouNY,73,https://p.scdn.co/mp3-preview/8aaf03977a5caa7ab2995e71e07b735a77c9a8de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Wake up Little Susie,11fNLqDB47gMKj7BHhR2Qr,The Everly Brothers,4ACplpEqD6JIVgKrafauzs,The Very Best of The Everly Brothers,4lmdDGcU5u1xk3GCcVJSYT,62,https://p.scdn.co/mp3-preview/7af0b0e4d8adc4df9ca18b597f6f279ea4419f0b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Peggy Sue - Single Version,1a4YRgItMM4aGilIg99elY,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,Buddy Holly,5XWRJhJ3Uc5ndutOMtjSkf,11,not available
21,The Great Pretender,2FkCjtQ1lYsf71s2FAS8hE,The Platters,6KWcxMWVNVIYbdOQyJtsSy,The Platters Golden Hits,7l3vhUqMYbu62TIKSocf4B,63,not available
22,Sugar Sugar,19qzSe9XbN4BdJdvxBK5Xl,Doogal,4n3vjMRdlAytJbOmCH3gbi,Doogal,2ILMYokXxVNgm0x8VlOjw2,9,not available
23,That's Amore,2viNxee3uNcVXrXvwAUVir,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,Forever in Love,5G0DaDS3kbsDulknFND6eo,8,not available
24,"Que Sera, Sera (Whatever Will Be, Will Be)",0CozDlSNCJObj8Jqeq71sh,Doris Day,3ESG6pj6a0LvUKklENalT6,Superstar Files (75 Original Recordings),2F9ElsNy5OyR08AJFRITYv,8,not available
25,Then He Kissed Me,7jeOETwLUP84mPQzxlD5nh,The Crystals,7rewR1TVjhisjI6gauUamf,Da Doo Ron Ron: The Very Best of The Crystals,11ho9FxQbJjMbQn1P1yWpm,59,https://p.scdn.co/mp3-preview/bbfeaeb4d024a9a15366d8c0a39024d0ed7e7f3f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,The Platters,6KWcxMWVNVIYbdOQyJtsSy,Remember When?,3hf24dCfmmDihusVyBLliZ,62,not available
27,Jambalaya (On The Bayou),1slMt4LizkO9dVcMZItJ1O,Fats Domino,09C0xjtosNAIXP36wTnWxd,The Best Of Fats Domino,0aJTqumjo0IA5saTW58Xzm,9,not available
28,It Doesn't Matter Anymore,7KGbqCYWaXdJxhsuilkcwF,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,20 Golden Greats: Buddy Holly Lives,3oU3OPTKI0JfsVunkeODJE,4,not available
29,Tennessee Waltz,7t8Tzd9FqVz2asFMCL0HpZ,Patti Page,4nZN9kln8toEzOifhWG2uF,Rockin' Gals Of The 1950's,27lZJLd8V0j7jQdmQ7ZNx4,4,not available
30,Do Wah Diddy Diddy - 1997 Remastered Version,5kWobkGc1McvhM4LzWyJO3,Manfred Mann,5670CyWrIOA7702gNjsGMZ,At Abbey Road,4Iizap6rgpM8EWv8FW8b0b,12,not available
31,Blue Moon - 2004 Remaster,39hE7MMHFjYsqv7zwhR6LD,The Marcels,1JQYskbOoudT9cylam24a3,The Very Best Of The Marcels,3C7NfD2eij939ZtxhoRjLq,46,https://p.scdn.co/mp3-preview/ef8fb09d396efe182a2db27d18aa6b09b0e99b04?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,Fats Domino,09C0xjtosNAIXP36wTnWxd,Fats Domino Swings,3vte37u7rIAmMZJwNyJSjf,58,not available
33,True Love Ways,7KW8zYlJwFieEHMgMresJN,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,The Very Best Of Buddy Holly,4ufhEXGkugwUgZ2fOHx5ts,8,not available
34,A Teenager In Love,0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,2loYllWFfoWpoxC5YrJKc4,Presenting Dion And The Belmonts,6z1hD32vUCvJZVjVZMv7el,62,not available
35,The Locomotion,53UXqZaarqFPAFEy7dT1m1,Little Eva,4S76LQXJD6N2uPcLhKejG8,Playlist: The Best Of Little Eva,4hiDQjQltfdWHqAdiQqe7n,55,https://p.scdn.co/mp3-preview/5e27bdc0f5a4cab8f5e75cc9c83f7979c49d651f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,One Fine Day,6vcG9EgeqJUSmmF65lxUm6,The Chiffons,05sIdEkXAYDbDDdv3T56Oj,The Chiffons Absolutetly The Best!,1WvYZcG9v3WzzNNkwpreGq,63,not available
37,Sherry,0NpvdCO506uO58D4AbKzki,Frankie Valli & The Four Seasons,6mcrZQmgzFGRWf7C0SObou,The Very Best of Frankie Valli & The 4 Seasons,0NUEQILaBzavnzcMEs4buZ,59,https://p.scdn.co/mp3-preview/3d1e5ad6cca790e85e25396adc39d5506c2bc2ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,62,https://p.scdn.co/mp3-preview/8a379079e4bd03c72cc847ec1ea58f0a332d16ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Crazy - Single Version,5SAQzOl4teRowjStrY3pjw,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,Dreamboats & Petticoats Presents: Petticoat Collection (Warner Version),6vvUqcQ7KAqvet9FQlIgJy,7,not available
40,You Send Me,7fPOOCejoBt3dIm6UcEdm8,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,2y8HUdUGjoCEVhJtivTPjC,7,not available
41,Diana,4chlGZQX5uPYpRLp3NezmX,Paul Anka,7ceUfdWq2t5nbatS6ollHh,Put Your Head On My Shoulder: The Very Best Of Paul Anka,75zBkbUSaFzpyPa1mBDjON,53,https://p.scdn.co/mp3-preview/552f07cb0f0e4c3b61cab6537048ed181361284a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,He'll Have to Go,7DH5dXVuQaqcKf9oTy9oUN,Jim Reeves,2Ev0e8GUIX4u7d9etNLTXg,The Essential Jim Reeves,158F4r9awKr4bs7X5E49JA,55,https://p.scdn.co/mp3-preview/c0a9bc3dfd30c45748f7acc2e6f19290f0402abd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Please Mr. Postman,5Z0Gjyykj0o7qpFrMVBUk2,The Marvelettes,0MponVSpW81oLvJZ53vYZH,Because I Love Him,4KtmpO75zMHm4OGWuYGTzR,5,not available
44,Don't Be Cruel,01u6AEzGbGbQyYVdxajxqk,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,63,https://p.scdn.co/mp3-preview/55f71e5caaccf649dd8c1ab9742cd0c09e1e65e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Runaround Sue,1DndHckdH9m5rp6gYP086b,Dion,15FyiY3ChN0QRspHIQYq0W,Runaround Sue,20vUqyMzF8fgQhkdLdtzi7,65,not available
46,Poetry In Motion,4DXguzI17cyQaPjggc7fZR,Johnny Tillotson,36msvw9B10rxW90NSQ2794,Teen Idol Best,1bPWjd3GVoApHWGUYO8ALm,43,https://p.scdn.co/mp3-preview/441ac035988e2ae4e1207715dee803af8a07af99?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Everyday - Single Version,6qfIne1xNg5GDcmg73x0N8,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,Buddy Holly,5XWRJhJ3Uc5ndutOMtjSkf,10,not available
48,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini (Bonus Track),7vxdcpE3MZjoy6YORh5sTD,Brian Hyland,6YROFUbu5zRCHi2xkir5pk,Let Me Belong To You (Expanded Edition),4b8FFA2mCSJvRYgtwizUmy,5,not available
49,Stupid Cupid,71uRTq9mNhaSMbrry5nIC3,Connie Francis,3EY5DxGdy7x4GelivOjS2Q,The Very Best Of Connie Francis - Connie 21 Biggest Hits,4Y0FGsHJJbexHT2LPzUGFU,8,not available
50,"You're Sixteen, You're Beautiful (And You're Mine)",3BS7w8YLPtEgon7Ioujcsz,Johnny Burnette,3PrFCybHMqrcPls31JxoIl,Johnny Burnette's Hits And Other Favorites,0cI6nOxHCXbkbVH9BPcI14,2,not available
51,"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",50meIWPMuhYgQSXfSsUvtI,The Spaniels,0EkpTQlDjByRT3m4wOsr4P,The Very Best of the Spaniels,1EmuK9fr4cSt3hys4l1Uha,46,https://p.scdn.co/mp3-preview/9b42b1cc81d9a440a35c0a621827996fb39a6944?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Personality,61V6mV68gSNKaYPx672x4T,Lloyd Price,3iOE5ItEv5xr9fmKi7GNh2,Mr. ''Personality'' (Original Album Plus Bonus Tracks),3k8pcEhRuvejonSRZWXgWj,37,https://p.scdn.co/mp3-preview/aa187ec4e16d0f290e577422dd4e47b22691c9af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Twilight Time,1tu5rCtK0jCLMeoWCYnttf,The Platters,6KWcxMWVNVIYbdOQyJtsSy,The Best Of The Platters,48VpGQRP9z2Nhw2iq1uyaN,8,not available
54,Unchained Melody,0kjR2WOZOUVO33MBrEtKkn,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,The Essential Collection,3JyLurttPB5NgQ0WRnhnkK,34,not available
55,Da Doo Ron Ron (When He Walked Me Home),0fonScmHUzC0MglSLn9saA,The Crystals,7rewR1TVjhisjI6gauUamf,Da Doo Ron Ron: The Very Best of The Crystals,11ho9FxQbJjMbQn1P1yWpm,57,https://p.scdn.co/mp3-preview/8bb1c8436e969f5eba1d616854b2a3b687c65376?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Blue Monday,7iwQPvyViIkyT0HWnatjnk,Fats Domino,09C0xjtosNAIXP36wTnWxd,Fats Domino Swings,3vte37u7rIAmMZJwNyJSjf,48,not available
57,Rave On,7jPKMlLGZAMnGntHaFeU12,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,The Very Best Of Buddy Holly,4ufhEXGkugwUgZ2fOHx5ts,9,not available
58,Big Girls Don't Cry,3VPJVon5HEa2VGZC62RJfW,Frankie Valli & The Four Seasons,6mcrZQmgzFGRWf7C0SObou,The Very Best of Frankie Valli & The 4 Seasons,0NUEQILaBzavnzcMEs4buZ,53,https://p.scdn.co/mp3-preview/f1dcb7e6263928fca20e7b3fca3d4cb041e4b46f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,I've Got You Under My Skin,1hSlBR0fAUCyB7jNtztE1s,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,Ultimate Sinatra,0Cx7IYEdG2T70z9xFknhDT,9,not available
60,Dream A Little Dream Of Me,3vFVS2WYHDG4KkWCNecvpn,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,Ella & Friends,5PwtIbLxUKAgPU05eqT6ja,8,not available
61,Tell Laura I Love Her,3ic8Aie35Q7XuzmODprc0Y,Ray Peterson,7BDI9Iqt24gl4RGdS6hWs9,Goodnight My Love,42FHlMA9rY1J5AVfQ7No14,44,https://p.scdn.co/mp3-preview/35d5061a22e4ae383abecc552983b9435e61e51f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Great Balls Of Fire,3YmELj8vHY6mKIzphgtQlM,Jerry Lee Lewis,2zyz0VJqrDXeFDIyrfVXSo,The Complete 1950's Masters - Jerry Lee Lewis,6msW9XLguF1wBVT0TyroP8,9,not available
63,Why Do Fools Fall In Love,6XAcmxPbCfMzLBvjBd2G0H,Frankie Lymon & The Teenagers,40Zt6u0Ig5vXtrq0htgqvt,Frankie Lymon & The Teenagers Greatest Hits,4XtIZdH7Q9CTW31BKo6KkC,4,not available
64,I Left My Heart In San Francisco,3nr6QXimwd9K4hpuFdgr6N,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,The Definitive 60's (sixties),4B5tAsWRbuik1yAOzdZcuX,5,not available
65,Oh Boy!,6RTkXVzvqdRRynfQFE3Wwx,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,Not Fade Away: The Complete Studio Recordings And More,38lTdi7js07ez2i7252Uha,6,not available
66,Volare (Nel Blu Di Pinto Di Blu) - Remastered,5OkKOkdVTKFrYi6GWXkMzR,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,This Is Dean Martin,7dfnxOYh1XR9AKqCcGckGX,65,not available
67,Oh! Carol,1VI29k31nGdasgJ8BBpPu8,Neil Sedaka,5N6GwJzOcOY5kv8p0NjhYL,Collections,7s1t3zA17RfNVhMYv2v52o,49,https://p.scdn.co/mp3-preview/26edd91a28c8704814abe0378f9394cb6e5f56af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Summertime Blues,1ZWIQXfAquWtLDK5aOUczS,Eddie Cochran,1p0t3JtUTayV2wb1RGN9mO,12 Of His Biggest Hits,4URqXxoj7ZPdqxVxVwiHoe,9,not available
69,Unforgettable,5h1mm1R9Jy531CbvptILX7,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,The Unforgettable Nat King Cole (Remastered),4GTwzXDzczrmF67glcuNxt,15,not available
70,Sea Of Love,14T8UhqU8EaJpp3tRxqJbr,Phil Phillips,4RoSFlSfHkTux15j7kUIAc,Golden Hits forever V5,7aDs155Ps2HI81WIrqQ6Oh,5,not available
71,Sweet Little Sixteen,1gU6T4sESXRt6RC2ufSqDf,Chuck Berry,293zczrfYafIItmnmM3coR,The Best Of Chuck Berry,3j70UxCvWwoWDsjm1TbWKj,4,not available
72,Hound Dog,64Ny7djQ6rNJspquof2KoX,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,70,https://p.scdn.co/mp3-preview/f683997c027a50649aa3b6c627cd67bd1a9364f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Blue Velvet,6AEFQ8LIJg5d3Uv3zsPaM7,Bobby Vinton,6bOYtKnpLPQSfMpS2ilotK,Blue Velvet - Greatest Hits,5f1qDVhBhdIwFvCBNfbQim,6,not available
74,Only You (And You Alone),66D7zHfeW0frszhjR9ewZ1,The Platters,6KWcxMWVNVIYbdOQyJtsSy,The Best Of The Platters,48VpGQRP9z2Nhw2iq1uyaN,7,not available
75,Come Softly to Me,3Gblk9QbHafPg1mk76OSsh,The Fleetwoods,673J686eeEXMYJorgQ70lX,The Fleetwoods Greatest Hits,3rcFubLfZ8oTk76T9olE9L,45,https://p.scdn.co/mp3-preview/4fc2a25976e0b01dadaffd0c930c058a21e887ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
