All Out 80s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
14,Super Trouper,7AMnWNkwYPxaVDgkwmEEKj,ABBA,0LcJLqbBmaGUft1e9Mm8HV,Super Trouper,1nVUhbpkGwlTKxSIF6UJyM,21,not available
15,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,Born In The U.S.A.,0PMasrHdpaoIRuHuhHp72O,77,https://p.scdn.co/mp3-preview/ca523bfc94766689529e443009bcec6b56cf8b6a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,George Michael,19ra5tSw0tWufvUp8GotLo,Faith,34K1Kvskt9arWy8E1Gz3Lw,76,https://p.scdn.co/mp3-preview/ad227db8dedb8bbe85768d81a804db1d6e537967?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,82,not available
18,Every Little Thing She Does Is Magic - Remastered 2003,60HDLY1Dh2Hy9wTVI3WPzO,The Police,5NGO30tJxFlKixkPSgXcFE,Ghost In The Machine (Remastered),5ghoXlpcDLKp3QNC2mzZ8A,25,not available
19,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,2jzc5TC5TVFLXQlBNiIUzE,Hunting High And Low,1ER3B6zev5JEAaqhnyyfbf,84,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,Whitney,5Vdzprr5cOqXQo44eHeV7t,82,https://p.scdn.co/mp3-preview/3bb02cefe0aca5129bb4be624a3f0dba6f31409f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Wake Me Up Before You Go-Go,5XsMz0YfEaHZE0MTb1aujs,Wham!,5lpH0xAS4fVfLkACg9DAuM,Make It Big,0CpBTGH3Eewlbw35IclPdm,27,not available
22,I Want To Break Free,3mvoMBK8QDtnhz8U2L2XK2,Queen,1dfeR4HaWDbWqFHLkxsg1d,The Works,39MMaY4ampwjkSOFahHnKi,17,not available
23,Heaven Is a Place on Earth,37Q5anxoGWYdRsyeXkkNoI,Belinda Carlisle,7xkAwz0bQTGDSbkofyQt3U,Greatest Vol.1 - Belinda Carlisle,3fzHLg5RfRXzQlHlR4F7JG,72,https://p.scdn.co/mp3-preview/d51127e836e3a7bf005ecc519f2766a862a5739d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,9 to 5,4w3tQBXhn5345eUXDGBWZG,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,9 To 5 And Odd Jobs,64Ky1tqKPfwxhJs6msphWd,77,https://p.scdn.co/mp3-preview/a3c584358e68ee984ac4b1f31d4a832fb46aeeb9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Got My Mind Set On You - Remastered 2004,3OeUlriM0EZHdWleJtjoVr,George Harrison,7FIoB5PHdrMZVC3q2HE5MS,Cloud Nine,1nbq8GgaVdINI3PulXvPUq,71,not available
26,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,Tango In the Night (Deluxe Edition),4AsXQ17Arq1cUVoa9dKJ3F,79,https://p.scdn.co/mp3-preview/fc21d8858878cc332046baf964a9ef19f9510e99?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,Come On Eileen,3xKsPtA5XG91Zlh0SyycmM,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,Come On Eileen / Dubious,6NzkNnLVrSumwkftZcNfkn,21,not available
28,"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,Footloose (15th Anniversary Collectors' Edition),4FZ9s0pelFSliPWhVEWRcC,72,https://p.scdn.co/mp3-preview/ab731e85f55caa38a697c1e825728df2f78e5c85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Islands In The Stream,4WrwO9Un3ji5wnNySDGHwQ,Kenny Rogers,4tw2Lmn9tTPUv7Gy7mVPI4,A Love Song Collection,0AtWFXOdX6hnMIXRfpYoyS,21,not available
30,Radio Ga Ga - Remastered,1nQRg9q9uwALGzouOX5OyQ,Queen,1dfeR4HaWDbWqFHLkxsg1d,The Works (2011 Remaster),5RS9xkMuDmeVISqGDBmnSa,77,not available
31,Hungry Eyes,25BxqC9Yo7TQ175DLAyMJs,Eric Carmen,2ekjTXgjxbWwBX5lTAj4DU,Dirty Dancing,03HVo5MVOWQ4kilTtF1Czg,24,not available
32,If I Could Turn Back Time,0eHZ7dpv4iT7bMEYDoILIa,Cher,72OaDtakiy6yFqkt4TsiFt,Heart Of Stone,60Q5H9OJaMs0sFzImKDJ8s,20,not available
33,Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,The Best Of The 80's,1WNKfSND9D7t30sBPDo1gr,69,https://p.scdn.co/mp3-preview/b7dc055382341560973132ef4dcb45c150875f37?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Everybody Wants To Rule The World,40dJCw4xU6Bd5ie9rfagNo,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,Songs From The Big Chair,4yaypP8ytl2ghM2kiNSD8a,26,not available
35,Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,Starship,0kObWap02DEg9EAJ3PBxzf,No Protection,6FTFKwFEs3hwpnj68VKXg3,26,not available
36,The Winner Takes It All,5kBZR12AntJUTo9UeAsKqP,ABBA,0LcJLqbBmaGUft1e9Mm8HV,Super Trouper,1nVUhbpkGwlTKxSIF6UJyM,23,not available
37,I Still Haven't Found What I'm Looking For - Remastered 2007,7gozgbG5EBTukCFWToTRA5,U2,51Blml2LZPmy7TTiAg47vQ,The Joshua Tree (Deluxe Edition Remastered),2qKmY7yt0kXdzSQxYAu9eZ,27,not available
38,Time After Time,1Jj6MF0xDOMA3Ut2Z368Bx,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),4pox3k0CGuwwAknR9GtcoX,74,https://p.scdn.co/mp3-preview/0bd40c4c5f27548fd83f721380b99466c1c2094f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,All Night Long (All Night) - Single Version,5a9BgulCg84pm4kgwGGArI,Lionel Richie,3gMaNLQm7D9MornNILzdSl,The Definitive Collection,2Rd1gDdcoKvdtwKRwFk3SF,37,not available
40,Don't Dream It's Over,7G7tgVYORlDuVprcYHuFJh,Crowded House,7ohlPA8dRBtCf92zaZCaaB,Crowded House,1dJpgn1rqvvr4yyNYLEYBG,73,not available
41,Walk Of Life,4tyl9OMKMG8F2L0RUYQMH3,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,Brothers In Arms (Remastered),1NF8WUbdC632SIwixiWrLh,27,not available
42,Here I Go Again 87 - 2017 Remaster,0Cp7pkYwl4WCGRHhrfcsrg,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,1987 (30th Anniversary Remaster),6ujO2Xzt247YCYIpAmcb4r,60,https://p.scdn.co/mp3-preview/cf5e7d1ae4471ab49f6c74e30f6228bb383a2343?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Purple Rain,4m2GdLuOhDt6rFbgOFMHIL,Prince,5a2EaR3hamoenG9rDuVn8j,Purple Rain,2qSwmENEVYoacaxatupAaE,18,not available
44,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",1UvTPXlImVd4jcucK4qJwb,Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,LOVE,7KRJ8x3IpetRApZ8LGS2Pi,62,https://p.scdn.co/mp3-preview/a8fb0eb28d9d8f6ca56252a18ba84ecbe434a294?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Manic Monday,798fUF6UnRn27xiVuKyJCi,The Bangles,51l0uqRxGaczYr4271pVIC,Different Light,4hdp78YnsVLv4Hx5wPXpOp,59,https://p.scdn.co/mp3-preview/858242cab53e228452185b1ac2923415aefd7e26?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,84,not available
47,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,I Love Rock 'N' Roll (Expanded Edition),555qwe1qUgLdee80TZ2CQt,73,https://p.scdn.co/mp3-preview/ad274b86895873e529858bf3a090e2820170ef98?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,The Proclaimers,1A92IAcd7A6npCA33oGM5i,Finest,7hPq9fDWwXPo1tT0oi3XcM,75,https://p.scdn.co/mp3-preview/2919264bff964a01ab401bdb3d15b2a953301ae0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,The Boys Of Summer,7KY40pRBPKQSaSe0j5nKUK,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,The Very Best Of,2yPVB4tLlnfBl8SgcX8qDv,23,not available
50,Material Girl,22sLuJYcvZOSoLLRYev1s5,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,75,https://p.scdn.co/mp3-preview/5ff7f7b7d2af1a747da275bed3c49054c01b5b1c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,We Built This City,7aHRctaQ7vjxVTVmY8OhAA,Starship,0kObWap02DEg9EAJ3PBxzf,Knee Deep In The Hoopla,0I0eWeNKn0flG4FryxVjGx,29,not available
52,You Make My Dreams,4o6BgsqLIBViaGVbx5rbRk,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,Voices,4LniALl9S6YedTFdiZWOMS,79,https://p.scdn.co/mp3-preview/771d17fd95b403d1cedf9337822038f31847dcf6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,The River,6YNIEeDWqC09YIWzhoSVLg,70,https://p.scdn.co/mp3-preview/9b30e413e6060fa47768df99c0ac8ab9906f07e8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Don't You Want Me - 2002 - Remaster,5lmYpa6EaVAKAlwxMf7q5c,The Human League,1aX2dmV8XoHYCOQRxjPESG,The Very Best Of The Human League,3Vgpl5ixDyU5W7lVDLeFhi,19,not available
55,You Got It,6r20M5DWYdIoCDmDViBxuz,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,Mystery Girl,1UPcuqLY9PC99fQAqWgrSU,70,https://p.scdn.co/mp3-preview/eb3bd8abcaf109b69a0a320dd64ddcbb2c5c0bef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,A Little Respect - 2009 Remastered Version,7aS418hRnOnYrXeyrZilwk,Erasure,0z5DFXmhT4ZNzWElsM7V89,The Innocents,0M2jouCUu3u6qUXSS2vgYI,71,https://p.scdn.co/mp3-preview/edecc3ef593a05f17ea4dfd0fc2842033d7a9b31?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Higher Love - Single Version,17Ng10tIgnYmAitl0SgT3R,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,'80s Pop #1's,4Z1n0xes29RVzPttal9QOY,65,not available
58,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,Graceland (25th Anniversary Deluxe Edition),6WgGWYw6XXQyLTsWt7tXky,77,https://p.scdn.co/mp3-preview/ff8c2381dbea9e5c5da615f6321d42c603175761?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,Kim Carnes,5PN2aHIvLEM98XIorsPMhE,Mistaken Identity,3iMwQk5yE0UDDKbLCdcxZA,73,not available
60,Heaven,7Ewz6bJ97vUqk5HdkvguFQ,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,Reckless (30th Anniversary / Deluxe Edition),2o2G49EPi4lua5zgxUKhLL,77,not available
61,The Power Of Love,2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,Greatest Hits: Huey Lewis And The News,0u34k1ANjgZ47uQfG9yaLj,74,not available
62,Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Tattoo You (2009 Re-Mastered),15XNBzVWARPMlu0sEbfBjJ,78,not available
63,Invisible Touch - Remastered,480dDrqG7LO6qDaphHeXlM,Genesis,3CkvROUTQ6nRi9yQOcsB50,Invisible Touch,5BDGtXKMQ6k267KX4PoGhP,68,not available
64,Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,Queen,1dfeR4HaWDbWqFHLkxsg1d,The Game (2011 Remaster),58alCatewkjNm9IM1Ucj67,83,not available
65,I Want to Know What Love Is - 1999 Remaster,1JLn8RhQzHz3qDqsChcmBl,Foreigner,6IRouO5mvvfcyxtPDKMYFN,Agent Provocateur,4oQhDQDKMeI6IMlwpXt3j8,78,https://p.scdn.co/mp3-preview/cb8c1bc4a400807b09d60c5c7d7402acdfe79988?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Always on My Mind,07ABETRdek3ACMpRPvQuaT,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,Discography - Complete Singles Collection,0Jt2LzWgtGxy3GZH5i2Kcy,71,https://p.scdn.co/mp3-preview/c166b879110c7659204e2c464ed3048b0a8fb6bb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Rosanna,65vEK65KeqeH11s3Ym8BWO,TOTO,0PFtn5NtBbbUNbU9EAmIWF,Greatest Hits: 40 Trips Around The Sun,5ChYBNgy8o2ps5716s1GH2,62,https://p.scdn.co/mp3-preview/0160f2b9d8e9983f6cf0168bf0d7e21522d80bf6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,I Just Called To Say I Love You,6RNDeRnWsRMjPdNVgupZCs,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,At The Close Of A Century,04giHQ9zptJUHUvtIyxL9Z,76,not available
69,St. Elmos Fire (Man in Motion),1A2PWRltFrX8iB8IP3CUgo,John Parr,3Z1tibPKhUYWCno0IYicCN,St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,70P9doc1EAqyb36gRmaPcU,70,https://p.scdn.co/mp3-preview/8f16e65db36d6a0f529a9f51f80b22f48685b6aa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Holiday,7arHM2KZ0KzIZXFVDRGClI,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1DWWb4Q39mp1T3NgyscowF,61,https://p.scdn.co/mp3-preview/707260adff8a4d4b5b041ee5abeebe04ac9831ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Valerie,3nQuDlaVZApyrG6tdsETe0,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,Talking Back To The Night,67GJ1YfGLgqvcxifvKyOBU,19,not available
72,She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,The Platinum Collection,5XMbe4Ie2mlpsKsrIx1x5r,22,not available
73,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,The Very Best Of Bonnie Tyler,1CuFf5IslmlCno7DAFjrt9,76,https://p.scdn.co/mp3-preview/f48d5786b2115ef778856979ab8823072c0d8a7c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Sledgehammer,029NqmIySn1kOY305AAhxT,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,So (Remastered),0hQb1KT6L3iEYRkS5u8cjm,65,not available
75,With Or Without You - Remastered,2x45xqISlmmDJqxOqr8BuS,U2,51Blml2LZPmy7TTiAg47vQ,The Joshua Tree,5vBZRYu2GLA65nfxBvG1a7,62,not available
76,The Look,0ZfM5XfJTtFPhOxAERRnNY,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,Look Sharp! (2009 Version),1iI5YZkqNUV7VmrEi4uOP9,71,https://p.scdn.co/mp3-preview/d7698dbbf903869aeecc6cd749b1eed113adf71c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,1984 (Remastered),3REUXdj5OPKhuDTrTtCBU0,79,https://p.scdn.co/mp3-preview/f6e554cadfb84a511acbbd8661741b805ecca193?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,I Knew You Were Waiting (For Me),58lTbZKr7XkkR4zEpoLhYH,George Michael,19ra5tSw0tWufvUp8GotLo,Aretha (Expanded Edition),0U59W3AMVxEVDzHrEe8UFW,60,https://p.scdn.co/mp3-preview/70666a2bb38d10e79d1704a338cd6b58b462df75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Easy Lover,7INi4pMPG4IE0Smx5y4KVf,Philip Bailey,6ZNeppgfBLPUyugks9Yn1u,Chinese Wall,1F6HoOK69lMDIb3ujvwlTX,71,https://p.scdn.co/mp3-preview/7579a2db1c975cc95d8b0a971eebb398e7816c4f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Free Fallin',7woZGXjtaYwuvSoU1zToB3,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,Full Moon Fever,7ihweYjA1ck66NTB4bujGl,66,not available
81,Only You,15Mh8m2BGTUptR8yy7fNAS,Yazoo,1G1mX30GpUJqOr1QU2eBSs,Upstairs at Eric's,35XWsJcKVHGmDKE8XUd3o3,67,https://p.scdn.co/mp3-preview/d765c0062951c40fc6665ff3859e0fa742b2846b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
82,Love Shack,4W4wYHtsrgDiivRASVOINL,The B-52's,3gdbcIdNypBsYNu3iiCjtN,Cosmic Thing,5BAzAODqIwttjj7wxmlNMS,70,https://p.scdn.co/mp3-preview/33813193c01f1c42416b328c7f5f3116cb603865?cid=fa83a2fec7c440b7a2795d600d6b2c7e
83,Gloria,15ob9SMGLWrexuPuyuMjKl,Laura Branigan,4463nfFMmK1cwAWBQDwT5e,The Best Of Branigan,2bfvV9aRLN1BseXz4FbVnW,69,https://p.scdn.co/mp3-preview/c3e63f5c841d9cce67465874a2100c9c88a81cdf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
84,Tainted Love,0cGG2EouYCEEC3xfa0tDFV,Soft Cell,6aq8T2RcspxVOGgMrTzjWc,Non-Stop Erotic Cabaret,3KFWViJ1wIHAdOVLFTVzjD,75,not available
85,Gold,2X9fsxb6O6bYEopJYmUbNC,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,Gold - The Best Of Spandau Ballet,5UUutTu9xlQnG9duYrIIW7,67,https://p.scdn.co/mp3-preview/57a56fb030b8670ad3ce8187ec636037b7958272?cid=fa83a2fec7c440b7a2795d600d6b2c7e
86,Nikita,5lBI9isMBEHRn5Wxde058W,Elton John,3PhoLpVuITZKcymswpck5b,Ice On Fire (Remastered With Bonus Tracks),77IyyuuRV7IDN1ri7mBEuI,22,not available
87,(I Just) Died In Your Arms,0YPXkQthLWrhNGoKTbwCJ8,Cutting Crew,3cniTumSiUysiPWXapGx1i,The Best Of Cutting Crew,6P6YSjfWz53suf41Bqt9BH,72,not available
88,Kiss,62LJFaYihsdVrrkgUOJC05,Prince,5a2EaR3hamoenG9rDuVn8j,Parade - Music from the Motion Picture Under the Cherry Moon,54DjkEN3wdCQgfCTZ9WjdB,74,https://p.scdn.co/mp3-preview/87d72814c44403d3ff668ce8639d3d5b287a39de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
89,Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,INXS,1eClJfHLoDI4rZe5HxzBFv,Kick (Remastered),6p6RTnoHCJMnMx2jcK4oGu,62,not available
90,What's Love Got to Do with It,4kOfxxnW1ukZdsNbCKY9br,Tina Turner,1zuJe6b1roixEKMOtyrEak,What's Love Got To Do With It,5HmYiJnUkFuciiqRrAAv4o,70,https://p.scdn.co/mp3-preview/74fcb859a94f5c532bb4118bdeae4ff8c844087b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
91,Our House,0BTsVL5VMdq5zGNRSTHozJ,Madness,4AYkFtEBnNnGuoo8HaHErd,Total Madness (2012),5rl8LksSnuRN1x1wVlazO3,61,https://p.scdn.co/mp3-preview/2046f0cec60f2aaed0dce002e4291eb80dd65294?cid=fa83a2fec7c440b7a2795d600d6b2c7e
92,Black Velvet,1KU5EHSz04JhGg3rReGJ0N,Alannah Myles,6IYnSXO40Bh7Zdqhf6rQoj,Alannah Myles,1Ghv7iViywM23K8BRFggQv,72,https://p.scdn.co/mp3-preview/95abdfdeddbab5212c6a95f04a95aabb1e3f2dbe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
93,Video Killed The Radio Star,7o7E1nrHWncYY7PY94gCiX,The Buggles,057gc1fxmJ2vkctjQJ7Tal,The Age Of Plastic,2fgCz9kQCDy0miERCy0sCJ,71,not available
94,You Give Love A Bad Name,5VVwwfK6Cp9IydkhKfJUEq,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet (Remastered),7pMFJnQzOnQXviU4FPpQAn,21,not available
95,Need You Tonight,1sR4aKaHpLrc9u7g4ii90U,INXS,1eClJfHLoDI4rZe5HxzBFv,INXS Remastered,7CJvhqb2PJq5fBcY6eKqjl,62,not available
96,Drive,3wfujdbamR3Z46F4xav7LM,The Cars,6DCIj8jNaNpBz8e5oKFPtp,Heartbeat City,5ycnwHGkzOlTuMOI3Zh4iO,72,https://p.scdn.co/mp3-preview/5a37fd1bbe7bd0e6c469d963fe8444a35076c2ee?cid=fa83a2fec7c440b7a2795d600d6b2c7e
97,Jessie's Girl,2F1fnE1a8zQCogM6jJifHH,Rick Springfield,6IFXsrXBpwbIqtOUOiAa3p,Working Class Dog,5MeeResNCJfmDmwmHX4w2D,66,https://p.scdn.co/mp3-preview/8020ab51bdf6909c4415ea601efecaca92a1b133?cid=fa83a2fec7c440b7a2795d600d6b2c7e
98,Dancing With Myself,1BY1Vd2Bt6JPOhMvsIwtVv,Billy Idol,7lzordPuZEXxwt9aoVZYmG,Vital Idol,2PSsUGkAAAnBmUUSNBU6se,69,not available
99,It's Raining Men,4caiYv89C9GZdDD1RzshWd,The Weather Girls,19xz1vcuKNjniGEftTOSSH,Dance Hits - 80s & 90s,0LvOMujcrO1z87O3vAOsJL,60,https://p.scdn.co/mp3-preview/107b5dc98026a3e6de5dfe5aac9e560238df76b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
100,Papa Don't Preach,6A8OnjnpShshNpcqWtZRjr,Madonna,6tbjWDEIzxoDsBA1FuhfPW,True Blue (Reissue),6fmnT17jc2Sc69q3nza1eD,63,https://p.scdn.co/mp3-preview/6cfffa34f16e52d3da14f6dc6d9b0b25fba14a83?cid=fa83a2fec7c440b7a2795d600d6b2c7e
