Song2	Artist1	Song1	Preview_URL
0Sts0gEUHOaWCaShDTzu02	cocabona	Sleepy	https://p.scdn.co/mp3-preview/28d2df74ca4de86bad1bbf4923f24aec01c476c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1cL8Uwf50RQTjNNrsRe1cX	Psalm Trees	Lazy French Beagles	https://p.scdn.co/mp3-preview/1ebe79b48dcfa22715df964990d1c836d86b7ea3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3v8e7DakDNOXvtVsReu4t7	The Kount	Function	https://p.scdn.co/mp3-preview/9100e6de147797f4f3f2f4ad4721f6b5d386f500?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6hNCVfETbnEmGNuLwAZEhw	The Kount	Customs	https://p.scdn.co/mp3-preview/52aed1c13efb08d207f07044e9ef470558440471?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0Hm8vke3rwzGKm5sBpY762	Tom Doolie	Stay and Wander	https://p.scdn.co/mp3-preview/4e53ecf868ff177bc354fef3c54f8fc545cfa15d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2mu49VZXFgWlY4LMayypDL	CoryaYo	It's a Blue World	https://p.scdn.co/mp3-preview/4fb99588726f4c89b8c99aff6e1f859de46d0b32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70wXXk4KzYz0g28kJcFSIz	FloFilz	Green Flash	https://p.scdn.co/mp3-preview/d72a997b1c33747638c3d553340ff5c4ca78ab63?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1YepzOPP9p0QZ146R1F04S	chromonicci	Dreams.	https://p.scdn.co/mp3-preview/70e14a1274cf902173563d982f42ec9bbef2690f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21IiEw3SqSLLcMmPQt44zC	CoryaYo	1995	https://p.scdn.co/mp3-preview/4acd96d60506f66885980b04a3a7c4afaae9589b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5We6iX29Yv4czIafwmkeO8	Haan808	Second Nature	https://p.scdn.co/mp3-preview/1db1d4a1c8fb69710546e0cc0f86e47e8f09a7a5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1Lw16tTsjrt5zNy8hFYYJ1	Comodo	2am	https://p.scdn.co/mp3-preview/c231fd96d1b4cd32fd3e10dba9d44bb04b1dcdd1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0D58Y4Avj6CyLX5JKeA7Rk	chromonicci	Atmosphere.	https://p.scdn.co/mp3-preview/bffa9941e2a723c38aa08d22f2e657050b4352e4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3SxDI6XJumfD8HNggxeGcY	Ruck P	Early Morning	https://p.scdn.co/mp3-preview/9e507cafff8fa163a299097d8e2e97fba14e0a48?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5Xrzx082RgzRrujQu4lybv	Dontcry	Reaching	https://p.scdn.co/mp3-preview/01051139911e16148a71ef479b10fe19e64c2377?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1FBJPyS0Sh4ZyxkhUiZaER	Clap Cotton	Mallets	https://p.scdn.co/mp3-preview/e9edfe4457398b665d119bafe505cac9b8c78108?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6S4Ks3HGM6oMlr2Ifv8pHF	Aso	Alright	not available
4c2TiYoJHIjEPZ5syRZhsY	Delayde	sekao	https://p.scdn.co/mp3-preview/8320b1a4cc73ebc1322d9204102e01a3bb424121?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46Y4Qz8yPvrWsg1iKSe9ZN	Ghostnaut	Boreal	https://p.scdn.co/mp3-preview/39057194a127562e84b212c2bf44e50107ea8d6f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5p1Og2ScJp2tmV9Vkh43AG	Hydrogenii	Stanley Narell	not available
1tBNamNIdekpdyr7swunCd	Melodiesinfonie	Enjoy Your Life	https://p.scdn.co/mp3-preview/ff45e7d4713db5ff829fb47608acf919fe617791?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1lzU3b54oXZ0tBroaW55mO	invention_	Scala Naturae	https://p.scdn.co/mp3-preview/af7e8cd76e2213487645cf4ab9d0b9efb6dbcd24?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0FT3qwUSXn3YBtWmbHUa6b	Psalm Trees	Bonita	https://p.scdn.co/mp3-preview/aa3d1a6f60ff06682f7626351ecba3b61dd12581?cid=fa83a2fec7c440b7a2795d600d6b2c7e
04ahHGfST9G63DMFJb3ME8	ØDYSSEE	Common'	https://p.scdn.co/mp3-preview/2631911e0842da65da62e1e265a1ad315579bafc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0PWR7HkFbNOGKlVY5xheSj	TEK.LUN	YouNivErsIty	https://p.scdn.co/mp3-preview/cbeed923ae8723aa572182d2041c9edcb96f7e6c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7oAfb9p79qaNktgCyBoQtK	quickly, quickly	graze	not available
66u0JQWg6D0bxvAKNcjboD	Falls	Cloud Cut	https://p.scdn.co/mp3-preview/1ce787d45d51a326ca25707b87dcd1f4f6b149e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2yK150Ix9UWKYU5oW6JdFT	Brous One	Pisco Sour	https://p.scdn.co/mp3-preview/05ecda9efe6730cf78d881ba1c1ecf721781770a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2EsZZNL2AvTWZMFt2wuF99	Flitz&Suppe	Old E	https://p.scdn.co/mp3-preview/59bb2b278eb23e647838858c80b82463333c28fd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1tnSMVNrAM9TwqJ9ZnEmfC	7apes	Peruvian Wine	not available
3RVnic4dOhzyI5yVBXcvsg	Natureboy Flako	Wedjit	https://p.scdn.co/mp3-preview/6c88995dc8788d942d007b54892c726472f6dbcd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1YxPIXeiI5zlY0JJvjV6iJ	Emapea	Modern Ways	not available
5EWnr2EqqWC6EtkDmL1ZhP	Brous One	Longtime	https://p.scdn.co/mp3-preview/5ca0581f1b51e57273ef62bab11e9493273ee769?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2SSAZg0KffHzAXdq3PXnAl	Hubert Daviz	Midsummer Breeze	https://p.scdn.co/mp3-preview/abd91503145e6995d9ae89f49b6f255539292ad3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4U3jZQF6mMTwotTroneb9P	digitalluc	wantuback	https://p.scdn.co/mp3-preview/fd334483c945f5d067ff0a1f28b915e23dfffb3a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2VhbfT4qyB4KFhVEDplXxX	7apes	Sunset Blvd	not available
5VmL8CrjM82tIGWwum8Cbo	Gyvus	Venice	https://p.scdn.co/mp3-preview/7020b05880edc18a22d9a7f536ad146974198d92?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22b7N7LzYXaWMdWeVfpJOc	Toonorth	Armogan	https://p.scdn.co/mp3-preview/7b0134bc7e3a4f520d875c9478d3ba9c0942bf50?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4QGa3d47r9pXzAPPHvhZls	Yasper	Tips and Tricks	https://p.scdn.co/mp3-preview/987877981fd6dbf3c6e61dbd053485edcb844ab8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6TEP1Bu3fgdbW1yaoWxVVU	Dibia$E	They Act Brand New	https://p.scdn.co/mp3-preview/6211418fe3307099f4324de6bd8dece5790754de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1vISmUEfILKEOEK2GDHTn1	Strehlow	Sadie	https://p.scdn.co/mp3-preview/f269773cbda59500955692ee788893ac984df585?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3l5p7QBn525wt59FonDKga	invention_	Blxxm_no.1	https://p.scdn.co/mp3-preview/50b96683ed824a77bb55461f37a7701ff0f12272?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4GkMQAHXuXgFu4is2uGvAV	Unda de Sango	Rhum Mosa	https://p.scdn.co/mp3-preview/b692cfcd62d3a9e6768515034f9c2f9347dd3cc0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5qayecgERStUOa7fXywi3I	blnkspc_	Split a Tree	https://p.scdn.co/mp3-preview/352a6e4e4d3cd3fb5fea7512e56f238fc4fdbd3f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5CKM2ikjVTa6Y8bX6jKsar	Strehlow	Private Island	https://p.scdn.co/mp3-preview/d0ac09a651fd451734e603b5846d85d0b8d99a0c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7icNLIi9YQhaSCbfHecKQj	Bluestaeb	Huebro	https://p.scdn.co/mp3-preview/494f61ae1fba781fbe8d6b64b845316bb969ba95?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5sT1eylxrupi2gOCtGjvU9	Shuko	Blue Skies	https://p.scdn.co/mp3-preview/c174debbd9fc4bac856e40fa23b6cbb052148127?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1f2DU60RGtaAnuOQagvg79	Devaloop	No Sides	https://p.scdn.co/mp3-preview/254944ead140bcadde472b9eff4d5ec0638c8a0a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1emYXvMJdtINXVD171yQY1	cocabona	Wonder	https://p.scdn.co/mp3-preview/7246fb0b67acf394178677d07efa1af77d739f16?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1SSwmIukZCn5ZQVWDkgZa4	Slom	Recurring Dreams	https://p.scdn.co/mp3-preview/40725ee97a00614cbae09f01213a838a3bf24128?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4F4Fr9gKN7CEDR1ewr8OAx	HM Surf	Bubble Island	https://p.scdn.co/mp3-preview/26bdf84486a3417bc87043686552e754e5ff2d78?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5YMtNRWWpebj6YJ4kkAeGs	Raw-Suppliers	Magnoliya	https://p.scdn.co/mp3-preview/08aadcac044e9fac264744b27d6d2effec20df52?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0kKCw7Pz8sUbmwGlwePBfQ	Psalm Trees	Someone	https://p.scdn.co/mp3-preview/9c3800311755a4bf57294ced372eb8a604b23f4a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1aUk6SYJq9P9rAJDasqVg3	Slom	Drive	https://p.scdn.co/mp3-preview/d0459e51a0e5a3153afe6c09a793c82e431d46af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4rZgu7tHfo8j55oVbKinc1	Ian Ewing	j walk	https://p.scdn.co/mp3-preview/d2f9623f9b3cc661c2d0a4eac34e7eec9f4465b5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7evrORO6fJUEKjm6fYYr8o	L'Indécis	Looking for the Sun	https://p.scdn.co/mp3-preview/51798c763da4a272d8d2eb30c0ffbe80a4705bb8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6V3RKx3TCAo9Yf6VDYM4i3	Yasper	Hummus and Bread	https://p.scdn.co/mp3-preview/be4ad85cc5f3b5c3b1163c758663a4e26dc7f0f0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3zIziTILgfatE6hMRHJoS4	auv	McCarren	https://p.scdn.co/mp3-preview/1ea053e7059a31ba0f26035e0c4a7bfa907100cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3UILxt9V6DnC29eQ46zkrt	Yasper	Nightwatch	https://p.scdn.co/mp3-preview/314f2f59f44e2261219ae904dd2cb9f414ee96eb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3PkDE5z7x4PW15nZI7x4B4	Middle School	FrEsH	https://p.scdn.co/mp3-preview/129915c1e0150b70c1eb282f474e6d8c09442a4d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0MctAGNnY2d6BBqfSyc0om	Slom	Seoul	https://p.scdn.co/mp3-preview/228bcc9ac043af67dac135357549dd99365e1bcc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0lO1JSKQt3CefZHhWr10Ai	Dirty Art Club	Sincerely Yours, The D.A.C.	https://p.scdn.co/mp3-preview/3292fe14d037b1f9613be6e274a1db13057bf75b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1uTxXCU8uNiOB8iTg3sjcs	Kupla	Search for Tomorrow	https://p.scdn.co/mp3-preview/757b25dc467eeaf99758d47df04196813c85d6e4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7DiZQ0rpHVvX3spMaiJgOy	Middle School	I Wish It Were (You)	https://p.scdn.co/mp3-preview/dd998f492f195911e135b9c3ba33270b5db47287?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4TqXE7PAWR7wVIzbcK6fIy	Fredfades	West Coast	https://p.scdn.co/mp3-preview/8715e3158d4ecfd355e97196c5a2e521e8b4e47d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1J0ta2MD7yVb032yhJi15q	j'san	groove wit me	https://p.scdn.co/mp3-preview/f3bcedd649fad989717d2e5fa8ff11be67c84e1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1q7p55O8EXdAIwiRSy4kE6	Juan Rios	Wake Up	https://p.scdn.co/mp3-preview/a9b1848517fee03cc74f9d28732f482e9ec9ab6b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4FJQgzmWXgmYPvlmi8dg85	Pandrezz	Takin' You For A Ride	https://p.scdn.co/mp3-preview/186c739cabf6c1c94d96bc4226f4ba26102b2863?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4uCnyzhMEcMbcDeazAepeh	Middle School	In the Morning (When You Wake Up)	https://p.scdn.co/mp3-preview/f982c4a3f93cca614ffbac988273ca90bbd0ed9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4fxctNxFMFZVbcFkFizhXf	Kyle McEvoy	Twin	https://p.scdn.co/mp3-preview/0fa7666e5e557e8c25cefeb482e0ffeb0bb1b9dd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5BxVRqpZi6tIhAap1ZjzVD	St. Lucia	Elevate	https://p.scdn.co/mp3-preview/983050532cbf1fb32bae3023cb3811e08dd1e06d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1pWcwCBnN5dVSXvosxoGj3	Macklemore & Ryan Lewis	Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)	not available
4h8VwCb1MTGoLKueQ1WgbD	Avicii	Wake Me Up	not available
1klGbW5a9qTBFUjFfddbmU	Pentatonix	Can't Sleep Love	https://p.scdn.co/mp3-preview/44e9e407fc2218a7ebcf14a0310f908822f1a166?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3DXXKDbbZKyAZfNb96ST3q	Demi Lovato	Confident	not available
0xCmwofyCiXdhoBsMSNj2w	Hailee Steinfeld	Love Myself	not available
2FFOQpNyN4us5DaVaf6Qcc	Sam Smith	Money On My Mind	not available
4QSjp5nuuNAdlzUbVhICRM	Esperanza Spalding	I Can't Help It	not available
161nSMdnYYUTEOhipcA7JF	John Newman	Come And Get It	not available
3vbqb78xzvD3CJl7ZeW83c	Felix Jaehn	Ain't Nobody (Loves Me Better)	not available
2ENBaEOC0Jgi2au9Jt7y7d	Mark Ronson	Feel Right	https://p.scdn.co/mp3-preview/daa8310b9da8ba316ba1cfcdab16b2b3f9c4efd7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6KuHjfXHkfnIjdmcIvt9r0	Imagine Dragons	On Top Of The World	not available
2PtBhfoPZ6VYtXkrE5FrCH	MisterWives	Reflections	not available
37iFlmC2ZbLcRtyZYPLSYA	Carly Rae Jepsen	Warm Blood	not available
4OjuzM3rTWp3q60mEldNSF	iLoveMemphis	Hit the Quan - Original Version	https://p.scdn.co/mp3-preview/7ab50d70a7ad14fe01089e6123591d76d03d68ea?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1PWnAEQcbwQwK759otUbta	Sam Smith	Writing's On The Wall	not available
1gL3uxdq2NRLNLHtvai0kQ	Adele	Skyfall - Full Length	https://p.scdn.co/mp3-preview/b4c8f1560fcaa1b555a484a3dfa617b03d4e74c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2TEW9YkQDKRHUxCHbEn0Gk	Paul McCartney	Live And Let Die	not available
0nyVD16l62PwecjiiQcfpB	Chris Cornell	"You Know My Name - From ""Casino Royale"" Soundtrack"	not available
2FbkxLsDnOOJUsp61T8MiA	Duran Duran	A View To A Kill	https://p.scdn.co/mp3-preview/fdd169fffc8d273ccfb7e0bcf213ac3e0a146443?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5UnqU47OSB8LBahj0jtjrR	Jack White	Another Way to Die	not available
2Dfe2FIfmB0y0M99aZyexu	Madonna	Die Another Day	https://p.scdn.co/mp3-preview/0fbac529b44bf41c71bb3c5992303a3aaeb58d12?cid=fa83a2fec7c440b7a2795d600d6b2c7e
589AelScFm0FYQ4VG1biJi	John Barry	"The James Bond Theme (From ""Dr. No"")"	https://p.scdn.co/mp3-preview/81a42cb96055f95bc7a5c7f09a0618822053e263?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7r0EUONfPUZ8SD1vu4ro27	Shirley Bassey	Goldfinger	https://p.scdn.co/mp3-preview/5ce5db85510d9830979e59574712b0bb55da81e3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1CfmUSOJBrZwq5iOlTX548	Carly Simon	Nobody Does It Better	not available
5BAHAfFiz8NbgTHf9MgleH	Matt Monro	From Russia With Love	https://p.scdn.co/mp3-preview/2aef2e93b24fc75d0603b3c869ab75dc0f2e97e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61ae7alkl4KTin3QOMD8pQ	Tom Jones	Thunderball	not available
68qxZGCBmN5HY4gmK0iURW	Nancy Sinatra	You Only Live Twice (Main Title)	not available
5WCXReutL1R72aovjrFhjt	Herb Alpert & The Tijuana Brass	Casino Royale	not available
0IVHwJqgXfwVMYBZk49uyK	Louis Armstrong	We Have All the Time In the World	not available
3Tp3nTswQmMzmQRqZu4iM2	Shirley Bassey	Diamonds Are Forever	https://p.scdn.co/mp3-preview/68577b9c6ab3a55a524a70cd92fbd10423d4b24f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
2wBWVKsv9VIbvlPdJtQbz7	Lulu	The Man With The Golden Gun	not available
0XCszZIzEncBpgAMkKoDB2	Shirley Bassey	Moonraker	https://p.scdn.co/mp3-preview/7a3f7f15b9d6628aee69cb757a9716c7dbceeafa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6eI11lzR4AyJkIB5UNhQQb	The 007 Orchestra	For Your Eyes Only	https://p.scdn.co/mp3-preview/423c5e54eda6466f0e86ba28a2f0477bc5eafdfd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1cFWJRuAufyHeyfPliPHPD	Rita Coolidge	All Time High	not available
7vOKGJvlcUOva2crdnuYZ9	Lani Hall	Main Title: Never Say Never Again (feat. Lani Hall)	not available
75R2Yxuar6gM590OCbYJHn	a-ha	The Living Daylights	https://p.scdn.co/mp3-preview/6644709f728cf5bb54a9be4a16f24e2a98afb64b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7q8UfNXNmNRYzqYmdm9Tyc	007 Collective	"Licence To Kill (From ""Licence To Kill"")"	https://p.scdn.co/mp3-preview/06f596da0c305d19ebdce93896d815322ac0583d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
528QhCT2v3HgD71RmrSUNW	Tina Turner	Goldeneye	not available
3peBSjcjaouspgb68WK2sk	Sheryl Crow	Tomorrow Never Dies	not available
0wnIPcs7V0XMwtcg0yjKpg	Garbage	The World Is Not Enough	not available
20I8RduZC2PWMWTDCZuuAN	Franz Ferdinand	Take Me Out	https://p.scdn.co/mp3-preview/399c401370438be449c2aebff816ba8c62559871?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6gaWfLDoeG1eoiDAVBN4i8	Franz Ferdinand	The Dark Of The Matinée	https://p.scdn.co/mp3-preview/689c7d9c0dcff25b84889859fb90c031c939c3cb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1Ze0nMoP6PY90k4VjInW4T	Franz Ferdinand	Feel The Love Go	https://p.scdn.co/mp3-preview/09b5d66eb692195cf705258c1c9f69316784d29f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
06Qha323s06okpZ4LmMX7P	Franz Ferdinand	Love Illumination	https://p.scdn.co/mp3-preview/934c0aa9134d9f14faa684706497c3558fcbc2db?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7h0jDykw4RpWFqUhZQuElW	Franz Ferdinand	Darts Of Pleasure	https://p.scdn.co/mp3-preview/66a6df9d62d7ad76f1a01e3dd4c641a64992341b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5NQQyIX2DVsiBKwRBBUfNW	Franz Ferdinand	Michael	https://p.scdn.co/mp3-preview/d36cf9d145885def71e5044f62bdefb7f9745f75?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4VP8QiCeaZq8BeTIUrMQOG	Franz Ferdinand	No You Girls	https://p.scdn.co/mp3-preview/432218cfb066d06966c42d538e0ec50cf5940e63?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1by2yZWXqeTs4SRlBDsGov	Franz Ferdinand	Always Ascending	https://p.scdn.co/mp3-preview/cad6848953b2a87b70f8a2cc9f4748ac4c35da28?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6WrnSlcN0dzTO80mVVbBto	Franz Ferdinand	Do You Want To	https://p.scdn.co/mp3-preview/92ef6c0d3ef5890925baeb0dc65e685b419413d7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6hADH7b57N5666cGv624vg	Franz Ferdinand	Right Action	https://p.scdn.co/mp3-preview/12d6d9854ede043f4effe5349294270bc3628658?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7zE4YHQa4c2XqcKfBKvQgD	Franz Ferdinand	Lazy Boy	https://p.scdn.co/mp3-preview/b9f263ee76b04f03152c93bbb9cf012e79b00c3f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1frCKo4D3lktaPHfkyEuHo	Franz Ferdinand	Glimpse Of Love - Version	https://p.scdn.co/mp3-preview/b7bac94769ab3c9607cb77f0d51d56e9f931da76?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6NlE71TbUglmKQVLhE1H8R	Franz Ferdinand	Evil Eye	https://p.scdn.co/mp3-preview/a81b5bb45adf4ce5075ca9a1ef0e5020a4f34a2b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3o4pHqlbe6Ehev2lYnIh5T	Franz Ferdinand	Walk Away	https://p.scdn.co/mp3-preview/ebb4660d94449e1b2525a0b77e740a9316c5e8ba?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1t18idTmPA3sWLxYUWwesw	Franz Ferdinand	Paper Cages	https://p.scdn.co/mp3-preview/0689c0077af21bf87a2f4a29025728213cdca147?cid=fa83a2fec7c440b7a2795d600d6b2c7e
6Sz2zx93Rbvu6eS0YSynQa	Franz Ferdinand	Can't Stop Feeling	https://p.scdn.co/mp3-preview/b6e7adc28b29552531d580c1afe8901f75a5c307?cid=fa83a2fec7c440b7a2795d600d6b2c7e
4jmwrforqDiwPyUkbegXHZ	Franz Ferdinand	The Fallen	https://p.scdn.co/mp3-preview/d5dcd7c7da3ddb95de62128e12024204062c171a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3Obu3jvFSfgLF3pSbi64Vj	Franz Ferdinand	This Fire	https://p.scdn.co/mp3-preview/eb713a36c1f11059d574a73e479343c6b21d46bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3tc0yir2NHwhzVWZnmukhS	Franz Ferdinand	Jacqueline	https://p.scdn.co/mp3-preview/9af42388025bd46784c823a657d3a483b210c7df?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3pqRRxH5x9oVPwh9i9UFZA	Franz Ferdinand	Tell Her Tonight	https://p.scdn.co/mp3-preview/5dc4fa062e5e0c7e3bd5d4c3462076f603486fc7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7mexukWpLrCVwAztkM8kQl	Franz Ferdinand	Stand On the Horizon	https://p.scdn.co/mp3-preview/51810571888ac911958716e51f4da7b6a55ef9cc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
0WZQXhz9tAPWSxp56qSdV1	Franz Ferdinand	Ulysses	https://p.scdn.co/mp3-preview/976b661c45526785e9fb1c3b2907f0e1cf1ebb5a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5X9DtVEeUWpfPgSwhbyxXk	Franz Ferdinand	Bullet	https://p.scdn.co/mp3-preview/49e168244d5199256765ed2063856d6b0461043f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3Am4yxuwBTorY6kaqX31zE	Franz Ferdinand	40'	https://p.scdn.co/mp3-preview/8ca43ecf652659d71f6c12e186051a80dd6594ae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
01KurZH1ejoarO8tp3wXGo	Franz Ferdinand	Auf Achse	https://p.scdn.co/mp3-preview/d649b9145c704af9647769f074b1c715c335e9c6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5palpG9etckIfqjrGudjZl	Franz Ferdinand	Feel The Love Go - Âme Remix	https://p.scdn.co/mp3-preview/9794d68bef9b5b6027aaa080592496af3c369ac7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
10P6Wb4k29EI4TqAihgzPA	Franz Ferdinand	Glimpse Of Love - Nightwave 6am Remix	https://p.scdn.co/mp3-preview/d28c76b690629d797bfb81b4a0838127896cb8cf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3k9qjgu8zVKTEuJVJIYyc0	Pearl Jam	Just Breathe	not available
13HVjjWUZFaWilh2QUJKsP	James Bay	Let It Go	not available
7til9cDK5rExLomnvyUhS3	Regina Spektor	Don't Leave Me (Ne Me Quitte Pas)	https://p.scdn.co/mp3-preview/c3538034f87ecc73c40cbc37bcac59a75c94a501?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3SsnufJnuqrXZmzJMw835e	Sigur Rós	Festival	not available
7DDRPKLKFIvDbNSQmnz19Y	Death Cab for Cutie	Transatlanticism	not available
0W4Kpfp1w2xkY3PrV714B7	The Lumineers	Ho Hey	https://p.scdn.co/mp3-preview/57e57e6eb594e55de01b85cea4d470243f6121f5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
5ozIJrlaCAf3g8MMyot483	Craft Spells	After the Moment	https://p.scdn.co/mp3-preview/a4b01330abdc34c6c8d98cf941e19b8faa960c7c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
3KS09EvUKTtPgTHbBBsLCw	Xavier Rudd	Follow the Sun	not available
31nItlXwgCCFpttS50Rbxf	Lucinda Williams	Fruits Of My Labor	not available
752R2h0nzGsAacpFoXRKNB	John Lennon	Beautiful Boy (Darling Boy)	not available
3g9iQpTgLeh6dOUVBVBzqd	Colbie Caillat	Capri	not available
2RcanAJpudPNDkyIe9DzKS	D'Angelo	Really Love	https://p.scdn.co/mp3-preview/0db588ff22ccca8c3fbadf3f1690b2d6dada3b50?cid=fa83a2fec7c440b7a2795d600d6b2c7e
1OdLHLz73fkZOKvT73z0RJ	Milton Nascimento	Nos Bailes Da Vida	not available
62XuJOHM33VyWgKwNoj6w9	Coldplay	Don't Panic	https://p.scdn.co/mp3-preview/16934eff613fc29419342949db940ff154750a50?cid=fa83a2fec7c440b7a2795d600d6b2c7e
7dedfbRRBWpLisnJyzLUay	Fleet Foxes	Your Protector	not available
1B5KN9mubQY65Xad38J4oI	Yeah Yeah Yeahs	Maps	not available
01DSvNTUsVROjnSF5j3UbD	P!nk	Try	not available
3skn2lauGk7Dx6bVIt5DVj	Muse	Starlight	https://p.scdn.co/mp3-preview/f7a1b8a270f310e43ced2720c9af5f29f6476b79?cid=fa83a2fec7c440b7a2795d600d6b2c7e
