Clásicos del Verano,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
27,Summercat,1uK7U9LJlSdz8Lm5eRn9EM,Billie The Vision & The Dancers,5Gpi2vZtZtUPrMnlBDdpre,I Was So Unpopular In School And Now They're Giving Me This Beautyful Bicycle,2c1X2z3WzjSVC9PkXo2vdL,8,not available
28,Calypso - Remix,3B1q4Cv9PcYdiOpzqKSEIV,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,Calypso (Remix),0Ru1vApAYHKIpCeyc7gGJn,55,not available
29,Y Yo Sigo Aqui,2Ma2f8jV8VKMJoAcnCvZ8h,Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,Paulina,64M45unRUhuzlOYth6w5HB,57,not available
30,Echa Pa'lla (Manos Pa'rriba),0fjRYHFz9ealui1lfnN8it,Pitbull,0TnOYISbd1XYRBk9myaseg,Global Warming,4aawyAB9vmqN3uQ7FjRGTy,57,https://p.scdn.co/mp3-preview/b5dc8fdadc8133914412bb9be48a000eefae1906?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Bella - Remix,0SaYeGhSXN0dDWstyNTQ56,Wolfine,2OnKRchqP7tT0FzTvWIFI7,Bella (Remix),1UsmrwFQhk483czxWluhS6,69,https://p.scdn.co/mp3-preview/e5ba7fc4af7518b4bbbf689147efe84633dfb63a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Vivir Mi Vida,6erLquseaSdLBL2DSYLweL,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,Verano Hits,3SSMZMmE49zUBPG3M8mRgr,40,https://p.scdn.co/mp3-preview/8dd6f4f05c677b4b7a7dd41b4c1e7a5735aa36de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Ave María,70iXrOETHNdFJpEikr4h2C,David Bisbal,5gOJTI4TusSENizxhcG7jB,David Bisbal (International Version),3NAwGAUFcWaIuRk9aCRoCR,3,not available
34,Te Pintaron Pajaritos,419w8oZaqevgyZfdvFZEHa,Yandar & Yostin,3ptY5WTxu77JpAQQnHyxEl,Te Pintaron Pajaritos,3DQCcUo4IlRoSAMo8MPl9m,62,https://p.scdn.co/mp3-preview/edd665c63ca3cc410beb29888bc0f80af90296b6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,MALAMENTE - Cap.1: Augurio,5zOAudPQIs5U8zP6LQGHmH,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,MALAMENTE (Cap.1: Augurio),2O7Zu2OPZzqehwh1wiO764,69,https://p.scdn.co/mp3-preview/e144483031e39b729519d4b229baf62f33d61ca0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Mala Mía,62o8KoI44JfN7aYxgTnPvh,Maluma,1r4hJ1h58CWwUQe3MxPuau,Mala Mía,3Bj8Yd9ANO4KufZkqOmG0W,77,https://p.scdn.co/mp3-preview/273268627d21e468125e392a78c8c8669cf9e8e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,La Bicicleta,43it4kot08akLzFIEMhXNN,Carlos Vives,4vhNDa5ycK0ST968ek7kRr,La Bicicleta,0RYhKF9kDheHRaPYVYo2r6,16,not available
38,Vamos Pa la Playa,2XdgVioNvENCspUhMzvyjH,FlowZeta,6Ocjln6CF4WJ5z1GTmGzUH,Vamos Pa la Playa,7cx81P0OPmK2MElGwJ9ggg,8,not available
39,Ni Una Sola Palabra,52IreIJblsuK0SAJDIIh6v,Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,Ananda,6trlVwGnJ8O00ZpQUvCgAw,3,not available
40,Amigos para Siempre,6PfQB3xEbIlky1dXOb3Yyh,Los Manolos,4WsE6jJORlwp3OcAWkCUrj,Dulce Veneno,103iVGOwBBlDcdrRmORWDH,53,https://p.scdn.co/mp3-preview/5c3758e3209f64cf07ed0e6905d76d5dc3cf7a32?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Maluma,1r4hJ1h58CWwUQe3MxPuau,Felices los 4,6pFZVwBPXj3m4dyaKcnVev,19,not available
42,Hasta Que Se Seque el Malecón - Remix,0VPImdKsERMPh8pkB3iMZe,Jacob Forever,4fCRFHEQgjqakvFgQCliMp,Hasta Que Se Seque el Malecón (Remix),5NRucGuAIJ2gWt2F4byYix,4,not available
43,Mujer Latina,4jNQhO0UX7rwoJ1dqDrH7x,Thalía,23wEWD21D4TPYiJugoXmYb,Greatest Hits,54NZEGiJSOn0xbXNx2vacd,45,not available
44,Verano Azul,2TrzgfBaSP387EEFDgG4FW,Juan Magán,1ackd5XprZEkH3McKbQD51,Verano Azul,6GxHVUwxvviiCffH7coRPC,1,not available
45,Hay que venir al sur,1kXTqAV4IshAbOQpWl9PkE,Raffaela Carrá,0tglKBr1Cbb1c6kWuLJpw0,Las 101 mejores canciones Italianas,6uPvsXGBZE1brBn67RgMtI,45,https://p.scdn.co/mp3-preview/06db1c574f7a950e05181f6ffb330aef6a2556de?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Lo Malo - Remix,7vHzOI0lrq6dXsHuQWpBpT,Aitana,7eLcDZDYHXZCebtQmVFL25,Lo Malo (Remix),35NdeKuRZ9zxd21lvngNxf,62,not available
47,Salsa Con Reggaetón,7KnfMJhMvciKC9TKEWVXi8,K-Narias,6bwz9tsKnEgaWbwGobFWQR,Hombres Con Pañales,0hS0znsJelROTBJXG6l8sT,46,https://p.scdn.co/mp3-preview/3f9d26583df666d59358e7265fb775ec92470900?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,La Gozadera,3ip2477VESffCtFkPFT0ov,Gente De Zona,2cy1zPcrFcXAJTP0APWewL,La Gozadera,5m3zgE6dD2EESuUGcpJINF,8,not available
49,Antes Muerta Que Sencilla,3QncI2MDoSto39bT8SJtKK,María Isabel,0oSfTqDPZq2WVyFN5iouCf,¡No Me Toques Las Palmas Que Me Conozco!,0O3uCYuik8rpujahvRqJgw,51,not available
50,Baila Morena - New Spanish Version,0M2YkvoDWKgEvLaCmdH3Gv,Zucchero,2KftmGt9sk1yLjsAoloC3M,Shake,7iW0lg3yMzmO47L2yjCBHn,58,not available
51,Eva Maria,5fc3XWSpJo6jTlbjnhGOJQ,Formula V,71Hp04UVv3eXJAn3BGsKJe,Ayer Y Hoy,6Q8IfiJa5VOCfjVAaZW8RW,43,not available
52,Aqui No Hay Playa,7Ja3xxyLa5mdvAOlzBPXd2,The Refrescos,2dN0tlioLsFZ6319yNUNlX,Universal.es The Refrescos,16OaqDgZrf0mufBB0NyByn,3,not available
53,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,Zion & Lennox,21451j1KhjAiaYKflxBjr1,Motivan2,22lEQJ7khtB2yvsq84FDQb,75,https://p.scdn.co/mp3-preview/79c8c9edc4f1ced9dbc368f24374421ed0a33005?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Salomé,4l8i9h5PNoJte95Es3HftJ,Chayanne,1JbemQ1fPt2YmSLjAFhPBv,MLB Caliente,32FJnbptijIkaBp6OlzbUU,53,https://p.scdn.co/mp3-preview/5bda6f73e7134cd4e50a41357971e48c4dc194c7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Sin Pijama,2ijef6ni2amuunRoKTlgww,Becky G,4obzFoKoKRHIphyHzJ35G3,Sin Pijama,6hAxqfWO3xDGzjs8yad1pB,81,https://p.scdn.co/mp3-preview/7097639119e58485fcb5ce246725fa2b7ac71904?cid=fa83a2fec7c440b7a2795d600d6b2c7e
