Electronic Circus,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
26,New Love - Club Mix,6yZC5KpHGx9P7desCuxeI7,Catz 'n Dogz,5tYqFEuFELxnJZgGmmsfSh,New Love,3i9XxJoV63LVyHI9QU9BL4,43,https://p.scdn.co/mp3-preview/9608c8fc21f28ca3295e17cd87a47de72aa88fd3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,N'Golo,0cLHvLm8LtsS9OPABBkNxy,Mòo & Jo,4bU2sBWgXJtViut3q68o5m,Makasi,16pQHgokRh1UAmmqji7VIl,44,https://p.scdn.co/mp3-preview/904261f01fe5db412723bad1f3908dfd008333e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Phaeton,3YBjtUm8Q6cqd5kaKRGEJN,Tim Engelhardt,74HdscE6G74tt01dbVZULE,Phaeton / Silhouettes,4jiIwobxyTYe4oGjheDxQj,47,https://p.scdn.co/mp3-preview/c285627e6b5a6446143b6742bb94569d1d5f64dc?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,For Joanie,1c06x2SPpcUXkgGtCyObII,Will Saul,3qtVupTIjHwH8BLBZXog53,Lakeside EP,5S40ARNlnHCla0I9WmfRNL,40,https://p.scdn.co/mp3-preview/a6663e1bed612591cfe1367adbeb7fa5f8b17f2c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Duno,4eDTJNDVuPHxb7QXGIagLr,Andhim,6XJeFzmI6vrWyHcdB7EImP,Duno,0pwaavXjE5GEmjeP0lUO3R,40,https://p.scdn.co/mp3-preview/f53df8660842fa974a85820903631d849bd77b4b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Inversion,5pI8RoOzSisXWdu1F42sjs,Charly Beck,7tC6LW6toF4vjT314raJ83,Inversion EP,26HgarHEeWHFj8vs4T3OTe,38,https://p.scdn.co/mp3-preview/0d0dec4e2b5fe0e259ce0389667c48a01932024d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Inner,1KjmJNDREONdxfCzxIKqRW,Niklas Ibach,2LyxhWXFqUt5Zbe0KSW38j,Inner,6Ee1nfmnIsG9Bhw4UHVtO0,39,https://p.scdn.co/mp3-preview/6397c09a61eb8e6379a507b653fd3a08e8032346?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Melodic Lollipop,00X5RHZ1avuylrHJd7wbV2,Dirty Doering,4N6XVXvfjBPNFCdS56TCea,Isko Lollipop,1wXYwNm9jEdio3Ly9CMN3x,36,https://p.scdn.co/mp3-preview/5d204241a668991539a61b2fe04cc3bcd1fa52d6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Heartbreak,5O9u9QFHt8f7plErVAxpV7,Hidden Face,1Itil4naIwgkm48BNTjZ2A,Heartbreak/Nightmare,6BwD0YcHajAGSDnfloY0Ut,45,https://p.scdn.co/mp3-preview/7ca2fc2907979286c2bd4c52fd8e58ac843dca8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Inside My Head - Original Mix,4THGsijwlOOjPFhezjIhB0,Audiojack,3Uvzk4iffO4mvchgRNJjbs,Inside My Head,2im2huSGqv8wtypeVcxssM,50,https://p.scdn.co/mp3-preview/178b10d8cdaf746a92f7f734978324e2287b87f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Bepsi,65bJU7LAL1CivwWE8t5HLK,Butch,5kLzaeSHrmS7okc5XNE6lv,Hijacking,4AcuZiQbSNpRNEYe93e1Nd,40,https://p.scdn.co/mp3-preview/d4d5aed3938df7743e85a48aa683c3f98822d7d8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Korvatunturi,0RT4EtyMwWcppHrp6uk9Dt,Florian Kruse,7GhGgxIAhzJxZXvF1bEYZ8,I Want You,649A3WCKrbVXk9yCbb4lBA,32,https://p.scdn.co/mp3-preview/dd5fc6d7039e6d2e0556d39b898f60fb2dd27776?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Same Little Thing - Michael Mayer Mix,0RB3AJ670j3qxfe0N8vSfH,Weval,12tZvy2xFpWSkuJ3FsfisZ,The Weight Remixe,3aP4znLRZsWXvP0DqbgMvM,46,https://p.scdn.co/mp3-preview/c5038cdeba424b2331e9319528acd7e25b4d0065?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Customer Is King,3EVG82aojuaXoWyg0djkqU,MEUTE,1z5xbcOeFRQXBVDpvRPh8H,Customer is King,5g6jFkrrPcRKKZ7uQjFpHi,49,https://p.scdn.co/mp3-preview/ca6eef3e5c994ca05ae06101ff1dd3302494987f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,All Time High,5IqmMl7hPmpeCSpjwaiOPz,Niconé,70s3JhU9Ai0cIowagibjNI,All Time High,5PEGN9C4WWwWeKKgFF0k6B,20,not available
41,Heater - Tube & Berger Remix,62dWJq7A2vjDGGAKzW6tgZ,Samim,3iI5B3NF2FdRcRocAKOAPM,Heater (Tube & Berger Remix),5jLT0itmjIzyrbGsnT6rch,52,https://p.scdn.co/mp3-preview/330d236ccff45ac44f8dd1bf71e250d562fb3665?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Rope Dancer,4H1pINPQZv336ic1sKIxgl,Foolik,62J5SQP8c4TkZGUPUR0yCc,Rope Dancer,2qP8ItKfgJaxewwdPAa41V,33,https://p.scdn.co/mp3-preview/51a06663f662e93e183bc8b7f44d8b7a7ee5f8e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Afra,5RsQraFnRNj23iugAaSUwa,Hybrasil,5CA28dVSclgwdKigfNDWtI,Afra EP,6grfpWcSvwvDCBry7c6wMo,35,https://p.scdn.co/mp3-preview/a01d7824e12216d639acb2e58db7e13bd67369ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Culture Shock (Bebetta Remix),2kVKAbfodv09fFhHjnrdG6,Namito,6E8wYeE1CsvOUO031l9QGJ,Culture Shock (Bebetta Remix),6BLQNXcaXU6JOGkQZA3heU,34,https://p.scdn.co/mp3-preview/1ed7032a5feadf7cef3e34be9bfad3382f2127f9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Teriyaki,2hEW9u9ZPS5rjWOd7rlOLe,Britta Arnold,7JpBTUqubY86KynSJr28RN,Teriyaki,3dySk8zjZ27pI3BkYFVt3U,37,https://p.scdn.co/mp3-preview/7487bf4db63f280c2a899ae14486b2e3c47292f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Agatha,5tFwJOG2moHeQoAySvmbxJ,Stereo Express,3j2zB13syOvCyrkJIomEA2,Agatha,3GEe6DYaP3dIsz3wcW3fqS,40,https://p.scdn.co/mp3-preview/349eaca548aac5e46ca0df3e0cbf2811e0bddc1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Trondheim,0kUn9sPNCe0hnkrsqHwypW,Robin Hirte,0q4jQ2ducUDvYaE5vTZQqz,Trondheim,0CMYVcplx4el6Vjx5m8ocA,39,https://p.scdn.co/mp3-preview/083bd6900a1e4100f8d34eaaff820427c5ae04b0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,We're from Uptown,6MbCznBWdXutCkDSroVq0D,Westbam/ML,0bIvvfPnM3YeHeORD57sAE,We're from Uptown,68GnyYYF6pRYmgpP47UR8m,42,https://p.scdn.co/mp3-preview/871955bf63b49c30d84951cfcfbe4b3c4ffc8f9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Different Mind,228kjRtCmbB6fLGV3ExrDr,Dayne S,2OWQQKizLqny2GKSvqfV9h,Different Mind,7IDwkEgL1yO5Gxw9d140n6,44,https://p.scdn.co/mp3-preview/ea6b2b0471bbff225c58f880fd9a9b9aff4b6020?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Tears,11XdtbC7flzHfAuBsoXJlG,La Fleur,5bt7DkWw4iHzjzRF2d9scU,Speicher 108,5jsKBF8CA5tinnaiQRT0MA,37,https://p.scdn.co/mp3-preview/5c24b027e5a731c19a99781b5870d45c683c1662?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Zarmina,0lIvNMdUcdEl8X9oRMc8vC,Kotelett & Zadak,3QD7UCr2VBdscPGK6lYwo4,Expedition Zarmina,0Y9qn7vNaxLqKMk5Ay0z0g,30,https://p.scdn.co/mp3-preview/a1b0a097048dbe0f2fce5d4ccd09e795154fa8ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,Scrarab - Original Mix,1tT4xtghxdCzhQRbKBe8eB,Martin Waslewski,3qk4AowZhFKoYHocPk6l06,Scrarab,04wpXnwHzhTFOEpnn6NRNA,34,https://p.scdn.co/mp3-preview/f20d2f7d16be9fc0aa9f08cac62f4d57de91e0f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Afterhours,1MTQkWZJjxZigvdZBPX7ui,John Summit,7kNqXtgeIwFtelmRjWv205,Afterhours / Addiction,5yjU1qxpTNE2MICMzk7k4L,35,https://p.scdn.co/mp3-preview/33df5bfe732c6f1687c8191c6a8ff41aa419978e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,You Are the Wow - Radio Edit,6Oy5qDlUDmE5jYL2Kg84Ha,Alexander Aurel,6IISWtCeUiNuQ7jnsknnGF,You Are the Wow (Radio Edit),0XYOMfZAslNRQdUuKDB8Y1,36,https://p.scdn.co/mp3-preview/c5a4d46521e8792d08660e609ef540233fa95b9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Bee,48tnPvIus0PQ561A8oyt1x,Andrew Meller,0kDJVZD3Kwg7YbFXqDI1Gm,Bee,2HAE7YnFGnALPI5gZQjiXH,36,https://p.scdn.co/mp3-preview/5963427897fde61e0ac1ec414e423f468347eada?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Emerald,6ThgAuS0EhqnHqI4z4YzVm,Markus Kavka,5v35HgVYTMoD2SBonVGZ9K,Emerald,2YDOhjXEz14hq8ZCHPksut,37,https://p.scdn.co/mp3-preview/f7582d19fe1aec03c6c69397e25d1667ce059a2c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,Riffles,4RrsuLKV1UI5yCk8QBqNkg,Mila Dietrich,6gFqC88ulyEMiqeVp5b71Q,Riffles,1KFVybM84C8GpE8X1kJnft,36,https://p.scdn.co/mp3-preview/6accaef1e87348e922b6787f6682548e59e996a8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Flares,3CjtbmCJMrbOEUWh8S32J2,Daniel Rateuke,27NerKeEGofbhhDMEhagyq,Flares EP,302FxMeg6eREhIiBBbNkd9,31,https://p.scdn.co/mp3-preview/8146fc55e17032dd27638483d35b372fd1e93d20?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Montserrat - Artbat Edit,2LVr6WQ6W7B3i8CeWFjcLP,WhoMadeWho,50Lr1puweM1hFsF1LpIZLM,Montserrat (Artbat Edit),0xP3As4wwckI15pJ616PFC,50,https://p.scdn.co/mp3-preview/0234eaea8637a035d21fe872574aec1c28def6c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Come Forward - Original Mix,5mnVlcrTkphbgvVvtYNHWl,VONDA7,0Glk45UpQ9Tz1yp6GvhUBM,Wide Awake EP,6rrtjQXVVhwPbtDYcVm0CT,40,https://p.scdn.co/mp3-preview/03128a79999c5321670e1ee6b5fa6aec37723fce?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Work It - Edit,3oxkovxOKLaXfbMsa80061,Monki,30C3E9bYfEQPAY9MweeUVe,Work It,5v98WVuQi5piCUGnBBgNpm,42,https://p.scdn.co/mp3-preview/15f98aa189b3252545b178af9b8398ceb1d9020a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Fever,7Mlivo2VBJXGwFHo5IvYGk,Giolì,3nk8RAVtSa3Bw623V8p95q,Fever,4ED4SOPjSI3SK8kdIdNBWi,47,https://p.scdn.co/mp3-preview/17e3aeca37555b19cab617ab6ce0afc795a833be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Rattlesnake - Original Mix,39vMjlTRMjgLJDghSxcPkE,Psychemagik,3Mo1LckxhZk6jwf3pjamD0,Rattlesnake,65pskSGddE9xyibmDhlopB,36,https://p.scdn.co/mp3-preview/3f64059e30e606e41cd6de669daf1477b1d7cb0b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Airwolf,5hWjIPTtvTwcwExBbyZgm3,HOSH,3qoTlYFOahAlAh9ee3qnbs,Express / Airwolf,4kidfquEVMY8dROCRVIlps,43,https://p.scdn.co/mp3-preview/9e4b5c61c8a1e049849103606d8db4c88d91a48b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Alter Ego,2m1NjIVTEX9F2lMA0Wighm,Sascha Braemer,3egW8Pgmbjm5vS4EPXZond,Universal Language,2Rxot7EIugOPytXlbVm3ET,35,https://p.scdn.co/mp3-preview/3d981c22c5320c78ac8cf1e103a66f072b67c8d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Work It - Soulwax Remix,6WfL1pwMyFf3IvFWLnre4P,Marie Davidson,7xJVICbAWizNBKBD3mRWjF,Work It (Soulwax Remix),074U95kLP3roPuXrpjTYtT,59,https://p.scdn.co/mp3-preview/3395ed241e478555b4e248c89d531295db2ccb55?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Unison,4hf5UAHAaz2lMJ0DlQ6feH,Huxley,6fJvW51nWhRImJyos6O7sT,Unison,2tmfLrB2GwSq80kZlJuz0p,38,https://p.scdn.co/mp3-preview/053f08fb88e27fe1a76a0d3ef764c114f08333bd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Can't Think Right Now,5OVW2b2uV2b5xgpFFGi72G,Dalfie,3LfZvsjHCnxUyPFmEJlofo,Can't Think Right Now,5GGt9Mhz9kRyjVcyFn2wTs,38,https://p.scdn.co/mp3-preview/a54f58e2944a40fb08b1cbfbd673ee06527db0b8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Yassah,0l93m5mQTLg0Xho2NDT87z,Daniel Rateuke,27NerKeEGofbhhDMEhagyq,Palmfood / Daniel Rateuke,6k2fwwZmBY0E3csXOtop6b,33,https://p.scdn.co/mp3-preview/3242d1e89e6e150a00386a1ec5530acd5a85c741?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,EF2MOZ,1UPTBEmUF8M2AtzTiqZOT8,Ben Remember,4QDXiDOwAxmzwZOaqP2ePc,EF2MOZ,10ui2GSuSy5d3ErK778e7B,39,https://p.scdn.co/mp3-preview/289ad1395d68f2c5076fb2229d3a7fefabe66775?cid=fa83a2fec7c440b7a2795d600d6b2c7e
