Merge 2004,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,Notorius Lightning,6fDcr51mFR5Yblu2dPmqrE,Destroyer,22ojy4H4ZVpowC4lRRC8In,Your Blues,2UsZRzjcrSpd5NyBdLoC4Y,34,https://p.scdn.co/mp3-preview/7420ac466f37f3c1cce99b505a92ece0b8c743d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,It's Gonna Take an Airplane,2fvi6I5iNK69YNhYJqwTF1,Destroyer,22ojy4H4ZVpowC4lRRC8In,Your Blues,2UsZRzjcrSpd5NyBdLoC4Y,51,https://p.scdn.co/mp3-preview/dd8ee7a0f5ffa2204b0d8515739525abf007d191?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,The Music Lovers,7DIzUJ1RlztBxzOnlawYQb,Destroyer,22ojy4H4ZVpowC4lRRC8In,Your Blues,2UsZRzjcrSpd5NyBdLoC4Y,22,https://p.scdn.co/mp3-preview/8c7321b78ef5e4cfcc3d6f22472ddaf358b63d6b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,One More Goodbye,50kQYzxPlrH0yOwvxyMYIO,M. Ward,6nXSnNEdLuKTzAQozRtqiI,Old Enough to Know Better: 15 Years of Merge Records,0rEg13JDg9mYADlX47Rt05,4,https://p.scdn.co/mp3-preview/6b05bc31c302e15a319d59f5418f9d58827cfb8d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Where the Universes Are,2558X0FxacvqQCKTh2hd6v,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Old Enough to Know Better: 15 Years of Merge Records,0rEg13JDg9mYADlX47Rt05,3,https://p.scdn.co/mp3-preview/81cae5bd2da49349e33759047f5be0c49b69df03?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Freaks In Charge,5nOhAv8injYJ3iq8hBUieF,Superchunk,7lmde7T1WJPFwv1eR6melP,Old Enough to Know Better: 15 Years of Merge Records,0rEg13JDg9mYADlX47Rt05,2,https://p.scdn.co/mp3-preview/ef5881f91431f93bfef852401e1a1beedd9593b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Gold In Sound,1YnmRStRR5ASNcnYw3wWMd,David Kilgour,5S76x1RQk1FgHwX3y4giOO,Frozen Orange,3DxhBJ8G9XwzbeSosXqmCB,3,https://p.scdn.co/mp3-preview/263e398a19ad0963e89962fae6ea63507ac688e4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Frozen Orange,20A53tH3hv8uvBh4SUKGfc,David Kilgour,5S76x1RQk1FgHwX3y4giOO,Frozen Orange,3DxhBJ8G9XwzbeSosXqmCB,3,https://p.scdn.co/mp3-preview/895dd8432deb243162f4d38346ebbdedd47b907c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,The Waltz,5rZrEu513zFsEJufFTnje1,David Kilgour,5S76x1RQk1FgHwX3y4giOO,Frozen Orange,3DxhBJ8G9XwzbeSosXqmCB,4,https://p.scdn.co/mp3-preview/2328d89c7dec175bfc75a738914c1567e93f8c94?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Sin the Moon,4QVAGdnQaZw3twqGTA3ZIm,Shark Quest,3TBHG46e3npJLPJovwCOA9,Gods and Devils,58ePLIxT8gNGiZ2HP67uqp,31,https://p.scdn.co/mp3-preview/b1444b4cd4c575d9963c2690a1511685da6833a4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,The Rosetta Barrage,3RXScURb3CySkTljezTTHG,Shark Quest,3TBHG46e3npJLPJovwCOA9,Gods and Devils,58ePLIxT8gNGiZ2HP67uqp,12,https://p.scdn.co/mp3-preview/e1c6f0272514f5273026d38dcb07e897626860f7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Shivers,3ODnYy0Pq1Vx64rNbDmdgS,Shark Quest,3TBHG46e3npJLPJovwCOA9,Gods and Devils,58ePLIxT8gNGiZ2HP67uqp,12,https://p.scdn.co/mp3-preview/84434c871840b3bbd84f4b867364bc3042429c87?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Neighborhood #1 (Tunnels),57IXKSNGogQicZWJQIddqg,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Funeral,0aGwrXjKIfAMlj1vBYLtnR,5,not available
23,Wake Up,2uljPrNySotVP1d42B30X2,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Funeral,0aGwrXjKIfAMlj1vBYLtnR,10,not available
24,Rebellion (Lies),5qk1xXcERl8RW645ztqDAW,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Funeral,0aGwrXjKIfAMlj1vBYLtnR,6,not available
25,Firsts,4UBHHbkyDEH7d5PeljUsFO,Richard Buckner,6vrwcJbfs2QyRtApdx1hXX,Dents and Shells,2MNVYNIA23BEhbGDKoupR9,15,https://p.scdn.co/mp3-preview/d54dcb13244b006766d85e9bb6a9278a579011d0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Her,2AtQ6UJo0kvaShXybw6Hx5,Richard Buckner,6vrwcJbfs2QyRtApdx1hXX,Dents and Shells,2MNVYNIA23BEhbGDKoupR9,9,https://p.scdn.co/mp3-preview/a9b03383399a27226eeeeaaf2a228f1f4ae04bf2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,As The Waves Will Always Roll,0idpibOHK9rga4S4ogsBtf,Richard Buckner,6vrwcJbfs2QyRtApdx1hXX,Dents and Shells,2MNVYNIA23BEhbGDKoupR9,4,https://p.scdn.co/mp3-preview/98f47aa1755cc1a6a32c2972cccb4f1c6e53cf5e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Ladies & Gentlemen,2NjQnBebeW4VNEZx2R0Snn,American Music Club,6uHjKRsYGaElOrKWlSEji3,Love Songs for Patriots,10COG3cN8YlMPfLFYQejJ5,4,https://p.scdn.co/mp3-preview/2528e6acd3acb9048e87450be0cb2bcb9601d6fe?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Patriot's Heart,2IY3a3dPfEq5un2NfdRRDZ,American Music Club,6uHjKRsYGaElOrKWlSEji3,Love Songs for Patriots,10COG3cN8YlMPfLFYQejJ5,3,https://p.scdn.co/mp3-preview/c8093e5d5430daace0afac78e4971a08116398c8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Only Love Can Set You Free,16iq9r8KR9fsexz5MzJGjU,American Music Club,6uHjKRsYGaElOrKWlSEji3,Love Songs for Patriots,10COG3cN8YlMPfLFYQejJ5,2,https://p.scdn.co/mp3-preview/4dba5432953eb72346b50228213e06fe6cf2115b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Eighties Fan,6jZjkv4x292hU4U8G50An0,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,Biggest Bluest Hi-Fi,5U2bqR1l80w7VSZsy8bOR6,21,https://p.scdn.co/mp3-preview/1e42bc61ebb2860a72cb4e2c9dc63593fd927684?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Pen and Notebook,6KoLeAFWSmKzZkWAkUlvPn,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,Biggest Bluest Hi-Fi,5U2bqR1l80w7VSZsy8bOR6,13,https://p.scdn.co/mp3-preview/bb14ad1fda46bba93d750600e6ee65bf577047cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Happy New Year,3CEkhvGvIfGQJO6H8dZzch,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,Biggest Bluest Hi-Fi,5U2bqR1l80w7VSZsy8bOR6,16,https://p.scdn.co/mp3-preview/3b92c62b58b703a9c42c52c1d19dbe5fbc2c93ae?cid=fa83a2fec7c440b7a2795d600d6b2c7e
