Merge 2005,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
11,Deep Dark Well,45hpodznlP52XXxCl6Os8o,M. Ward,6nXSnNEdLuKTzAQozRtqiI,Transistor Radio,3ra5NNEmCoF7c4LMwLrqzg,9,https://p.scdn.co/mp3-preview/defd606cf57ddc697c724f735228288eb13f2107?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Lullaby + Exile,51BBeWb85XKvlMCWElhpbZ,M. Ward,6nXSnNEdLuKTzAQozRtqiI,Transistor Radio,3ra5NNEmCoF7c4LMwLrqzg,34,https://p.scdn.co/mp3-preview/773c60dc66b778b4b4d26e949554387b3c6798e5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,Does It Float,55nCd6ErDegAWATnsJIOi4,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,Dinosaur,7qnlfcAiWrrLewKHsr0Yjy,18,https://p.scdn.co/mp3-preview/fcf23a2d9481df6b8434248cdb7f9e69e04296cf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
14,Repulsion,1js76UTkBt66Bom71VKRbe,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,Dinosaur,7qnlfcAiWrrLewKHsr0Yjy,21,https://p.scdn.co/mp3-preview/73621b416ca465cc0d88504576ffbc310ae46ad1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
15,Little Fury Things,7vrwS8Z8JOET8eVpSbAKHM,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,You're Living All Over Me,7LpjAJON4CNX6PmY9SICs3,40,https://p.scdn.co/mp3-preview/a83a15502f79a2cf513e51f118077929286f5699?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Just Like Heaven,2taiFEr466TWMGPZN719m5,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,You're Living All Over Me,7LpjAJON4CNX6PmY9SICs3,48,https://p.scdn.co/mp3-preview/45695945dbe41ab464d457b61ff1bdc4066adda5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,Freak Scene,1EhFq3qwGc2w0qLiR7XpQH,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,Bug,3qyW9uFZskhChIgwyrIh0i,44,https://p.scdn.co/mp3-preview/945ccc0b732dc06b7ed79cf00141993786e90d55?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Let It Ride,0fIpyrFuGihMlzN1xOXRiH,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,Bug,3qyW9uFZskhChIgwyrIh0i,22,https://p.scdn.co/mp3-preview/3423f41b2527388539f58be28aa5bc881725a642?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Papillon,1CqHxUzlisCIyWipMXDIUr,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,The Fallen Leaf Pages,4tItgPprijrZeAXhtzUx7b,3,https://p.scdn.co/mp3-preview/26cffa224e3e494c2368b3e12f4db270aeb6fee8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,The River Shade,2OpPDjasphIe9zhsFOs4mH,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,The Fallen Leaf Pages,4tItgPprijrZeAXhtzUx7b,2,https://p.scdn.co/mp3-preview/2a63f64bdbe649d29a301880af249f5845b2d13a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Breathing Again,0zAlBDnOQPo0tsxGq0gFrY,Radar Brothers,4MB4RJ1LO8j2aWmUZyUV1u,The Fallen Leaf Pages,4tItgPprijrZeAXhtzUx7b,2,https://p.scdn.co/mp3-preview/b205af8036fbc08f43898dd86369727cfcc02292?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,You Better Get Ready,3LciVUAl93KoIghVw03nCd,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Unwind,3p7RGtuZstbtw5CUQvCpzG,15,https://p.scdn.co/mp3-preview/e934f7b627857813100592f1a51e9ca7a93fa11c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,El Camino,0WNaSvInwk8wRppjFrWVi2,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Unwind,3p7RGtuZstbtw5CUQvCpzG,1,https://p.scdn.co/mp3-preview/26deb171b5d43112ec7309fdb33cb9b19d099e18?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,I'd Feel Better,1MOXzIrgjfC3EDzSHJuuRX,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Unwind,3p7RGtuZstbtw5CUQvCpzG,1,https://p.scdn.co/mp3-preview/80280a33df04f85c04a7c05488d478efcf370e43?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,"The Beast and Dragon, Adored",5uRoxIk6Ng1HY2gU1fBn3D,Spoon,0K1q0nXQ8is36PzOKAMbNe,Gimme Fiction (Deluxe Edition),3VfwgheyI86T9yto1b1M5H,38,https://p.scdn.co/mp3-preview/2932f48665c560e7cad032efd1ead98c04a96a72?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,I Turn My Camera On,1zyQWymDQATRbkpWbYvU20,Spoon,0K1q0nXQ8is36PzOKAMbNe,Gimme Fiction (Deluxe Edition),3VfwgheyI86T9yto1b1M5H,51,https://p.scdn.co/mp3-preview/27e68a166cf0514ba1f03784ecffbc3e0c02038c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,I Summon You,2DZTBHqWQzpfcvesy7X331,Spoon,0K1q0nXQ8is36PzOKAMbNe,Gimme Fiction (Deluxe Edition),3VfwgheyI86T9yto1b1M5H,46,https://p.scdn.co/mp3-preview/a44589cbb3f7597993af9dc2f8f2ba01f3d1a642?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,It's All in My Mind,62eulDgkZ9rqghNoQgcQEj,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Man-Made (Deluxe),2Xxx4Y6DJFji0nMSIA5MdP,11,https://p.scdn.co/mp3-preview/ab25d2c2bc6b55dc382b09ca247d7be06e530c7e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Time Stops,3yFZbvwMCxztSLg6rTphNT,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Man-Made (Deluxe),2Xxx4Y6DJFji0nMSIA5MdP,9,https://p.scdn.co/mp3-preview/a51bac40c6678f41bee0a48a5b9f4eb7902caf81?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Only With You,3d8GfjsIrX2XOcodGcjgv4,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Man-Made (Deluxe),2Xxx4Y6DJFji0nMSIA5MdP,5,https://p.scdn.co/mp3-preview/ca5067bbf24bdb80404edcea8640b5ba6eb8b434?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Plenty Is Never Enough,0PbmUscphyml1j0c04hHPU,Tenement Halls,52GmsDvWee7oJh8LUZMu7M,Knitting Needles & Bicycle Bells,0U7vgLH477uDGTS4EzjH9u,8,https://p.scdn.co/mp3-preview/e48406d0cd8504540d7a09c41f59df6c18362cb4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Charlemagne,7vhtKkJEP5ppK9oloKNVfY,Tenement Halls,52GmsDvWee7oJh8LUZMu7M,Knitting Needles & Bicycle Bells,0U7vgLH477uDGTS4EzjH9u,1,https://p.scdn.co/mp3-preview/8fac175458aa14e69ebe2f0c39b236e107d2760f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,My Wicked Wicked Ways,3sMz33x6UU2VotCcUdYnXC,Tenement Halls,52GmsDvWee7oJh8LUZMu7M,Knitting Needles & Bicycle Bells,0U7vgLH477uDGTS4EzjH9u,0,https://p.scdn.co/mp3-preview/5497223f07238f85216e32314351dcee2974597f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,I Wanna Know Girls,6GaMUjgZwbPB5KGZWXM9ux,Portastatic,5YFFss1uTFY0gfMMR1f9FD,Bright Ideas,7BfG88en9r7SzQrMpn4K1Q,13,https://p.scdn.co/mp3-preview/4a1340b8b9caa6ddc721637469554d2ed40a3dc7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Through With People,5HE6PyORLTh1HEaOf1gj7P,Portastatic,5YFFss1uTFY0gfMMR1f9FD,Bright Ideas,7BfG88en9r7SzQrMpn4K1Q,11,https://p.scdn.co/mp3-preview/fd8cf99a5e73f763de9255e12839605dd1418e66?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Little Fern,6L93f9c9tY9jQt0hj0CgOB,Portastatic,5YFFss1uTFY0gfMMR1f9FD,Bright Ideas,7BfG88en9r7SzQrMpn4K1Q,7,https://p.scdn.co/mp3-preview/485d9ef161680ec5dbbf5714373b6f30ed9bf6cd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Money Trouble,3FAObhCA6NQuU4PEtz8AKH,Annie Hayden,1ggIzCdnWNqYQ9Dj0IjQun,The Enemy of Love,2Jd2iSXMF4zCU4iVZWV5ey,2,https://p.scdn.co/mp3-preview/2c53600c0b057b622ebf4b00d4de2950dcf47cb0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Cara Mia,6GY2mdD6wdIXWU97IhmAan,Annie Hayden,1ggIzCdnWNqYQ9Dj0IjQun,The Enemy of Love,2Jd2iSXMF4zCU4iVZWV5ey,0,https://p.scdn.co/mp3-preview/af5e8129eaf446d2ff2326b5f87556b0eb9b5280?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Wait For Returns,7JnyMLmYA6fuVhCyWOGQpy,Annie Hayden,1ggIzCdnWNqYQ9Dj0IjQun,The Enemy of Love,2Jd2iSXMF4zCU4iVZWV5ey,0,https://p.scdn.co/mp3-preview/7a2fceba50214e8f90d13e81cfdc1bc3c581ca03?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,Boxcar,60F6gJorD1oo8oXkKMSt40,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Birds Make Good Neighbors,5JNsyuGr1MSR58d37Wigdm,13,https://p.scdn.co/mp3-preview/1400271cc56d8d50b032cab175ac762f744d4086?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Blue Bird,1wVeJ7zJQyhuN8rBqqfHlS,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Birds Make Good Neighbors,5JNsyuGr1MSR58d37Wigdm,11,https://p.scdn.co/mp3-preview/bed21c461f2c14362c62a87155e189ed867fb007?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Hold Hands and Fight,47k0t0AuU1MJun9Pvc1qQm,The Rosebuds,1uatpkp2CbVMmQlMKFMAwe,Birds Make Good Neighbors,5JNsyuGr1MSR58d37Wigdm,9,https://p.scdn.co/mp3-preview/0434dcd167f6172f3adea299592d4a019bad57e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Prepared,72o5FKTw3E9IKtzLxXNAjS,Hands Off Cuba,5vlrsgE3Bo7gSk2uBiIVKz,CoLAB,70guYWbwKTyMNP43gDPCJb,2,https://p.scdn.co/mp3-preview/212a7fc359a30fc1e6afce15926a344d825ccd80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,Blur,7xgg56bhXtrwQoz37GhiKj,Hands Off Cuba,5vlrsgE3Bo7gSk2uBiIVKz,CoLAB,70guYWbwKTyMNP43gDPCJb,6,https://p.scdn.co/mp3-preview/f01b268cee49f07f42428002646a11172977ba34?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,Since K Got Over Me,1aB8BnDTML8UNZVTnaEyaO,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Strange Geometry,4nWayTNK3r3zaqamQBkKVx,22,https://p.scdn.co/mp3-preview/cce9115a240fda045df984f32a316eb76ce7014d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,I Can’t Seem To Make You Mine,4g3C14wyt2qz5harDvVGXu,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Strange Geometry,4nWayTNK3r3zaqamQBkKVx,30,https://p.scdn.co/mp3-preview/5f3c75a41c248a1d9c0d700923b60b2d28f8cf65?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,E.M.P.T.Y.,6Yoq7HXOhZCOeMY8t9z5yt,The Clientele,3xZBpeXHkSjTKQIR1OeKN0,Strange Geometry,4nWayTNK3r3zaqamQBkKVx,15,https://p.scdn.co/mp3-preview/e9486e082e3bb6132a3f03dd803addd03ca959a7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Sister Jack,1nSYUsFo04BNSK9jmZlG3r,Spoon,0K1q0nXQ8is36PzOKAMbNe,Sister Jack,6X0Vzx7i9zL5x7KwO7xCTT,7,https://p.scdn.co/mp3-preview/c0c740b5c2e9b59e83dd59d257bb8ac1627e0b3d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Sunday Morning Wednesday Night,0of6RLM24LGM18B2FIWfdv,Spoon,0K1q0nXQ8is36PzOKAMbNe,Sister Jack,6X0Vzx7i9zL5x7KwO7xCTT,6,https://p.scdn.co/mp3-preview/26cded362e35ed1afd4e1dfa6766f22613beed01?cid=fa83a2fec7c440b7a2795d600d6b2c7e
