All Out 60s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
10,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bookends,3bzgbgiytguTDnwzflAZr2,77,https://p.scdn.co/mp3-preview/aa826e8af9e873f09466c96d5dc19801e2431432?cid=fa83a2fec7c440b7a2795d600d6b2c7e
11,Suspicious Minds,6KDG8vvFerlCU63IXdw1zb,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis 30 #1 Hits,0QVoYzGd1p8Z3ohEaM0lsc,57,https://p.scdn.co/mp3-preview/c0601b5f22697ea7408fe86ba49e15d16d44829f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
12,Son of a Preacher Man,3SMQvRU807fzOwZGagys3n,Dusty Springfield,5zaXYwewAXedKNCff45U5l,Hit Soul,6w3xidjxm3leF2aZpzM0KO,41,https://p.scdn.co/mp3-preview/7e52c1cb85129d587c452da851ffc332bde3a36d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
13,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6DfAdJWkHIRUiYsuYoAfim,Four Tops,7fIvjotigTGWqjIz6EP1i4,Gold (International Version),7AetomzAid1LhjAQSMxWIx,12,not available
14,Wouldn't It Be Nice - Remastered,2CQRYn5cTD2B9a1ONjhTN2,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,Pet Sounds (Original Mono & Stereo Mix Versions),6GphKx2QAPRoVGWE9D7ou8,59,not available
15,Here Comes The Sun - Remastered,45yEy5WJywhJ3sDI28ajTm,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Abbey Road (Remastered),2Pqkn9Dq2DFtdfkKAeqgMd,33,not available
16,"Oh, Pretty Woman",48i055G1OT5KxGGftwFxWy,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,"Oh, Pretty Woman",2jTbcSPVTBRAoc3mHU6hy0,74,https://p.scdn.co/mp3-preview/05ef94f7c8a9eb170f5f67cac6274ff7df06c206?cid=fa83a2fec7c440b7a2795d600d6b2c7e
17,(Sittin' On) the Dock of the Bay,4Y4Gd3ty8uut6Qw43c7yJc,Otis Redding,60df5JBRRPcnSpsIMxxwQm,The Dock of the Bay,0kSkzG0sfuG4lRuFF5jWVr,64,https://p.scdn.co/mp3-preview/f4a5f20ce3896f0a7a7cb335ff7b544cf0219a9e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,I Say a Little Prayer,0FD8KMG4pHp0O9clTpChjp,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,Respect - The Very Best of,3IadQMKTsvI9DhuE4UexFz,55,https://p.scdn.co/mp3-preview/358ec6aa9624b1f82788f6bf770721d2b57c8733?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Leaving on a Jet Plane,6ZSTinOwx5dKFYc6iYyGDn,"Peter, Paul and Mary",6yrBBtqX2gKCHCrZOYBDrB,Album 1700,3CDM5os6kA4y6mYYGukMIZ,60,https://p.scdn.co/mp3-preview/35af845de3fb0c2f1c4e642847ba7e821db8ef63?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,For Once In My Life,2yNWwardt8VzlpNBWrGYD6,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,For Once In My Life,59hSInYpAsa4we4TzDGaWT,25,not available
21,Burning Love,7zMUCLm1TN9o9JlLISztxO,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,Elvis (Fool),3gpHiNAmT5oXVxe6ewTGuN,69,https://p.scdn.co/mp3-preview/8120be95b750b8783840768f7d458ba8a4a972fb?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bridge Over Troubled Water,0JwHz5SSvpYWuuCNbtYZoV,72,https://p.scdn.co/mp3-preview/235629aa4e2ef4c3c8cc623b348b646d31c26412?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,American Pie,2QgWuCtBpNIpl5trmKCxRf,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,The Best Of Don McLean,20Y9wHWIxNFvqplgHmqmUl,74,not available
24,You Can't Hurry Love,2mTjtdoxpffwa5rXVyZZaS,The Supremes,57bUPid8xztkieZfS7OlEV,Love And Life: The Very Best Of Diana Ross,6syCFYImxKPSf6G8Oh3bIq,56,https://p.scdn.co/mp3-preview/221ee299cf4668e82a547623b7fea7c724cdf3e1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju,The Ultimate Jackie Wilson,1NXxURGbIYbunQfXmChHAl,72,https://p.scdn.co/mp3-preview/715dfaeb3221769b58a3712d492a68f979535883?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,Turn! Turn! Turn!,3v0i9qyogPoQEQj2bG6Fmn,68,https://p.scdn.co/mp3-preview/4bf48c135d9de951229c29ef352f809192dcfd71?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,He Ain't Heavy He's My Brother,1ZCN1OVTk5LbbdEWhgWfpW,The Hollies,6waa8mKu91GjzD4NlONlNJ,This Is... 1969,2zz4gHHDI0UJlbLWgrH21u,50,https://p.scdn.co/mp3-preview/e9d1c2edae90a5ea4842110ac5583acfc28d0730?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Don't Worry Baby - Remastered 2001,1GLmaPfulP0BrfijohQpN5,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,Shut Down (Remastered),1G8AfOjrE0FO9w1gfemIy1,65,not available
29,"Monday, Monday - Single Version",46PzYzseHf3mSdkTMd8sgC,The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,If You Can Believe Your Eyes And Ears,6zK7GV2JCqLknAdTeIhooB,42,not available
30,Waterloo Sunset - Stereo Mix,6i6vTovzDTGf6AQp96YwZK,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Something Else By The Kinks (Bonus Track Edition),3M3JjcA8YcJDKl0ktMOPQW,14,not available
31,My Girl,6jWkZvd1URGktyTTwcpPpB,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,The Temptations Sing Smokey,7C4vMPQR8KcbZv4e2ZI0lc,29,not available
32,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,Pearl (Legacy Edition),3j7nicLAWXM0Fb08q9XGyf,71,https://p.scdn.co/mp3-preview/d24806aa02d1acb4b7b77ba99440e10e15cb9894?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,The Boxer,76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bridge Over Troubled Water,0JwHz5SSvpYWuuCNbtYZoV,72,https://p.scdn.co/mp3-preview/ba833158dd80b316a9a108b1578fe1113b931132?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,In My Life - Remastered 2009,3KfbEIOC7YIv90FIfNSZpo,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Rubber Soul (Remastered),50o7kf2wLwVmOTVYJOTplm,75,not available
35,Under the Boardwalk,65jrjEhWfAvysKfnojk1i0,The Drifters,1FqqOl9itIUpXr4jZPIVoT,Under The Boardwalk,7AgI5vniflcbh86Znea7yM,70,https://p.scdn.co/mp3-preview/8cf57563d7553159042a312443ae361880c57b41?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Gloria - Stereo Version,1DKyFVzIh1oa1fFnEmTkIl,Them,5BaHqGtf6UAZnHfqdPaTDA,The Essential Van Morrison,0RXzDyBEGd2EGQTmv8cxQa,64,https://p.scdn.co/mp3-preview/89956cc26107e250858e6bf8c4240366f0a962ed?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Ain't No Mountain High Enough,2H3ZUSE54pST4ubRd5FzFR,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,United,6sbZYwwQB15bt5TgkPFAdb,25,not available
38,Mr. Tambourine Man,2HCaIYjkvWSZzaSKUoOh3d,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,Mr. Tambourine Man,0pkrqPjeq9K5KD0hFqAKNa,64,https://p.scdn.co/mp3-preview/2147c3bcac56bd48da6e54a5dc3fadf0e79bc5a2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,The Weight - Remastered,0sDqo9UPzPUtu9wEkI3zRB,The Band,4vpDg7Y7fU982Ds30zawDA,Music From Big Pink (Expanded Edition),0nuPXgAXAfPmz9AW1PPrlk,21,not available
40,Where Did Our Love Go - Stereo Version,6yz8hKpO3s2byra8Et3w9x,The Supremes,57bUPid8xztkieZfS7OlEV,Where Did Our Love Go: 40th Anniversary Edition,3W2FhBKieLAcrS4e9SHtr6,15,not available
41,Proud Mary,6mv76kovZyVB0UHbqUsee0,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Bayou Country (40th Anniversary Edition),04CGA9H5xjYGnGMB8cLYRv,15,not available
42,I Heard It Through The Grapevine,1tqT6DhmsrtQgyCKUwotiw,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,In The Groove,36VMWZPLjg9rucvMxdA2Pz,64,not available
43,"Reach Out, I'll Be There",3zA42VIIrkVc2OkgUENTa5,Four Tops,7fIvjotigTGWqjIz6EP1i4,Gold (International Version),7AetomzAid1LhjAQSMxWIx,12,not available
44,"Everybody's Talkin' - From ""Midnight Cowboy""",1Yp16rwCxTScYhK5ThYUZR,Harry Nilsson,3RTzAwFprBqiskp550eSJX,Aerial Ballett,4lQ72Rx2xpc7gGNoNJ4dlH,14,not available
45,Can't Take My Eyes Off You,13jJu9zoXOQnqiLaJsg41K,Frankie Valli,3CDKmzJu6uwEGnPLLZffpD,Oldies 60's,3y2gHDcfKpQG21SutK6ErH,52,https://p.scdn.co/mp3-preview/59009fe6bfd7e19f010c643a37867d35c86c8033?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,A Whiter Shade Of Pale,3qitymULqEibr7yknRMKU4,Procol Harum,0GbqW5TJr7n4is453VOY4C,A Whiter Shade Of Pale,2WcfgOosdw0bN9g9twoA4K,22,not available
47,Both Sides Now,3NW1YMA8kfNVTzGJCGBS8m,Joni Mitchell,5hW4L92KnC6dX9t7tYM4Ve,Clouds,03iFLgmgkLT7X5gnXVPID5,58,https://p.scdn.co/mp3-preview/abf0810c6c05452b061a0655f28fbad477b78c80?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,Itchycoo Park,0fYgtNCNCjFDeJWTIMukNU,Small Faces,1YqGsKpdixxSVgpfaL2AEQ,Small Faces: The Singles Collection,36kTs3PivuoQFTz102LcCa,45,https://p.scdn.co/mp3-preview/7ef0dd0149a8b473e39f0f911c806bf9a995c4ec?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,You've Lost That Lovin' Feelin',5GMw6X6BbCDGO9gApQYRSa,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,The Very Best Of The Righteous Brothers - Unchained Melody,5CFmNamq1ceXn8RFJ9i7p6,58,not available
50,Everyday People - Single Version,4ZVZBc5xvMyV3WzWktn8i7,Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,Stand,7iwS1r6JHYJe9xpPjzmWqD,65,https://p.scdn.co/mp3-preview/12c3a92b00af4a3b3f24bc1173413b7af6724ae6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
51,Somethin' Stupid,3cVWNLd0uEHkc2tnBoE3Ay,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,The World We Knew,00vMwG6tYLzcwXgwvzlzyK,21,not available
52,Here Comes the Night,3OfttbJAJNvkI4VwtZD2E7,Them,5BaHqGtf6UAZnHfqdPaTDA,Complete Them (1964-1967),0I5bDXICWz4idoFkxv0W4Z,51,https://p.scdn.co/mp3-preview/4d052ba344cbdf284bc0c6ba331e5b49e1e635e7?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Different Drum,3k63RLvRgkgPGx0keOH3P6,Stone Poneys,2X9nnux4eS3CFBDSjcnoBQ,Evergreen Vol.2,2FrEXjdS2mZO6sx6pA5MbY,58,not available
54,Gimme Some Lovin' - Single Mix,0g6UcrVsACnRJyTGX6uSHu,The Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,Keep On Running,3Z0XNzsJC1cY6szFkxVE1h,14,not available
55,Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,The Foundations,4GITZM5LCR2KcdlgEOrNLD,The Foundations,3j1kw5l2mEeKCUuXXwjhWp,75,https://p.scdn.co/mp3-preview/a1286ea4146157ad1559eaefe6e8a0869e3963b8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Be My Baby,2G2YzndIA6jeWFPBXhUjh5,The Ronettes,7CyeXFnOrfC1N6z4naIpgo,Be My Baby: The Very Best of The Ronettes,3vLFWR3fLqfY82WGvaLuyV,72,https://p.scdn.co/mp3-preview/3853f673d763a993fae64d464254c9ef4236f1fd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,This Old Heart Of Mine (Is Weak For You),455HSLQfOn9vxG6UjzoTWw,The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,This Old Heart Of Mine,0TWtsGPvmioByGsm098Kh3,16,not available
58,Wichita Lineman - Remastered 2001,6V9VCm1zOY2lGR80RehJ9i,Glen Campbell,59hLmB5DrdihCYtNeFeW1U,Wichita Lineman (Remastered),056tSaBR2WyN1nnmfIzkEE,63,not available
59,All I Have to Do Is Dream - Single Version; 2006 Remaster,76HnRI6IQX4YHzYTgcM0RV,The Everly Brothers,4ACplpEqD6JIVgKrafauzs,Definitive Pop: The Everly Brothers,7suOvu4ppoFddBOxpYkf2d,55,https://p.scdn.co/mp3-preview/88735c32e30423b5f71af3d7e28d5040e698829b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Honky Tonk Women - Mono Version,3RZMzCvYsmJ0u2ioKTOsmJ,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Hot Rocks (1964-1971),0aqZJlugIkTUWW1sa4BANp,68,not available
61,Sugar Sugar,2niam1u5gMXIKbEsqgGQoW,The Archies,33QmoCkSqADuQEtMCysYLh,Intro: The Archies - EP,0WhFJl87HYwJV5rjfMHAWO,50,https://p.scdn.co/mp3-preview/2463c3dd6b85c226ad159b837179d7a3be345734?cid=fa83a2fec7c440b7a2795d600d6b2c7e
62,Everlasting Love,2Rp4qTPWa91ctCSq0pu3zv,Love Affair,7aXDGr3cUBmH2Kx1yBC7Ux,Pure... '60s,3cceuam4ZfqSSC4uVchxvx,52,https://p.scdn.co/mp3-preview/6d6438f4dd433ad753b4c9f6c17bfe4df7f60b1a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Massachusetts (2008 Remastered LP Version),1mBPlknQe00PCd7R9g34ix,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"Best Of Bee Gees, Vol. 1",0YD5pkRnCzXeCM2z8YlvjU,12,not available
64,To Sir with Love,0gBFr7N2D1GfhkXIIepIGG,Lulu,0jYKX08u1XxmHrl5TdM2QZ,To Sir With Love,37J4FeONwmD1Gl3PzvZGv3,49,https://p.scdn.co/mp3-preview/fc6c1b226a8d58eb1af98079052e54536680fc18?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Dancing In The Street - Single Version,32k7kVzz4SpmI7Q5xI856l,Martha Reeves & The Vandellas,1Pe5hlKMCTULjosqZ6KanP,The Ultimate Collection: Martha Reeves & The Vandellas,0kvY6WYTWWJXQnesQRJZUZ,15,not available
66,(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,Lady Soul (With Bonus Selections),7lEOKZaOpqP70UYqdLPejG,70,https://p.scdn.co/mp3-preview/5a75bcabe432f6ebf029e246d5d1ec663bba6156?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Albatross - 2018 Remaster,3IKyTBHZSgCx2v1ZX8v0TZ,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,The Pious Bird of Good Omen,2vykpF7BFnflpzjTCG52FU,51,https://p.scdn.co/mp3-preview/37af8827265771cc0f490eaa20530bfdadf25a8a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Cupid - Remastered,5Iev69m1Jnf7oc79VvPjpd,Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,The Best of Sam Cooke,2Dpw2XUAsBvuNdNLarNzz8,49,https://p.scdn.co/mp3-preview/af523e28730de8681c7323504f021933489983d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Do You Believe in Magic?,1udKn1oNKYQSQ9OmiIWCMu,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,Do you Believe In Magic,5bx2ZHa0KUDMD5T0r9V030,68,https://p.scdn.co/mp3-preview/3a68c7436943a6cb0680e953842368aadad7513c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Where Do You Go To (My Lovely),2AvMA7gOOhQpDDUjBs89ap,Peter Sarstedt,3ExGDjEKejMhyciAgxPe0B,Playlist: The Best Of Peter Sarstedt,6dBpKIruDjddNXc5ps2eW3,54,https://p.scdn.co/mp3-preview/0cc4be106dcc18073634aa71c209f0f2551bf9a3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,Downtown,0hgWgToJgb7O1tT12YWRCz,Petula Clark,6nKqt1nbSBEq3iUXD1Xgz8,Les Plus Grands Succès De Petula Clark,4Z05J0oWrBhYR89jcDsju9,19,not available
72,The Tracks Of My Tears,7FwkoTz8Ic8C5YaE9XXGIU,Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,The Definitive Collection,3AGszO88qhYdEvhs6pjsHW,52,not available
73,Baby Love,5uES1C2NgkdrNHiCwf9jRr,The Supremes,57bUPid8xztkieZfS7OlEV,Where Did Our Love Go,05pI1Rx1HQ4KA0a0e3PJlV,71,not available
74,I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh,77,not available
75,Louie Louie,0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,2iIn8H3l2NNBNHFpYKWbfo,The Best of The Kingsmen,2SMBIc9VqCmLvWAd9srlSx,69,https://p.scdn.co/mp3-preview/8bae8308d070c28c91837da1d467a0d03acc3cc4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Summer in the City - Remastered,7AzFID6u1b3zIWbd9pb8Dk,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,Hums Of The Lovin' Spoonful,3enoBBhSA6i2pXEP8rjAWY,65,https://p.scdn.co/mp3-preview/a5c2d7d3df0cd2f86e6d3ff70a0ba2f5e03168dd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Respect,7s25THrKz86DM225dOYwnr,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,I Never Loved a Man the Way I Love You,5WndWfzGwCkHzAbQXVkg2V,73,https://p.scdn.co/mp3-preview/b0d0b4ec8963779239654542a0b33d25caf38156?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,Bad Moon Rising,66FSV5dLK5sNLZ00IfHxfD,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Green River (40th Anniversary Edition),4DafLlExwUPJ20vHCHrUEI,18,not available
79,America,6dfhF1BDGmhM69fnCb6wSC,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bookends,3bzgbgiytguTDnwzflAZr2,66,https://p.scdn.co/mp3-preview/e7f7d38624247155c573b7f24fdd937fbd70bae0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,What A Wonderful World,6Z5XZ8fjmWGbkdahOgreVe,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,Hello Louis - The Hit Years (1963-1969),3IkAJdl6rQcSbnfpGr3MVt,22,not available
81,River Deep - Mountain High,44BmNSqH9uZV5OfIjGcER3,Ike & Tina Turner,1ZikppG9dPedbIgMfnfx8k,River Deep-Mountain High,1CbC5Rms2iIhgxvlyslNJh,58,not available
82,What the World Needs Now Is Love,4GipxMgLhzh1cFW5U1HH6t,Dionne Warwick,2JSjCHK79gdaiPWdKiNUNp,Close to You,3CL1hC6obi44Z6dZqhrDUA,47,https://p.scdn.co/mp3-preview/1941554c248488cb57e58360545629809a2e16e0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
83,Daydream,3c06k9x6MHHdPQi3ix68yF,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,Daydream,678WzpMIeszIatLVnczSnS,56,https://p.scdn.co/mp3-preview/ed8ada27a0ca711e7a8841ff40a77d2396cabd09?cid=fa83a2fec7c440b7a2795d600d6b2c7e
84,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,6vcNJUWtUPB0hKC6VbZriY,Scott McKenzie,7d7AZ3CQC457bFhK0wHpSO,San Francisco,0JxUYNJnYnCeA9kwBRK4ez,64,https://p.scdn.co/mp3-preview/634d0051c9cff234baeb8d2e36c6e0e9938d8a2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
85,This Guy's In Love With You,7a3g7jILDCvADVN9NQIyYj,Herb Alpert & The Tijuana Brass,09L3cUdx0hq6qn5bKuJJ4I,The Beat Of The Brass,1gLr8rpbgu3NHm40y03aKh,58,https://p.scdn.co/mp3-preview/7ba7c4baa98c5a36ae3e5ab2228ac86e7a7f08f1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
86,Sunny Afternoon,5KwbWPmwnOoXNqdMhh2S3m,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Face to Face (Bonus Track Edition),3yExIlG5OQdTeWQJFoZAEn,13,not available
87,Save the Last Dance for Me,391TUcoPonqYykPkSZ5Z9U,The Drifters,1FqqOl9itIUpXr4jZPIVoT,Save The Last Dance For Me,6sWL3HHXGkqlST0rfWXvBU,62,https://p.scdn.co/mp3-preview/155cf0b2ea496dce0fe52b0657f209e042aae7f8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
88,Sweet Caroline,3zByVQLvdXUaDTubfWkpCk,Neil Diamond,7mEIug7XUlQHikrFxjTWes,Sweet Caroline,3aLKBtYt2B0XdLaTtBzF2n,22,not available
89,"Lay, Lady, Lay",4uYwlMp841PLJmj1gJJwIq,Bob Dylan,74ASZWbe4lXaubB36ztrGX,Nashville Skyline,5WBx64FIN04CvM2T1MGrUN,62,https://p.scdn.co/mp3-preview/5dcc3e298d65fb8ea7bcfb782d0055e7c3af613d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
90,It's Not Unusual,67csrS6po7IyXfwds4azjr,Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,Along Came Tom Jones,4qhk3MMtFC8V29bUn9GB5g,13,not available
91,The 59th Street Bridge Song,0eGl5p2TAYt76pqjEvQPa2,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,"Parsley, Sage, Rosemary And Thyme",5dqFVDJ9lPRBCqEzufd8sF,18,not available
92,In the Midnight Hour,4Px3eyuChcQdX1GXytgxF2,Wilson Pickett,0N5PyKJzS3M1XNlaCL7bbE,The Exciting Wilson Pickett,3fxWzXNMhTz01uShzMARnm,47,https://p.scdn.co/mp3-preview/8c46bc43aaa34f8a0a62740de7d312521ae37d6d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
93,Aquarius / Let the Sunshine In - Remastered,4z7TuXkZm79m9vkPklnuqu,The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,The Essential Fifth Dimension,4ZBYLEnHsVAwWN5vGDZAbz,48,https://p.scdn.co/mp3-preview/f64c60bb4ead3f0603f468579e0cb35fd4f83c3a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
94,What Becomes Of The Brokenhearted,7Bvap2GAW2DAyZ7EVUJpMO,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,Greatest Motown Hits,0OA94DlliFxpfYOptv1rNS,11,not available
95,Bus Stop - 2003 Remaster,5FAp3UFF6q6XVZD6NYN0dD,The Hollies,6waa8mKu91GjzD4NlONlNJ,Greatest Hits,2CsbfwuL8DpnhpOu4HmDC1,40,https://p.scdn.co/mp3-preview/9fe9d7da0c021224c6f74094d6bd70d5c51c59ba?cid=fa83a2fec7c440b7a2795d600d6b2c7e
96,Will You Love Me Tomorrow,7oYTK1C0Clz6MZiETSpFTS,The Shirelles,0x83OBqixqdCHnStP5VMcn,Tonight's The Night,1kZelGeyflOF29raK8dsYa,16,not available
