Dancefloor Classics,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
14,Sing Hallelujah!,1ohbjkuczl6hEoYEo931PH,Dr. Alban,6BkcAbUkfIBM4XudxieMq8,One Love (2nd Edition),5YPI9qfm2uuMxlq4CEUOFu,45,not available
15,Turn On The Music - Axwell Radio Edit,3qN7k8fKNGywNWQJW17I3G,Roger Sanchez,1HT9k1ZSUL9IczSstOAgWJ,Turn On The Music,632c0Wm7gCUIiYUimXzQHX,35,https://p.scdn.co/mp3-preview/b5b03f686d7e4be012c8c53b6aec6ef423d88f9a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
16,Flawless - Radio Edit,4KtzrgVnGCIOW0S1Lo2mwD,The Ones,59z0q3rlcVQoAPg7YbFbgv,Flawless,4M66YjASP1meDG3HJ121jB,9,not available
17,Call on Me - Radio Mix,1xNcBAoUw8Hz6LqK2jt4Ff,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,Call on Me (Radio Mix),7thKR3tw162CqNqIRdwZ3z,73,https://p.scdn.co/mp3-preview/1ebddc935c487dde01a4c10380cc4cd76a466ecd?cid=fa83a2fec7c440b7a2795d600d6b2c7e
18,Delirious (feat. Tara McDonald) - Radio Edit,0yl1LvI69CJrQlXJoYnU97,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Delirious (feat. Tara McDonald),2PQ0hJ46YJ02vvvca2ORp9,48,https://p.scdn.co/mp3-preview/4e39bb4475b6fe13a8d94e8d5908b44a4680a6d9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
19,Lady - Hear Me Tonight,49X0LAl6faAusYq02PRAY6,Modjo,0AkpPlFLnr0VQwZQeMGht0,Modjo (Remastered),0vwDxngkhZuwNbcxzebCXI,69,https://p.scdn.co/mp3-preview/70879783cc51d0acd3724e3df8c22b53491d57c2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
20,Infinity 2008 - Klaas Vocal Edit,3aQz0z86zrKjd1mcZlonxE,Guru Josh Project,4ME85YvMUi1hdqhbind7gy,Infinity 2008,1uyF93NDsuRn4LqZIl3lyY,68,https://p.scdn.co/mp3-preview/9da076eb20507c0624c80954ee8d7788599f79df?cid=fa83a2fec7c440b7a2795d600d6b2c7e
21,Word Hold on (Children of the Sky) [Radio Edit],1c0zagykmGPDYuxJeDqZhJ,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,Word Hold on (Children of the Sky) [Radio Edit],5NeL55BkApry2hAFHImIhF,65,https://p.scdn.co/mp3-preview/962c579694e558bdb3d8f945143ffe3c9255f3ef?cid=fa83a2fec7c440b7a2795d600d6b2c7e
22,Get Get Down - Radio Edit,5o9DZHMGopB2DoSSMTNzQR,Paul Johnson,4BqZuFqHJ8CLn3ig0f1m0G,Get Get Down,4FID9Q7vasOmiTmSQu4p1I,57,https://p.scdn.co/mp3-preview/d9bd0b02e8f1f67ad7bc20a0fce21760c0b83639?cid=fa83a2fec7c440b7a2795d600d6b2c7e
23,Love Don't Let Me Go (Walking Away),6YnRn7r3TnEZmAwT86vhih,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Love Don't Let Me Go (Walking Away),3Xr3qXhwqvsLwuQygwqYTY,33,https://p.scdn.co/mp3-preview/da6ee2e65a4f717730c32e7f106bd0a3524b95e8?cid=fa83a2fec7c440b7a2795d600d6b2c7e
24,Give It Up,51hFuz0vN2FWCaxwRMPqaA,The Good Men,6i3dwduFX5pMgkijTVRvmX,Give It Up,7iLCdMvKh70DgMELSxTMcF,38,https://p.scdn.co/mp3-preview/0a928d3fd3b9c944d691b14b0ca47939eba54bf0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
25,Horny - Mousse T.'s Extended Mix,0G5N8DyVtVAV8tmiUkfH3j,Mousse T.,5N6EzjkOoyABhNZJggeXi6,Horny,3Hjm7oTRzCNloxI3Dth1oH,46,https://p.scdn.co/mp3-preview/451e5fccbe424d08bb8ef463d45419c191ceaa64?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Vous êtes fous - Techno version,1bpD8ZWvP7XYI3DHVSPLJv,Benny B,5UH09fEGItBT1759YMWeCI,Vous êtes fous ! (feat. Daddy K),2SHdt4EdgFUbAELM7SiQTc,35,https://p.scdn.co/mp3-preview/99287915476d54651c02a7106c0844073661be33?cid=fa83a2fec7c440b7a2795d600d6b2c7e
27,The Weekend - Radio Edit,4c2wdAMuL7KkGVeyRqmYQu,Michael Gray,2aM5jpQ0WTcQDeHsil8Ihz,The Weekend,1XZgd0Eg278X2wZh2b9bOF,44,https://p.scdn.co/mp3-preview/284f92eea20a85bebf625feda8a4aa024942f0a9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
28,Barbra Streisand - Radio Edit,0XvjOhwCnXXFOSlBbV9jPN,Duck Sauce,0q8J3Yj810t5cpAYEJ7gxt,Barbra Streisand,5ihBBPbPvnQutkSqvDKs2K,47,https://p.scdn.co/mp3-preview/c6ea7197c02430f1c51aa9478be44a5a40ca0192?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Put Your Hands Up For Detroit,2T1Xemp92qxuUCAFBWfRrj,Fedde Le Grand,7dc6hUwyuIhrZdh80eaCEE,Put Your Hands Up For Detroit,5NaES6denS6wM2M2zV1YkR,60,https://p.scdn.co/mp3-preview/90e692887bf9764752e70afafea353927b9733df?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Pasilda - Knee Deep Mix,5ZYq4PAOce0Uu8Bx84Ft0K,Afro Medusa,6D1DgoF2TYTbPQbRPEriaI,Pasilda,2rwMv1F2ad5I05A0CojRpZ,7,https://p.scdn.co/mp3-preview/dfb9569fdc878e2bb4ccea432d7da4488a564057?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,Outro lugar,3hl5B6GYsN4K5sjfQvx8JD,Salome de Bahia,6alPczkkZlUZwomoKjrtMc,Brasil,5KnTaowvR3YCd4RCs4EgtF,41,https://p.scdn.co/mp3-preview/442c8ac91d4d462fb3cf3f7f5dd731119954a36f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Your Body (Radio Edit),2DXhtUSY5E0kPC1qXMTLgm,Tom Novy,1EVpn7mXyF07LuJqgUk6RX,Superstar,6YzzrVK8f85LgQaQGHQDEj,40,https://p.scdn.co/mp3-preview/b0205451721bea6876ae617cebfa3e168eeb2486?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Gypsy Woman (She's Homeless) - Radio Edit,4UJ1AKSbXAbPlPVFe66wK7,Crystal Waters,2sd9Q3r0Jhqpe3w9WVuG43,Music For Girls Night Out,0qiop0l73dDZfXckujBG7k,60,not available
34,My My My,6gBvxdyFb3Dx3GLPuFNtAH,Armand Van Helden,3cQA9WH8liZfeja1DxcDYE,Nympho,1uMVJdDja65BhqoTKwbjlH,47,https://p.scdn.co/mp3-preview/e110cb1c17fc4886efc33384f24cca2fe6247c37?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Let Me Think About It,4LjfIjS8iweFCPdKxLnEoV,Ida Corr,30ut8L4gmEz4vNr1zNhpbh,Singled Out,4nLyl2aEgi2qQrcPiFlmD7,61,https://p.scdn.co/mp3-preview/a46fc92903028c99aee79150ca2286013862183d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Babarabatiri - Tee's Unreleased Mix,4QYOOFGt0FQwZTNmHtCG0e,Todd Terry,3dE92yGWcrboP1kC5SWyqu,"Todd Terry's Rare Grooves, Vol V",5tQND7P3rImfSEIIumusTQ,29,https://p.scdn.co/mp3-preview/75dc510642fb8972cef0bc4d236dd8caa5004468?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,The Rhythm of the Night,0ofMkI3jzmGCElAOgOLeo3,Corona,26T6b8maqEVltcmE4kSDUl,The Rhythm of the Night,6rrPmmb2lQd5pNRL6HKBZx,69,https://p.scdn.co/mp3-preview/7b4d293b8e25bd860a4c12017647a900a75d8611?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Yeah Yeah - Instrumental Radio Edit,7kLJightxzAiE6nIaUtQdQ,Bodyrox,3FVJvsdVNbVmydSuI22Z5v,Yeah Yeah,0qIj9p0MyiMJWtw9Bqc5br,36,https://p.scdn.co/mp3-preview/59ccddbacd7b5604a6536a56d909274b2c07427c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
39,Show Me Love - Radio Edit,7xL1F0tk9Xz8bMJoJcZyaV,Steve Angello,4FqPRilb0Ja0TKG3RS3y4s,Show Me Love,1kvnktiEZMKlCpkJ3VFe0w,7,not available
40,Levels - Radio Edit,0JhKJg5ejeQ8jq89UQtnw8,Avicii,1vCWHaC5f2uS3yhpwWbIA6,Levels,4mkvtXQd6rD7zuAHhexEvb,23,not available
41,Free - Mood II Swing Radio Edit,0dc6CJ6BsiKxyPvW4yABLo,Ultra Nate,1cK2Abwkni7m51wJCSGllN,Free,6TpwXfNBW8BSwCAuBDjJSN,62,https://p.scdn.co/mp3-preview/f31c5e6571324aac294c10a8bf60adac06f8e00f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Gym tonic - Original,4DgPcCPpxVN28ZOQBZBhu4,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,Paradise,2ZHeCVucwVH7H3qC4abtTd,44,https://p.scdn.co/mp3-preview/b514742ae528a78e5fc4f0b678a87640baca3f57?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Cassius 99 remix (Radio edit),5NL6WBPlPDfEaJXUDDv7e5,Cassius,4sf3QZW8a3xZ14IGsOAzoy,1999,0hbGOLBd2yz1biUze5qVVW,2,not available
44,You see the trouble with me - We'll Be In Trouble Radio Edit,03HhtccRmLReCaa9lp4qHD,Black Legend,4qLiTGMBoVE95pmqJPseOU,You see the trouble with me,3DrspHOiVZeTt5dy8L6Vyc,2,not available
45,Infinity,68PDydciw4W2e16wCbr9tv,Infinity Ink,4aulLg9UvpHY9dIRqr30Qh,Infinity,6qXhru3yGE6jijEcgdz36o,50,https://p.scdn.co/mp3-preview/522c48c248e4f14be86031cdfe743fb1446529fa?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Jubel - Radio Edit,58VSx2Adlz83g6YVDdJ0zR,Klingande,1L9i6qZYIGQedgM9QLSyzb,Jubel EP,29EeCNBZxGVdwHUAyos10R,56,https://p.scdn.co/mp3-preview/7df12c3c3edd3f8a30b20214a5bd2efef8ed2d92?cid=fa83a2fec7c440b7a2795d600d6b2c7e
47,Acceptable in the 80's,00cxhG668jV6gU6VK2FUVI,Calvin Harris,7CajNmpbOovFoOoasH2HaY,I Created Disco,5gDkjyJBK8VLZjKqqUd79K,58,https://p.scdn.co/mp3-preview/b3c9589c24591ca6d89ed3e159856470d640a20f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
48,What is Love,0DXswAITgjQTi7anZG33af,Haddaway,0Suv0tRrNrUlRzAy8aXjma,The Album - 2nd Edition,3M9fm2TgGF5tF3Xvfsw0Le,50,https://p.scdn.co/mp3-preview/6fce5baa58b1ab34cfc6cad2a783be48b88bfe4f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Perfect (Exceeder) - Radio Edit,2nyBqOKARcKxrJaPyXRNx3,Mason,307erl4VjT1dZDMYpneZqd,Perfect (Exceeder),7nvaG92AQuoXY8uWJDMpXW,56,https://p.scdn.co/mp3-preview/75e7a8247d6c401e1790673bc174c2dc326399f1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,The Sound Of San Francisco - Progressive Album Mix,60tsXfCcG6Ljxsr8whOXL5,Global Deejays,5M0Y6NBi3Wfwo2H1gtPl1L,Network - taken from Superstar,3NBCC4dPJwOG5JNCpXUlNL,58,https://p.scdn.co/mp3-preview/ebc48c56fcf9e8e80e9249d90250139dc5a3a9f2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
