All Out 70s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
23,Sir Duke,4RQgqR09VmHn345vRhKQ6T,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Songs In The Key Of Life,2HVx2tiZnLX8xeaUthed1e,24,not available
24,Dancing In The Moonlight,55GxhCTq6SY3tFTVh7z1nR,King Harvest,5FHwr1FymaS5kutIEK6e2y,Dancing In The Moonlight,2gvwC6eFsQH5rlvrZyhs3s,57,not available
25,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,Boston,29kkCKKGXheHuoO829FxWK,Boston,2QLp07RO6anZHmtcKTEvSC,80,https://p.scdn.co/mp3-preview/97aaefeb43d0e2368526778487c7097607d5d78d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
26,Bennie And The Jets - Remastered 2014,0dBatXn1vVUl0jLgXRClwD,Elton John,3PhoLpVuITZKcymswpck5b,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),6g9uPPHtnxQLSUd6d9xK8n,73,not available
27,Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Let It Be (Remastered),0jTGHV5xqHPvEcwL8f6YU5,80,not available
28,You Are The Sunshine Of My Life,0n2pjCIMKwHSXoYfEbYMfX,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Talking Book,3PResMqFgQYBfzTnqTKwQw,71,not available
29,Landslide,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,5VIQ3VaAoRKOEpJ0fewdvo,78,https://p.scdn.co/mp3-preview/8f5c821de4d47066ac5e68d58fd180975c86530d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
30,Born to Run,6hTcuIQa0sxrrByu9wTD7s,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,Born To Run,43YIoHKSrEw2GJsWmhZIpu,75,https://p.scdn.co/mp3-preview/bac7b351bb2f85c715f66be9b36b8a1922081404?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,You Make Me Feel Like Dancing - Remastered,6gTrbqZnyljwXdYQTyBkSx,Leo Sayer,04LIHk1SobiQwt2tlupoAV,Endless Flight,1d79WI0e5XKTpBymbKADDQ,60,https://p.scdn.co/mp3-preview/7dfdabaabc1337e41ce7c2a9493e74f0b1e71514?cid=fa83a2fec7c440b7a2795d600d6b2c7e
32,Rich Girl - Remastered,5E3P9e1hvjyIOlFyqNB5eD,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,The Essential Daryl Hall & John Oates,0gCDvloPR42pZRZhmbGYVI,72,https://p.scdn.co/mp3-preview/f44fb0e7334daef3df4faacf3b1e18d02b509165?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,"Signed, Sealed, Delivered (I'm Yours)",3M5eeHXgG4VplKNcsBC8Dj,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Signed Sealed And Delivered,4QxPK644Vy4FQrtMF90CMe,27,not available
34,Jolene,2SpEHTbUuebeLkgs9QB7Ue,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,Jolene,5DyOxuvdSmTSNAmkfcsBsj,76,https://p.scdn.co/mp3-preview/3efb774956957eedf4ffff94e80d5f63dc2518cf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
35,Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,The Captain And Me,0M2KWMbvY5x1sUnIKNpyUt,73,https://p.scdn.co/mp3-preview/ab86af73d22ea24e920c1fe59abf5c51d8823aaf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
36,Ventura Highway,4IU1RL4BKvFyXtbTwaHAvW,America,35U9lQaRWSQISxQAB94Meo,Homecoming,7eqBAR9pblivMBOI70q2um,71,https://p.scdn.co/mp3-preview/1dbcc6d5eef4864f7a50d59128099455d4c21e2e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Are You Ready For Love? - Remastered,3D15FZXmjfna7aFfKmEajd,Elton John,3PhoLpVuITZKcymswpck5b,Diamonds (Deluxe),1uzIyRT1QxDx4fMIX0UiAE,69,not available
38,Isn't She Lovely,3vqlZUIT3rEmLaYKDBfb4Q,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Songs In The Key Of Life,2HVx2tiZnLX8xeaUthed1e,20,not available
39,Love Really Hurts Without You,0nlVsRpZgsOZi0BFfzHSL9,Billy Ocean,5IDs1CK15HegSAhGEbSYXo,Here You Are: The Best of Billy Ocean,5ciu3GM6WiMGBOSbQKgc5z,66,https://p.scdn.co/mp3-preview/6e2e3ffc72858f1fb854b3c3251e2216617dab5e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
40,What a Fool Believes,2yBVeksU2EtrPJbTu4ZslK,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,Minute By Minute,7je2uv9QBH65HhADDZitbB,70,https://p.scdn.co/mp3-preview/38dcede79a2e68d904f1729f2342c24e206a759a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
41,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,Can't Buy A Thrill,4Gh6pRaXqXTtJx4plAJbBw,73,not available
42,I Can See Clearly Now,0oCT5rVvMdPPUm0bxG7yzT,Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a,Radio Hits Of the '70s,2JcwQwy2KY3CEIzHUC30wG,53,https://p.scdn.co/mp3-preview/cb2ac8119e19b9552d54e0fb7f615bd834bc07ad?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,Here You Come Again,6H7nDglS6xWpRidbhMwI2L,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,Here You Come Again,64yIGFoYJVg66fRXIxIYJr,66,https://p.scdn.co/mp3-preview/04385790f9a2a10a6f4fdcf52a2cb0d18ee1a6ba?cid=fa83a2fec7c440b7a2795d600d6b2c7e
44,50 Ways to Leave Your Lover,6Qb7gtV6Q4MnUjSbkFcopl,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,Still Crazy After All These Years,4A366gjTrYQwmRtkTezF2W,70,https://p.scdn.co/mp3-preview/b82d798743c8fae13ce9ba649805a39375569222?cid=fa83a2fec7c440b7a2795d600d6b2c7e
45,If You Leave Me Now,0KMGxYKeUzK9wc5DZCt3HT,Chicago,3iDD7bnsjL9J4fO298r0L0,Chicago X,4asBn7hzIq2Ka7rDzJN24P,75,https://p.scdn.co/mp3-preview/287d3ffb19d490044e831b88188efd282ad3878b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
46,Brown Sugar - Remastered,61UuPxxYUvacEH6SHIK3sU,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Sticky Fingers (Remastered),29m6DinzdaD0OPqWKGyMdz,71,not available
47,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,Second Helping,54V1ljNtyzAm053oJqi0SH,83,not available
48,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,In Color,2sXJQdHykPYcRQ7xFhwzMR,72,https://p.scdn.co/mp3-preview/1c55371ac6dc7f4553e0f0ce75edf9b84d263ef1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,You Sexy Thing,714hERk9U1W8FMYkoC83CO,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,Hot Chocolate,10oMdAuUD0Tcc4BowCWUni,73,https://p.scdn.co/mp3-preview/7017e809f2d2961c456122b625dbb0ad7792998c?cid=fa83a2fec7c440b7a2795d600d6b2c7e
50,Annie's Song,5qxFudz7A6PGptviHsz4Yd,John Denver,7EK1bQADBoqbYXnT4Cqv9w,Back Home Again,33KGuaxYmTlMgauIxfovy6,21,not available
51,Into the Mystic - 2013 Remaster,3lh3iiiJeiBXHSZw6u0kh6,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,Moondance,5PfnCqRbdfIDMb1x3MPQam,72,https://p.scdn.co/mp3-preview/e80d5c0efd271bd14f752d6c7ef11202e89d29f1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
52,My Sharona,1HOMkjp0nHMaTnfAkslCQj,The Knack,0Nn9YwJzcaeuU1jJL06e3r,Get The Knack,6H0wsYDvFlATzXHn0IqVpi,74,not available
53,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bridge Over Troubled Water,0JwHz5SSvpYWuuCNbtYZoV,71,https://p.scdn.co/mp3-preview/235629aa4e2ef4c3c8cc623b348b646d31c26412?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Imagine - Remastered,7pKfPomDEeI4TPT6EOYjn9,John Lennon,4x1nvY2FN8jxqAFA0DA02H,Imagine,0xzaemKucrJpYhyl7TltAk,78,not available
55,Dancing Queen,2ATDkfqprlNNe9mYWodgdc,ABBA,0LcJLqbBmaGUft1e9Mm8HV,ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,67,not available
56,It's Too Late,4etJ8NpS7YJ6vViV2UEJit,Carole King,319yZVtYM9MBGqmSQnMyY6,The Essential Carole King,0rGwxrM6v7wQaNm9aC5DSh,50,https://p.scdn.co/mp3-preview/08f10cb1699e3dbf5d00dce88502df44a5165645?cid=fa83a2fec7c440b7a2795d600d6b2c7e
57,The Joker,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,The Joker,5uYNj1HkZrWKAkhEYcGmJr,77,not available
58,"Take Me Home, Country Roads",5LV3AJZ7KOKCpoou8kny79,John Denver,7EK1bQADBoqbYXnT4Cqv9w,The Essential John Denver,6f07FdTqnh4Wj71VqpPgz5,15,not available
59,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Some Girls,1Jv2AqzhgsduUik2p4k3cS,75,not available
60,Knockin' On Heaven's Door - Remastered,6HSXNV0b4M4cLJ7ljgVVeh,Bob Dylan,74ASZWbe4lXaubB36ztrGX,Pat Garrett & Billy The Kid [Soundtrack From The Motion Picture) (Remastered],2Pj2kZM5XpyIeyFBTAVulL,74,https://p.scdn.co/mp3-preview/5d590e2139ce4eb119238968a8b398e8510a6251?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Superstition,4dwrL3Z5U2RZ6MZiKE2PgL,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Number 1's,5x7vXXWapy8cUmdSuwpUy1,26,not available
62,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,Transformer,5SqbMEyAt8332ISGiLX0St,75,https://p.scdn.co/mp3-preview/ba3b4fe65d5198801dc5853e1d9f26f3dc47e8a9?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Summer Breeze,01UYpHuzHi4eB9PAbDoPY2,Seals and Crofts,6jdObwsrIjSRnBbMw6lPBj,Seals & Crofts' Greatest Hits,4dkdQY484elFRfcVNY6uzj,70,https://p.scdn.co/mp3-preview/5c64316cf5c7bbf26a47987810b864723be6a02d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
64,Please Mr. Postman,6RMo3zv9VjmcGi4V5O3cOL,Carpenters,1eEfMU2AhEo7XnKgL7c304,Horizon,2FxmC1q7CTXLSfHIX5xWCr,16,not available
65,Roxanne - Remastered 2003,3FmAUR4SPWa3P1KyDf21Fu,The Police,5NGO30tJxFlKixkPSgXcFE,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,25,not available
66,Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Diamond Dogs (2016 Remastered Version),72mfhbEsMtXR6s7v9UhKe3,74,https://p.scdn.co/mp3-preview/392a6a4c64a5129a088460dc6257c1ef740b54ab?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,It Never Rains in Southern California,6tunhVGD8C05MZNjSVIsjw,Albert Hammond,34E3csCxpXunPGEkOVVX2g,It Never Rains In Southern California,0gdQF4mVBPjv5hhjtoe3hM,63,https://p.scdn.co/mp3-preview/4cd438ec83cb3b52762997ad7aec3cd861b845cf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,Brandy (You're a Fine Girl),2BY7ALEWdloFHgQZG6VMLA,Looking Glass,5jJN1nmKXzRjodMl1THQeI,Looking Glass,5ThwnbpYrk9R1xXkAGCLIs,74,https://p.scdn.co/mp3-preview/889895ad3fdbc3a9ba436aa04966af32c33a7c85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,1ThoqLcyIYvZn7iWbj8fsj,Just As I Am,6N8uPmDqbgXD3ztkCCfxoo,77,https://p.scdn.co/mp3-preview/2f56920743ab7da6d3d6331868dd23bbe72cd063?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,Out of the Blue,3usnShwygMXVZB4IV5dwnU,81,https://p.scdn.co/mp3-preview/bb98f258a01d52c9b1c86ae82c67132bd52f29af?cid=fa83a2fec7c440b7a2795d600d6b2c7e
71,American Girl,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,Tom Petty & The Heartbreakers,6TLTd0P2CUI0Q29AQ1LyFi,75,https://p.scdn.co/mp3-preview/36d69a9c5b7a78b378f349e319ca49075993717b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
72,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,2rCS6Xwx32V27pvgFzLzlT,80,not available
73,Afternoon Delight,3TQOqBFEKUEab8CO1pi5A8,Starland Vocal Band,66QeIFuFJDNCImNHlFzrY1,Starland Vocal Band,7aWilYGhYcZQTpjQgCf6kx,38,not available
74,You Ain't Seen Nothing Yet,0HOrDVS349XFcpCYsO2hAP,Bachman-Turner Overdrive,5q4AzEtCoYJyXjMMoEkSU5,Not Fragile,3TtCMt4XLddj9PQeVBfsK1,70,not available
75,Kiss You All Over,3FGcQkWQlkeB82RdZwlw8V,Exile,2enKa9Yqr6PZy3xGlxQEu7,Greatest Hits,7orQwVEEjByRj9hT98frwo,58,https://p.scdn.co/mp3-preview/342dc0d1320304e76075e95c931af6cdef1792c0?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,I Wish,74MfBIVOVHzQiJqfJ1dgTo,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Songs In The Key Of Life,2HVx2tiZnLX8xeaUthed1e,19,not available
77,Mandy,6iXQrhhgBisdfvS34EMTZ3,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,Barry Manilow II,0D6b0oLPjrrV4YA4bRSkks,69,https://p.scdn.co/mp3-preview/500a597451239f9de41cc5b1d8b3305712fdff1f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
78,A Horse with No Name,54eZmuggBFJbV7k248bTTt,America,35U9lQaRWSQISxQAB94Meo,America,0E5IKYhiKgbYQkmfsFonbZ,78,https://p.scdn.co/mp3-preview/39160b959b9c3ef5eb82314160eb168af167ac3b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Lovely Day,0bRXwKfigvpKZUurwqAlEh,Bill Withers,1ThoqLcyIYvZn7iWbj8fsj,Menagerie,3QjPTUI6UcPr5m9RujkO3c,74,https://p.scdn.co/mp3-preview/300afa67fbdef1d924d3ac8730f308e7fae85823?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Father And Son,19slC7k8bsPOAKDjHYLU2W,Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,Tea for the Tillerman,1FKScTiXaADVfAp6gTWHKj,75,not available
81,I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,10cc,6i6WlGzQtXtz7GcC5H5st5,The Original Soundtrack,1CMgmJjMFskwwmK8h8j1Oj,71,not available
82,Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,The Who,67ea9eGLXYMsO2eYQRui3w,Who's Next,5MqyhhHbT13zsloD3uHhlQ,78,not available
83,Your Smiling Face,0z1MCtPlHy0x1g0XojaduR,James Taylor,0vn7UBvSQECKJm2817Yf1P,The Essential James Taylor,69BraN93YbUqOGH1URqGka,54,https://p.scdn.co/mp3-preview/c68fdd392f6f8f0486652d6b7a8d54d827f48ba5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
84,Miss You - Remastered,3hJLKtTpgct9Y9wKww0BiR,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Some Girls,1Jv2AqzhgsduUik2p4k3cS,68,not available
85,Baby Come Back,3adQpYatYOsgAKr853t4mZ,Player,04Hei5MUewbIRsL1sCHzif,'70s Pop #1's,0EGFovrr9MRmTAqnTAaYMU,61,not available
86,Joy To The World,1VZ04sZSpTet7wVMyZphA8,Three Dog Night,4FAEZeJcsYYBkNq2D3KGTV,The Collection,7aJFK6NvC4oConhV5f8waK,60,not available
87,Right Down the Line,2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,7tjbDPvrdvDshcpEMXKRVb,City To City,35yZZTWeSrszSKjRlFETwf,67,https://p.scdn.co/mp3-preview/26b8e97389021252942ca5a53889c48c87756517?cid=fa83a2fec7c440b7a2795d600d6b2c7e
88,The Boxer,76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,Bridge Over Troubled Water,0JwHz5SSvpYWuuCNbtYZoV,72,https://p.scdn.co/mp3-preview/ba833158dd80b316a9a108b1578fe1113b931132?cid=fa83a2fec7c440b7a2795d600d6b2c7e
89,Ain't No Mountain High Enough,1KbuhBnzMHp4eq1q6flhWd,Diana Ross,3MdG05syQeRYPPcClLaUGl,Diamond Diana: The Legacy Collection,2iPkYpFitI1RXmnnza1PeN,62,not available
90,Do It Again,2BstRQGodshjGpeDGQiNgo,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,Can't Buy A Thrill,4Gh6pRaXqXTtJx4plAJbBw,71,not available
91,I Shot The Sheriff,0UOxp1BpnD8uPQMKU4wKjz,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,461 Ocean Blvd. (Deluxe Edition),408nODJ1r3nO7f3qWkCrCB,65,not available
92,Jealous Guy - Remastered 2010,3D9iV6cYkYJRAPFO6DRKIE,John Lennon,4x1nvY2FN8jxqAFA0DA02H,Imagine,0xzaemKucrJpYhyl7TltAk,67,not available
93,Love Will Keep Us Together,1f4iVGDitHYMVBaoc9GXO2,Captain & Tennille,7BEfMxbaqx6dOpbtlEqScm,Greatest Hits,1E2cTF5jk1nLrb0XMkXq4z,53,not available
94,Son of a Preacher Man,4uCbetXW9LStYPUjCpBVp9,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,This Girl's in Love with You,5TGmpcEuZsVIoxDWnJIan5,64,https://p.scdn.co/mp3-preview/cfe5331a57f9bd5c6424b3b076879e4f2370406d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
95,Dancing In The Moonlight (It's Caught Me In It's Spotlight),6BmzbaB08O0FjHXeS0cR5b,Thin Lizzy,6biWAmrHyiMkX49LkycGqQ,Bad Reputation (Expanded Edition),0DHKadXfnYCAXp28F3HI8U,64,not available
96,Angie,1GcVa4jFySlun4jLSuMhiq,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Goats Head Soup (Remastered 2009),6iVOz2hudE6dv5Yrcsw2c9,72,not available
97,Stumblin' In - 2017 Remaster,0EA8k9iH93YEJFaBuRt7Tc,Suzi Quatro,15jHZ1EZwmm2QDjKctvqJQ,If You Knew Suzi… (2017 Remaster),1F8Hmjm8xJC1OhSEMn7pDR,62,https://p.scdn.co/mp3-preview/3bcbaa5801f15cd101035d14b2e0007cd96863be?cid=fa83a2fec7c440b7a2795d600d6b2c7e
98,Down On The Corner,4YMLW13PuuO7o3jkIWlKAs,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Willy And The Poor Boys (40th Anniversary Edition),4ePaYyKlg5pmQFkLu7TwV7,21,not available
99,Love Comes To Everyone - Remastered 2004,1dYimSgEq46lJ30MKQP9l6,George Harrison,7FIoB5PHdrMZVC3q2HE5MS,George Harrison,5LEZHIvSR7NRc9J4ojDUwU,57,not available
100,Love Train,28285KFbyCq8sJofn58qlD,The O'Jays,38h03gA85YYPeDPd9ER9rT,Back Stabbers,09jTPeDoSuJLLAwFGNUKCX,70,https://p.scdn.co/mp3-preview/6a2c40a2caaaaea4657b96e9991c1d90773983bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
