Chilled Pop Hits,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
54,Falling into Place,6kjffy51CBnLoVI4HLI88z,Melis,2KocQ1sDusS8f9Gppxew1g,Undercurrent,3Ff2cXdifaGnSgMxzm4Um0,38,https://p.scdn.co/mp3-preview/28497f9afd6c2179f6b4a19bdee047f381087a83?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,Finally Feel Good,1QyxXnQXlGqG28syVg3LyP,James Arthur,4IWBUUAFIplrNtaOHcJPRM,Finally Feel Good,6avkPAfv7cjDlQL4Cotd5S,71,https://p.scdn.co/mp3-preview/95494fbdc79e3b91870d31e26ee7a85cce1e064b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Too Much,4wpQYSyuaEMCoIC5GCdZPR,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Too Much,04LUdHVCTY7dMZe1lO8Dzv,20,not available
57,Unconditional,2Z7UF5qoyCU6Ksnf6aTMOs,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,Unconditional,40icOTpSW5lDFI2kyYHEkU,55,not available
58,Waste Your Time,5YwxSa50wbOB8bw5jIllgk,Conor Maynard,6mU8ucezzms5I2kNH6HNlu,Waste Your Time,0rKVn3UEXnBe4tEDlNvI8K,59,https://p.scdn.co/mp3-preview/8ec2b3b713daec0a1191db214ac23467ca1b21bf?cid=fa83a2fec7c440b7a2795d600d6b2c7e
59,Shameless,3UYiU57SMiAS5LqolhHJw1,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Shameless,2h1p1JzjT9rLJFAFrIkyrm,87,https://p.scdn.co/mp3-preview/ecbe1041a69343d4ec849876b8f3b2aa71b332a3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
60,Lady,3K1vIE8FlvmEy2oCPLQ1UZ,Blake Rose,7wLyGTO9vUS7ndlq4BvBGe,Lady,6d83Yypl0Vd8oJFeAMLlmP,59,https://p.scdn.co/mp3-preview/4c34a0e3d2367e81fa69dc97ac7b23dac54043e6?cid=fa83a2fec7c440b7a2795d600d6b2c7e
61,Handcuffs,3Hjdsmx31RWfuDivCbhU90,Baker Grace,70RgxMmZhLLWxRlbUFQKR2,Handcuffs,2Qh9n866IxRHlynEm61hSY,17,not available
62,woozy,2OJpoFLYK2ZZdxbZX7t7ul,kwassa,7hu7hjmIPOtU1S3D8zfBlw,fka kyko EP,08Uz0ACnlwb9o4cdy6ylyN,46,https://p.scdn.co/mp3-preview/c87c1c271a7391d66d225c10ea27d9dbe5766870?cid=fa83a2fec7c440b7a2795d600d6b2c7e
63,Vienna,60vvMKmrtndqwNfpyG0HS3,Declan J Donovan,6bh228LGC3eAzbplPWV02r,Vienna,5tFRB0wYMQpEesmxdDHswZ,54,not available
64,Heart Beating,6Sr46vtNDgjJyW342kOP4Z,SHELLS,1ZwuShKjJItDJez0aDCsxN,Heart Beating,35npnTKbMYLUVRfVFVMfgQ,38,https://p.scdn.co/mp3-preview/e5771d1e2c122b298d01191ee13461cc78c8d210?cid=fa83a2fec7c440b7a2795d600d6b2c7e
65,Honest,5iAq9NbsIkCsu5Ip1ctjVn,DAY_S,1JvxXVFAnvaTUBDgX82vHS,Honest,1TWwHhbhs6jTSqpqYfxOJv,47,https://p.scdn.co/mp3-preview/c8bc655d05829bcb9ee0bcbe2814636e8ec9a12a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
66,Glad He's Gone,6aIAuKNU8JlVaTmoCYYN6U,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,Glad He's Gone,4XpTyLPAuao2zSsN6WGR94,73,not available
67,Better Half of Me,114xcQz8sZ6fxRBTZmgmNE,Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,Better Half of Me,3qMdA1s9e4FiWOlVFViq20,64,https://p.scdn.co/mp3-preview/399031dc531b563a49779932cac87f9c9f161d85?cid=fa83a2fec7c440b7a2795d600d6b2c7e
68,If I Can't Have You,1YgGg4W1vikLvgOuWiuodv,Navvy,59uIMi3xrGO0kwfy7Zea24,If I Can't Have You,2naKRuL2DZ7AvZDBJvyPBA,54,https://p.scdn.co/mp3-preview/3f1e9c42ca0aa42801d50dfddfa874a5e2385f2a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
69,please,0TzeZppPwhEhySYaNRulr9,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,brent,16mjtcKPxpQ4ajFHmJ0hJC,69,not available
70,All Love,7iv32XEy2HlM7PqQO4lp5f,FLETCHER,5qa31A9HySw3T7MKWI9bGg,you ruined new york city for me,4aGGhfTv8mJ9JAiz8dsa0L,73,not available
71,Easy Loving You (with Kamille),2OcQ3jWdw0k7ehTyE12BC0,SG Lewis,0GG2cWaonE4JPrjcCCQ1EG,Dawn,57TxOlFzG9yvAKEdjjm2yB,55,not available
72,Free Time,0fNLObXT9pvc3VED0oAevd,Ruel,5xkAtLTf309LAGZTbvULBn,Free Time,6b5iXFsc488so2TO4kUHfr,71,https://p.scdn.co/mp3-preview/f8a9ac15e0c92598945e277637253c8ee8c626b4?cid=fa83a2fec7c440b7a2795d600d6b2c7e
73,Something Better,734x5kcTkpSZpsprjOYDNH,Minke,4fTWIwXX49PpfrhxBHfkkw,The Tearoom,1QK0HHI0VhzbCBvFEDSIG0,52,https://p.scdn.co/mp3-preview/8b67a0c4d2098058b408d90682abb4f38b99a209?cid=fa83a2fec7c440b7a2795d600d6b2c7e
74,Inside Out,2vnocfBFbXPm4g9gsqquXf,Mokita,3sKeaby6GMSJWgYueZaSjE,Inside Out,1KJOwJ0GGbbGPoOPGf0qda,58,https://p.scdn.co/mp3-preview/63a4cb6cfc90ae85e29e4951d74263859a6e1a21?cid=fa83a2fec7c440b7a2795d600d6b2c7e
75,Come Home To Me,2K8elWg8ihrZRwZJ7Gy6L3,LÉON,4SqTiwOEdYrNayaGMkc7ia,LÉON,4rH2e0qPw9MrwOSdk9rKNe,68,https://p.scdn.co/mp3-preview/32c5a5e057154dd0dc6c99961c05a63a928ef80b?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,nyc (demo),3gJ7ZkEKieFCHHv5rwvCjX,kwassa,7hu7hjmIPOtU1S3D8zfBlw,good life/nyc (demo),5FJ0ztjjpT0kSA7NFx5Yql,41,https://p.scdn.co/mp3-preview/ea2bce23c20c8ef60155e6e188c2f0cb3813eae5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
77,Flames (feat. Ruel),0D1ZKHo1jI0gzOWZGhlyv3,SG Lewis,0GG2cWaonE4JPrjcCCQ1EG,Flames,4IK6iEL3DSjo5xMDlaBBeH,35,not available
78,at least i look cool,2eLDUK7EkpENZkDL9O5yhz,Sasha Sloan,4xnihxcoXWK3UqryOSnbw5,at least i look cool,3DrwGrEPG3Rq9mIsZVuklB,69,https://p.scdn.co/mp3-preview/5bbfd72da6747bac053376c4dee31aeca4f09ae3?cid=fa83a2fec7c440b7a2795d600d6b2c7e
79,Favorite Part Of Me,0cppqb4vQycORHNMxr8DGd,Astrid S,3AVfmawzu83sp94QW7CEGm,Down Low,585s4f9yrPNsp0G7AkTFDF,69,not available
80,Some Say,4poybupy26pTWPr9zY1i7h,Nea,7nqlScm2smydSRl13eaP8E,Some Say,5pCAWYym13GcQN8CXEb89m,72,https://p.scdn.co/mp3-preview/d3ac475db72a68005ee24a616aabb355145f3af2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
