Alternative 90s,Song1,Song2,Artist1,Artist2,Album1,Album2,Popularity,Preview_URL
28,The Only One I Know,17hdos7cv1vAvcfoTU4Pym,The Charlatans,5fScAXreYFnuqwOgBsJgSd,Some Friendly,0JWdN38GXUuoG3zHmXKmnj,61,https://p.scdn.co/mp3-preview/d7eb5679bebd9628a81303705d706533e84c6240?cid=fa83a2fec7c440b7a2795d600d6b2c7e
29,Slight Return,3ATIyi8OsM5ciO0CDd2iCs,The Bluetones,66nOkPJTFgK25NMmojG04V,The Bluetones Collection,4Y1kBAxpJPxH8dQykSv9kz,46,not available
30,Alright,5xC8uOesnn0udeXAYlAnoY,Supergrass,0sHeX8oQ6o7xic3wMf4NBU,I Should Coco,3YfIjaJEWqiSbKPguS9Bxd,73,https://p.scdn.co/mp3-preview/b8476ad1aa953668867aa8fadbfb2a9800ad017e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
31,The Day We Caught The Train,5bWLIVKl5UrbQ2xEGfAXOK,Ocean Colour Scene,5vIOGcdmx1eIkq3ZtuS12U,Songs For The Front Row - The Best Of Ocean Colour Scene,11UaUnzpCWmm1ARcZtEtFG,51,not available
32,No Surprises,1bSpwPhAxZwlR2enJJsv7U,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,OK Computer,7dxKtc08dYeRVHt3p9CZJn,72,https://p.scdn.co/mp3-preview/de1369604de29117d80cfe277054c5d0d11ef732?cid=fa83a2fec7c440b7a2795d600d6b2c7e
33,Girl From Mars,1JYs5OOgeW1jAOaiiLlJdx,Ash,2evydP72Z45DouM4uMGsIE,The Best Of Ash (Remastered Version),5BFwMp5Uzs15Zasy5YOqib,57,https://p.scdn.co/mp3-preview/b7ee0d04e0bb511f4aef5df9f55f96880cf79d0e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
34,Shiny Happy People,1v2zyAJrChw5JnfafSkwkJ,R.E.M.,4KWTAlx2RvbpseOGMEmROg,Out Of Time (25th Anniversary Edition),6yEuIwTQpciH1qtj7mP5GK,71,not available
35,Sit Down,3idthQ24V2aPRcthv7Aq5o,James,0qLNsNKm8bQcMoRFkR8Hmh,Gold Mother,47lo706CUDxRCsQNSADyd6,14,not available
36,Goddess On A Hiway - Remastered,1ddq4weEupa9Mh4SH1ruIY,Mercury Rev,77oD8X9qLXZhpbCjv53l5n,Deserter's Songs,7djamhNmvVLPDg9FbO149d,54,https://p.scdn.co/mp3-preview/47ee64bf8e28f1406420b32f7befaed664fec43a?cid=fa83a2fec7c440b7a2795d600d6b2c7e
37,Just,4SE81CrzH0qPA8KHqM9Syz,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,The Bends,500FEaUzn8lN9zWFyZG5C2,62,https://p.scdn.co/mp3-preview/1559e516a6ae34f2a3aff2ea411e6ecf2881e173?cid=fa83a2fec7c440b7a2795d600d6b2c7e
38,Walkaway,3drQLSnECw7QSHMysFqFx7,Cast,0vBDEQ1aLZpe4zgn2fPH6Z,All Change,4QpYfKscCgJ7cciYCEysg5,54,not available
39,Man On The Moon,4jLv3tDBu8ww2R07DvL12s,R.E.M.,4KWTAlx2RvbpseOGMEmROg,Automatic For The People,0BiNb8HYR4JvuxUa31Z58Q,67,not available
40,Malibu,5bVOX6eyHsML2sB4aMlZEi,Hole,5SHQUMAmEK5KmuSb0aDvsn,Celebrity Skin,2KE8WCHtD8qnAxXeIzNEId,61,not available
41,Dry The Rain (Remaster),3soLwFvqNYT90pZHSZhmK2,The Beta Band,2LMR8u7DOMF0FBseDpTsRa,Dry the Rain (Remaster),3vgtPUuKQeisfGXQohiewS,43,https://p.scdn.co/mp3-preview/835efad2be59c67fd79dcfd07012028490ee8b0f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
42,Beetlebum - 2012 Remaster,4OHVCeQYPncEwZOtNAJZZx,Blur,7MhMgCo0Bl0Kukl93PZbYS,Blur [Special Edition],7HvIrSkKGJCzd8AKyjTJ6Q,57,https://p.scdn.co/mp3-preview/28ba45b522401cb7363bbf0467cc8ea551dca8b5?cid=fa83a2fec7c440b7a2795d600d6b2c7e
43,A Letter To Elise,7mEGddVRDdESAibWOnbXoA,The Cure,7bu3H8JO7d0UbMoVzbo70s,Wish,0aEL0zQ4XLuxQP0j7sLlS1,56,not available
44,Yes - Full Version,6joAGL5IuD66Qgcz049ObW,McAlmont & Butler,0BV7lpkyFTbzzML7DuUnpZ,The Sound Of McAlmont And Butler,0gquqV1L3QZjZJ0ExzxtMo,49,not available
45,Born Of Frustration,7LbvpO06tNJzVpbbj96puU,James,0qLNsNKm8bQcMoRFkR8Hmh,James: The Best Of,379HctFmaWUiHTlfUjF5qN,53,not available
46,The Drugs Don't Work,2KArbNRAnfGcnZ1gSYhVy5,The Verve,2cGwlqi3k18jFpUyTrsR84,Urban Hymns,2okCg9scHue9GNELoB8U9g,11,not available
47,Waltz #2 (XO),5AMrnF761nziCWUfjBgRUI,Elliott Smith,2ApaG60P4r0yhBoDCGD8YG,XO,1zOxlHQGGV6EH7n4OIFTyh,58,not available
48,End of a Century - 2012 Remaster,4em17FyyrOE8Miw8rJwJhn,Blur,7MhMgCo0Bl0Kukl93PZbYS,Parklife,0YS25Dr3hMtMFlVTfuvzl4,49,https://p.scdn.co/mp3-preview/9d7af662856eaa92627875893b1acc8527586110?cid=fa83a2fec7c440b7a2795d600d6b2c7e
49,Here's Where The Story Ends,4SPi5Pl7aAtauFsH9Lk5LB,The Sundays,4nlqDmbzFzbNITaqjJv7D7,"Reading, Writing & Arithmetic",4bofszhtDfGY6smHBGeyTT,50,not available
50,The Riverboat Song,1oPg2EYKf2hbS7aDyE8j3S,Ocean Colour Scene,5vIOGcdmx1eIkq3ZtuS12U,Songs For The Front Row - The Best Of Ocean Colour Scene,11UaUnzpCWmm1ARcZtEtFG,49,not available
51,History - Remastered 2016,52p8lRbIrKYjzwDMXgBVFO,The Verve,2cGwlqi3k18jFpUyTrsR84,A Northern Soul (2016 Remastered / Deluxe),4V8NUW8yUln846aiOZ8ANR,52,not available
52,Rock ‘n’ Roll Star - Remastered,1lCuf3uU0ZdAiqxVuZUv67,Oasis,2DaxqgrOhkeH0fpeiQq2f4,Definitely Maybe (Remastered) [Deluxe Edition Remastered],3F7qb5AiQdWxuMgSyQ9zyg,57,https://p.scdn.co/mp3-preview/5715702e74edaeb04e686e61c504729d0ed08eb1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
53,Vapour Trail,5gLZDzJ4mIWUtYbSWF5sXn,Ride,0WPY9nnBy01s5QOt4o4oQX,Nowhere (Remastered),2diUbPZw26xieOjm3l6oNd,41,https://p.scdn.co/mp3-preview/debdeaf0a2ddb7dcca0530fa163e63724bf9cfd1?cid=fa83a2fec7c440b7a2795d600d6b2c7e
54,Getting Away with It,4e23vKHDVQXHvoqzXiYqUm,Electronic,3xYNGCooNIzKMAtJYKSOyq,Get The Message - The Best Of Electronic,127p4CCDi0G1PqWMptSCWy,45,https://p.scdn.co/mp3-preview/42ff6004f96ba14d70286dd632fd51cd72fc872e?cid=fa83a2fec7c440b7a2795d600d6b2c7e
55,The Wild Ones (Remastered),10hLkl5k0NjO7QAJvoVzIy,Suede,6PHIK3kjWggLtVygsOtpqS,Dog Man Star (Remastered),1LgpJjBJIRQhkJ01oZR3Cn,41,https://p.scdn.co/mp3-preview/1214dd0052c4089d4ca4475b55302723bc622e8f?cid=fa83a2fec7c440b7a2795d600d6b2c7e
56,Grace,113VT0dXCsqDAAfe8JQ2xm,Jeff Buckley,3nnQpaTvKb5jCQabZefACI,Grace (Legacy Edition),07Fr36M0hRPJrSJMFWGnvD,40,not available
57,If You Tolerate This Your Children Will Be Next,2VmyLy2HQlkevZYboXHM5O,Manic Street Preachers,2uH0RyPcX7fnCcT90HFDQX,This Is My Truth Tell Me Yours,3gUL89r4nMGlkjRdfiZfZW,62,https://p.scdn.co/mp3-preview/fb93b197850d0cdb2bdb5bb3c4a15873cdbd6c87?cid=fa83a2fec7c440b7a2795d600d6b2c7e
58,Let Forever Be,3m1JFLpKLYgMi1jf6Bu16P,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,Surrender,1QJP73UumgERuzp3yJSXw3,56,not available
59,No Rain,6txWz9UapYHVxEd7dDIHXT,Blind Melon,5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,55jET4vDioHHd7ztX7OX3h,75,not available
60,Corpses In Their Mouths,3kkDPzmtGVHhmedF3v9k7v,Ian Brown,3s398TKZNahAURRacx7oIT,Unfinished Monkey Business,7MtDCSa2vkF4yfNCNLjgLx,48,not available
61,Novocaine For The Soul,4uPi47C1WcnhIbvCx4zCu6,Eels,3zunDAtRDg7kflREzWAhxl,Beautiful Freak,7sqwuxORaCogFGgygafdSt,54,not available
62,Staying Out For The Summer,59GIjxze4m7lutOfemmKvu,Dodgy,1dekSPU23UC5hw5b8Uxk9W,The Collection,2ThnpEHmCmIHJuzAx9nQxt,6,not available
63,Kelly's Heroes,0z9XPPcA8CC9vnEn4F83If,Black Grape,147FGf3bdxV1L0mmVtgaJR,It's Great When You're Straight ... Yeah,3A0BH6NwwS00OMn59A6rnE,33,not available
64,All You Good Good People,72TPbqNS18yOlXa5USPSSo,Embrace,74K7bX12L8GBAWvPuyIgJ7,The Good Will Out,3eNC1W7Y3mkEVA10eTojFK,49,not available
65,Unfinished Sympathy,10CiC7n8xCJJpbNcBpHsXc,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,Collected,1X4zW7kIY8bQHO9gDTsIVh,53,not available
66,Beautiful Ones (Remastered),0RxWeRjUUQqGUxOYn5gniE,Suede,6PHIK3kjWggLtVygsOtpqS,Coming Up (Remastered),3XCVHuvuKhqPY5sOFEw0Qv,51,https://p.scdn.co/mp3-preview/6f3cb6220b2abd53ab3af7860d83a4967388d24d?cid=fa83a2fec7c440b7a2795d600d6b2c7e
67,Sparky's Dream,1yRvKs56kf5QzWelHfKAS8,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Grand Prix,2WVET5JGGFV5DM9KVoFD1H,4,not available
68,Hit,08o1UvE9Jp18ZfGg5NiCnm,The Sugarcubes,1G0Xwj8mza6b03iYkVdzDP,Stick Around for Joy,0NTy0CD75p42CXoxePyczo,35,not available
69,All I Need (feat. Beth Hirsch),7jOM0KIKgIppqIEvEjixaj,Air,1P6U1dCeHxPui5pIrGmndZ,Moon Safari,206GTDefY2qRMQxYXmfb0a,47,https://p.scdn.co/mp3-preview/eb694445a2ea5f7f290fbf753ce28bedd98619d2?cid=fa83a2fec7c440b7a2795d600d6b2c7e
70,One To Another,5nvy5ir4RWTgI4hC8dnsQP,The Charlatans,5fScAXreYFnuqwOgBsJgSd,Tellin' Stories,5Z1qbz6SLdQnWiVMEJ5MNK,6,not available
71,Alright,1SqY3rqLazvQlDz24GJ1TO,Cast,0vBDEQ1aLZpe4zgn2fPH6Z,All Change,4QpYfKscCgJ7cciYCEysg5,49,not available
72,You Get What You Give,1Cwsd5xI8CajJz795oy4XF,New Radicals,0Grjlu7ncIuCaSYvCs9fcd,Maybe You've Been Brainwashed Too,13btXEnBerpA1UjIVtsMAR,75,not available
73,Teardrop,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,Mezzanine,49MNmJhZQewjt06rpwp6QR,70,not available
74,Race For The Prize,0XczuPchMUnMpsLvHOsg9Y,The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,The Soft Bulletin,0Gpcuci4CMpKHvZPM34KWg,7,not available
75,Parklife,3mqRLlD9j92BBv1ueFhJ1l,Blur,7MhMgCo0Bl0Kukl93PZbYS,Blur: The Best Of,1bgkxe4t0HNeLn9rhrx79x,56,https://p.scdn.co/mp3-preview/752746889d024cfcb6a5c39d3c28157f20079317?cid=fa83a2fec7c440b7a2795d600d6b2c7e
76,Black Hole Sun,7fURZRPkB2S70sYR1naKTK,Soundgarden,5xUf6j4upBrXZPg6AI4MRK,Superunknown,1xHWwGSoF1DNE4hqgBRkJX,50,not available
77,Going For Gold,2q1VaYfLyPur3bwZswF5o2,Shed Seven,3iejrAcqxYoVgyxp6zkWgs,Going For Gold,31ecsOgZxowxwp717fYqIu,6,not available
78,She's A Star,1K2ZK4Y62SVjjk7dC9bDsT,James,0qLNsNKm8bQcMoRFkR8Hmh,James: The Best Of,379HctFmaWUiHTlfUjF5qN,45,not available
79,Trash,0eyTLxTwEYvqWm6NYSvA01,Suede,6PHIK3kjWggLtVygsOtpqS,The Best Of,6IKWPpfzzSqLSgbIfvCrhO,54,https://p.scdn.co/mp3-preview/9910ee0612646b172904d80f83b04c2aab30df12?cid=fa83a2fec7c440b7a2795d600d6b2c7e
80,Let's Get Together (In Our Minds),2uspdNlxOmsOZ0jViTXKzj,Gorky's Zygotic Mynci,5ShFRZUGJZL1qMkIPtYV5M,Gorky 5,4lVjw9d2tP1jAHVutVGGV7,38,not available
